raw_database_id,pokedexNumber,cardName,status,createdAt,imageUrl,rarity,type,series,possessions,cardNumber,isLegacy,language,price
FdfLMnwyYiEhZwx7YBJN,,페퍼의 마피티프 ex,미보유,,https://mtg-kr.com/cardimage/poketcgSV9a-088.png,SAR,,sv9a -「열풍의 아레나」,,SV9a-088,TRUE,,0
Fi2swINqYC6L4Z44vVql,,냐오불,보유중,,https://mtg-kr.com/cardimage/poketcgSV5M-075.png,AR,포켓몬,sv5M -「사이버저지」,,SV5M-075,TRUE,한국,0
FnftXkwZ1hh0AvfJniLX,,페퍼,미보유,,https://mtg-kr.com/cardimage/poketcgSV1V-105.png,SAR,,sv1V -「바이올렛 ex」,,SV1V-105,TRUE,,0
FoG0CQDmVWZaY4HnaTQo,282,메가가디안 ex,미보유,,https://mtg-kr.com/cardimage/poketcgM1S-087.png,SAR,포켓몬,m1S -「메가 심포니아」,,M1S-087,TRUE,,0
FsLfsvX5xTIMBZGoXSre,,,미보유,,https://mtg-kr.com/cardimage/poketcgS10a-086.png,,,s10a -「다크판타스마」,,S10a-086,TRUE,,0
FstejO7Pwfym7TkydEzq,,,미보유,,https://mtg-kr.com/cardimage/poketcgS12a-254.png,SR,,s12a -「VSTAR 유니버스」,,S12a-254,TRUE,,0
FurpB21sobfnLmPgGQ2n,,,보유중,,https://mtg-kr.com/cardimage/poketcgS10P-068.png,SR,,s10P -「스페이스 저글러」,,S10P-068,TRUE,한국,0
FzIN3B3Ko9qFMjIPNfq8,,리자몽,보유중,,https://mtg-kr.com/cardimage/poketcgS8b-187.png,CHR,포켓몬,s8b -「VMAX 클라이맥스」,,S8b-187,TRUE,,0
G6yGptaDE3oyFsIkOGpp,,,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_069.png,AR,포켓몬,sv4M -「미래의 일섬」,,SV4M-069,TRUE,,0
G88QtinYEmg6Rw3BsP3X,,,보유중,,https://mtg-kr.com/cardimage/poketcgSV1V-087.png,AR,포켓몬,sv1V -「바이올렛 ex」,,SV1V-087,TRUE,,0
GF82jLqOF5X1pNuq1U1W,,날뛰는우레 ex,미보유,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_095.png,SAR,포켓몬,sv5K -「와일드포스」,,SV5K-095,,,0
GH6UhobCHjdyPDLnqSnJ,,거북왕&팽도리 GX,보유중,,https://mtg-kr.com/cardimage/poketcgSM11a-069.png,SR,포켓몬,sm11a -「리믹스바우트」,,SM11a-069,,,0
GHv1zbzmruJt2seGe7NH,,게노세크트 ex,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_172.png,SAR,포켓몬,sv11B -「블랙볼트」,,SV11B-172,,,0
GLEMHFmeNy1iPYJ4yyeY,,이슬의 고라파덕,보유중,,https://mtg-kr.com/cardimage/poketcgSV9a-071.png,AR,포켓몬,sv9a -「열풍의 아레나」,,SV9a-071,TRUE,,0
GPSE32NtPdlxXCCsOMSQ,,리피아 Vstar,미보유,,https://mtg-kr.com/cardimage/poketcgS12a-210.png,SAR,,s12a -「VSTAR 유니버스」,,S12a-210,TRUE,,0
GQWUAJATkq44a7156wRW,,메가팬텀 ex,보유중,,https://mtg-kr.com/cardimage/poketcgM2a-240.png,SAR,포켓몬,m2a -「메가드림」,,M2a-240,TRUE,,0
GR3kggcgJd41Vt53zYc5,,,보유중,,https://mtg-kr.com/cardimage/poketcgSV4K-072.png,AR,포켓몬,sv4K -「고대의 포효」,,SV4K-072,TRUE,,0
GTnzNCTwnTuqygFSIKrf,,플라이곤,보유중,,https://mtg-kr.com/cardimage/poketcgM2-088.png,AR,포켓몬,m2 -「인페르노X」,,M2-088,TRUE,,0
GTvQAf2FtdOBO9dEAHi5,,,보유중,,https://mtg-kr.com/cardimage/poketcgSV10-99.png,AR,포켓몬,sv10 -「로켓단의 영광」,,SV10-099,TRUE,,0
GYjajBwhZrXsQg1zRpWj,,,보유중,,https://mtg-kr.com/cardimage/poketcgM2a-205.png,AR,포켓몬,m2a -「메가드림」,,M2a-205,TRUE,,0
GaEpaUP6rYjGHbhYJC7Y,,,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_150.png,AR,포켓몬,sv11W -「화이트플레어」,,SV11W-150,TRUE,,0
GaQtinkJvUmKjElbIpNc,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV5M-091.png,SR,,sv5M -「사이버저지」,,SV5M-091,TRUE,,0
GfBgy2TIiQ27dTyzINWX,,,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_072.png,AR,포켓몬,sv5K -「와일드포스」,,SV5K-072,TRUE,,0
GfXwTfKLTKUEeCc4iCUN,,난천의 패기,미보유,,https://mtg-kr.com/cardimage/poketcgS9-113.png,SR,서포트,s9 -「스타버스」,,S9-113,TRUE,,0
GkJ6bNpU2yCV2aBTULL0,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV2D-087.png,SR,,sv2D -「클레이버스트」,,SV2D-087,TRUE,,0
GnNQPIcvVO2yNkvyu07z,,멜탄,보유중,,https://mtg-kr.com/cardimage/poketcgSV5M-081.png,AR,포켓몬,sv5M -「사이버저지」,,SV5M-081,TRUE,한국,0
GoyzTGbLjxHOLfCnyOpI,,,미보유,,https://mtg-kr.com/cardimage/poketcgS10a-095.png,,,s10a -「다크판타스마」,,S10a-095,TRUE,,0
GpBEUR4B9Jle71DHGzuR,778,따라큐 Vmax,보유중,,https://mtg-kr.com/cardimage/poketcgS8b-234.png,CSR,포켓몬,s8b -「VMAX 클라이맥스」,,S8b-234,,,0
GpMZ2MMk5DbveN128SMu,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV1a-087.png,SR,,sv1a -「트리플렛비트」,,SV1a-087,TRUE,,0
Gql0r1aQmUlnXkZCKYt7,,겟핸보숭,보유중,,https://mtg-kr.com/cardimage/poketcgM2-092.png,AR,포켓몬,m2 -「인페르노X」,,M2-092,TRUE,,0
Gs8WHCnxcOapYthQOxja,,메가지가르데 ex,미보유,,https://mtg-kr.com/cardimage/poketcgM3-113.png,SAR,포켓몬,m3 -「니힐제로」,,M3-113,,,0
Gy4qwjHXAvjgql8DGOIV,,테오키스 Vstar,보유중,,https://mtg-kr.com/cardimage/poketcgS12a-223.png,SAR,,s12a -「VSTAR 유니버스」,,S12a-223,TRUE,일본,0
H0PjGAlyROHXogRjWLgE,,이벨타르 ex,보유중,,https://mtg-kr.com/cardimage/poketcgM3-098.png,SR,포켓몬,m3 -「니힐제로」,,M3-098,,한국,0
H2jZGr2khSD6ygAd39vw,,,보유중,,https://mtg-kr.com/cardimage/poketcgSV2D-075.png,AR,포켓몬,sv2D -「클레이버스트」,,SV2D-075,TRUE,,0
H5AxWtJviyGSnkQ9LLI2,,요가램 V,미보유,,https://mtg-kr.com/cardimage/poketcgS7R-072.png,SR,,s7R -「창공스트림」,,S7r-072,TRUE,한국,0
H8VSMBuEi7SWnAQwae2N,,고동치는달 ex,미보유,,https://mtg-kr.com/cardimage/poketcgSV8a-218.png,SAR,포켓몬,sv8a -「테라스탈 페스타 ex」,,SV8a-218,,한국,0
H9ZlBjSRhv2OBjIRTYzw,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV9a-079.png,SR,,sv9a -「열풍의 아레나」,,SV9a-079,TRUE,,0
HAng9n1dzDYU4g0DnwDJ,,벼리짱,보유중,,https://mtg-kr.com/cardimage/poketcgSV2D-077.png,AR,포켓몬,sv2D -「클레이버스트」,,SV2D-077,TRUE,,0
HBB4nXLk5AozrY3GUh9M,,사나,미보유,,https://mtg-kr.com/cardimage/poketcgS7R-077.png,SR,서포트,s7R -「창공스트림」,,S7r-077,TRUE,한국,0
HE0masPaip0ahjNW9e82,,,보유중,,https://mtg-kr.com/cardimage/poketcgS8b-191.png,CHR,포켓몬,s8b -「VMAX 클라이맥스」,,S8b-191,TRUE,,0
HGUuqeHeoVF53QM4szAF,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV8a-234.png,UR,,sv8a -「테라스탈 페스타 ex」,,SV8a-234,TRUE,,0
HHBgLPIyv1o1btOpTEtp,,윤진,미보유,,https://mtg-kr.com/cardimage/poketcgS11a-083.png,SR,,s11a -「백열의 아르카나」,,S11a-083,TRUE,,0
HLLmV8mEpbwqjupjlIF6,,,미보유,,https://mtg-kr.com/cardimage/poketcgS10a-078.png,,,s10a -「다크판타스마」,,S10a-078,TRUE,,0
HN2RekHnTcFzqLXKCFCy,,뽀록나,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_096.png,AR,포켓몬,sv11B -「블랙볼트」,,SV11B-096,TRUE,,0
HQ1nbqY6zUd91fBx7dNn,,메가캥카 ex,미보유,,https://mtg-kr.com/cardimage/poketcgM1S-089.png,SAR,포켓몬,m1S -「메가 심포니아」,,M1S-089,TRUE,,0
HQoaSqhrempyMpSLaku4,,아켄,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_129.png,AR,포켓몬,sv11W -「화이트플레어」,,SV11W-129,TRUE,,0
HQrKNbxAWtPKqrQxDf6v,,,보유중,,https://mtg-kr.com/cardimage/poketcgSV10-103.png,AR,포켓몬,sv10 -「로켓단의 영광」,,SV10-103,TRUE,,0
HRAXH15A2vkid59VpSXQ,,꿈트렁,보유중,,https://mtg-kr.com/cardimage/poketcgSV2P-081.png,AR,포켓몬,sv2P -「스노해저드」,,SV2P-081,,,0
HVcOliIy8pQuEtJSGRbW,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV2D-085.png,SR,,sv2D -「클레이버스트」,,SV2D-085,TRUE,,0
HVkY7U6urmiEwVjprsBc,54,고라파덕,보유중,,https://mtg-kr.com/cardimage/poketcgSV2a-175.png,AR,포켓몬,sv2a -「포켓몬 카드 151」,,SV2a-175,,,0
HWu0YQqQ6y1KA4PQ59y3,,릴리에의 전력,미보유,,https://mtg-kr.com/cardimage/poketcgSM11b-067.png,SR,,sm11b -「드림리그」,,SM11b-067,TRUE,,0
HYTOny9pvcykIVupANs4,,알로라 나시 ex,보유중,,https://mtg-kr.com/cardimage/poketcgSV7a-089.png,SAR,,sv7a -「낙원드래고나」,,SV7a-089,TRUE,,0
HZXLRxDYu10Yu8tt3ir5,6,메가리자몽X ex,미보유,,https://k-tcgpanda.com/cardimg/M/M2/%EB%A9%94%EA%B0%80%20%EB%A6%AC%EC%9E%90%EB%AA%BDX%20ex_M2_116_KOR.png,MUR,포켓몬,m2 -「인페르노X」,,M2-116,TRUE,한국,0
Hc0ZP3VfYcUKbdljWlf4,,메가아쿠스타 ex,보유중,,https://mtg-kr.com/cardimage/poketcgM3-111.png,SAR,포켓몬,m3 -「니힐제로」,,M3-111,,한국,0
HcMW0xH1qGBWOhsmJ5kr,,,보유중,,https://mtg-kr.com/cardimage/poketcgSV4K-075.png,AR,포켓몬,sv4K -「고대의 포효」,,SV4K-075,TRUE,,0
HgIjzCqizIAhqsObbYhH,,,미보유,,https://mtg-kr.com/cardimage/poketcgS11-107.png,SR,,s11 -「로스트어비스」,,S11-107,TRUE,,0
HhNP4v1g7H1QjaMNfuqC,,,보유중,,https://mtg-kr.com/cardimage/poketcgSV2D-073.png,AR,포켓몬,sv2D -「클레이버스트」,,SV2D-073,TRUE,,0
HiLz4n6IbMpriRklvHLy,,,미보유,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_098.png,UR,,sv5K -「와일드포스」,,SV5K-098,TRUE,,0
Hr0TkWetCHW0kV0Z2tkd,,,보유중,,https://mtg-kr.com/cardimage/poketcgSV9a-077.png,SR,,sv9a -「열풍의 아레나」,,SV9a-077,TRUE,,0
HubVo8BKiw2KzoDBIzny,680,쌍검킬,보유중,,https://mtg-kr.com/cardimage/poketcgM3-091.png,AR,포켓몬,m3 -「니힐제로」,,M3-091,,,0
Hvnrta1jTqWC9VBMJeDt,282,가디안 ex,미보유,,https://mtg-kr.com/cardimage/poketcgSV1S-101.png,SAR,포켓몬,sv1S -「스칼렛 ex」,,SV1S-101,,,0
Hwp3Wm2YmDIGGGHR5UMq,359,앱솔,보유중,,https://mtg-kr.com/cardimage/poketcgS12a-191.png,AR,포켓몬,s12a -「VSTAR 유니버스」,,S12a-191,,,0
I0UMhFN23cvEWmFUKR3s,,데덴네 GX,,,https://mtg-kr.com/cardimage/poketcgSM12a-175.png,SR,,sm12a -「TAG TEAM GX 태그올스타즈」,,SM12a-175,,,0
I0kyJSbQV5wrWyOsVEDd,129,잉어킹,보유중,,https://mtg-kr.com/cardimage/poketcgSV1a-080.png,AR,포켓몬,sv1a -「트리플렛비트」,,SV1a-080,TRUE,,0
I3y6IhpaoAbLHSLIG2GQ,,릴리에의 삐삐 ex,미보유,,https://mtg-kr.com/cardimage/poketcgMC-765.png,기타 AR,,MC - MEGA「스타트 덱 100 배틀컬렉션」,,MC-765,TRUE,,0
I5QhEZpy4qfBdrHg769Q,,저지맨,미보유,,https://mtg-kr.com/cardimage/poketcgSV4a-344.png,SR,서포트,sv4a -「샤이니트레저 ex」,,SV4a-344,TRUE,,0
I5xZbbGjnDugE3DwJWiU,,오거폰 벽록의 가면 ex,미보유,,https://mtg-kr.com/cardimage/poketcgSV6-125.png,SAR,포켓몬,sv6 -「변환의 가면」,,SV6-125,,,0
I7QrEoHgDH9onFrIX5pv,,,보유중,,https://mtg-kr.com/cardimage/poketcgSV6a-065.png,AR,포켓몬,sv6a -「나이트원더러」,,SV6a-065,TRUE,,0
I7aVdNOLdKiVI1XxLRfH,,샹델라,보유중,,https://mtg-kr.com/cardimage/poketcgS9a-069.png,CHR,포켓몬,s9a -「배틀리전」,,S9a-069,TRUE,,0
I8EdtzmN6yRbhrGbmsSY,,아머까오 Vmax,보유중,,https://mtg-kr.com/cardimage/poketcgS8b-249.png,CSR,포켓몬,s8b -「VMAX 클라이맥스」,,S8b-249,TRUE,한국,0
I9bp7pcr5BA5r789rRPb,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV2P-089.png,SR,,sv2P -「스노해저드」,,SV2P-089,TRUE,,0
IA2PVU6a5SwuhCyp1IpF,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV4K-082.png,SR,,sv4K -「고대의 포효」,,SV4K-082,TRUE,,0
IB8nTq7ciY40YckigTgI,,모란,미보유,,https://mtg-kr.com/cardimage/poketcgSV1S-104.png,SAR,,sv1S -「스칼렛 ex」,,SV1S-104,TRUE,,0
IDvxtU2BLZSnqv8QQRAL,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV8-124.png,SR,,sv8 -「초전브레이커」,,SV8-124,TRUE,,0
IEZ8UiitPWw3Oo6oVAQR,,이올브 V,보유중,,https://mtg-kr.com/cardimage/poketcgS8b-214.png,CSR,포켓몬,s8b -「VMAX 클라이맥스」,,S8b-214,TRUE,한국,0
IEtPpLo6Ytm54qel0U9c,16,구구,보유중,,https://mtg-kr.com/cardimage/poketcgSV3-118.png,AR,포켓몬,sv3 - 「흑염의 지배자」,,SV3-118,,,0
IFEAyCbi8MoKflSlXMvz,,,미보유,,https://mtg-kr.com/cardimage/poketcgSM8b-190.png,S,,sm8b -「울트라샤이니」,,SM8b-190,TRUE,,0
IKIY7RALZiG6kKcmgrQP,,,보유중,,https://mtg-kr.com/cardimage/poketcgSV4K-068.png,AR,포켓몬,sv4K -「고대의 포효」,,SV4K-068,TRUE,,0
IPT7yYgLyLeRKlVcDuHG,,보스의 지령,미보유,,https://mtg-kr.com/cardimage/poketcgMC-760.png,없음,,MC - MEGA「스타트 덱 100 배틀컬렉션」,,MC-760,TRUE,,0
IPghHFsmAYwydpeoFLb0,145,가라르 썬더 V,보유중,,https://mtg-kr.com/cardimage/poketcgS8b-237.png,CSR,포켓몬,s8b -「VMAX 클라이맥스」,,S8b-237,,한국,0
IQUxRzzoZ53JhDAzgMHM,,,미보유,,https://mtg-kr.com/cardimage/poketcgSM8b-241.png,SSR,,sm8b -「울트라샤이니」,,SM8b-241,TRUE,,0
IQdIQkQNJeJ8kgVeGcqz,,파쪼옥,보유중,,https://mtg-kr.com/cardimage/poketcgSV7-108.png,AR,포켓몬,sv7 -「스텔라미라클」,,SV7-108,TRUE,,0
IRsmQWTLtc4hrTxkYlqy,,철화구야 GX,,,https://mtg-kr.com/cardimage/poketcgSM9b-060.png,SR,,sm9b -「풀메탈월」,,SM9b-060,,,0
IT2B2gNgDnoSkSBvsfBF,,주즈베&담죽맨,,,https://mtg-kr.com/cardimage/poketcgSM12a-200.png,SR,,sm12a -「TAG TEAM GX 태그올스타즈」,,SM12a-200,,,0
IUgNO8WC7JwVdJDL6dRR,,돈크로우 V,보유중,,https://mtg-kr.com/cardimage/poketcgS9-109.png,SR,,s9 -「스타버스」,,S9-109,TRUE,,0
IW4WdaaJoWfciWoNcEwX,,,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_142.png,AR,포켓몬,sv11W -「화이트플레어」,,SV11W-142,TRUE,,0
IW8eWYRLpwPgfYipgjOi,,,보유중,,https://mtg-kr.com/cardimage/poketcgSV7-105.png,AR,포켓몬,sv7 -「스텔라미라클」,,SV7-105,TRUE,,0
IY3Q8ZnPSTDGY2QjSCGO,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV4K-084.png,SR,,sv4K -「고대의 포효」,,SV4K-084,TRUE,,0
IaCVb2kBV5CiL9H2LVXH,,아크로마의 실험,보유중,,https://mtg-kr.com/cardimage/poketcgS12a-238.png,SAR,서포트,s12a -「VSTAR 유니버스」,,S12a-238,TRUE,,0
IbI6ufU3YaCetkK6MPo1,,불비달마,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_099.png,AR,포켓몬,sv11B -「블랙볼트」,,SV11B-099,TRUE,,0
Id6mYljK3MT5hFvkO03a,,팽도리,보유중,,https://mtg-kr.com/cardimage/poketcgSM11b-052.png,CHR,포켓몬,sm11b -「드림리그」,[object Object],SM11b-052,TRUE,일본,0
Id9g5HZFfkd02DHP04Vj,,칠리,미보유,,https://mtg-kr.com/cardimage/poketcgSV3a-088.png,SAR,,sv3a -「레이징서프」,,SV3a-088,TRUE,,0
IdE0HagoEJsR4Lw4ir9I,,네르케,보유중,,https://mtg-kr.com/cardimage/poketcgSV4a-342.png,SR,서포트,sv4a -「샤이니트레저 ex」,,SV4a-342,TRUE,,0
Ie6XSEZhdsGsH3DM0mDC,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV1a-088.png,SR,,sv1a -「트리플렛비트」,,SV1a-088,TRUE,,0
IeKfWsrNWMEEqPh5K86y,,,미보유,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_079.png,SR,,sv4M -「미래의 일섬」,,SV4M-079,TRUE,,0
IewhjlSf64xfMEufqHjR,,,보유중,,https://mtg-kr.com/cardimage/poketcgSV10-100.png,AR,포켓몬,sv10 -「로켓단의 영광」,,SV10-100,TRUE,,0
IlFGQisxZVmCjY6GCNjR,,염뉴트 ex,미보유,,https://mtg-kr.com/cardimage/poketcgM3-094.png,SR,포켓몬,m3 -「니힐제로」,,M3-094,,,0
IlfWxcUYKQEFzsDocpzC,,,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_152.png,AR,포켓몬,sv11B -「블랙볼트」,,SV11B-152,TRUE,,0
In3ievSJB5uYOSfraQdS,923,빠르모트,보유중,,https://mtg-kr.com/cardimage/poketcgSV1V-085.png,AR,포켓몬,sv1V -「바이올렛 ex」,,SV1V-085,TRUE,,0
IoJJYF479vcH4HV7MFvj,,메가입치트 ex,미보유,,https://mtg-kr.com/cardimage/poketcgM1L-080.png,SR,포켓몬,m1L -「메가 브레이브」,,M1L-080,TRUE,,0
ItYRczgoRL3LbV569Dqv,,,미보유,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM10B/SM10B_055.png,SR,포켓몬,sm10b -「스카이레전드」,,SM10b-055,,,0
IuTWWw7rpqYItsAnMpCv,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV5a-084.png,SR,,sv5a -「크림슨헤이즈」,,SV5a-084,TRUE,,0
IulsFPirEBmw9Tuz7ZhB,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV2a-209.png,UR,,sv2a -「포켓몬 카드 151」,,SV2a-209,TRUE,,0
Iyx0AnWz4ymOSj9YDvBR,,,미보유,,https://mtg-kr.com/cardimage/poketcgSM8b-220.png,SSR,,sm8b -「울트라샤이니」,,SM8b-220,TRUE,,0
IzBtwN9rqgHoQIGAhPfM,,,미보유,,https://mtg-kr.com/cardimage/poketcgS10a-098.png,,,s10a -「다크판타스마」,,S10a-098,TRUE,,0
IzPjcDMAFn1baKR2RHb3,,음뱃,보유중,,https://mtg-kr.com/cardimage/poketcgSV9-111.png,AR,포켓몬,sv9 -「배틀파트너즈」,,SV9-111,TRUE,,0
J2ti7LYByv3lQI1Pbb4l,,과미드라 ex,미보유,,https://mtg-kr.com/cardimage/poketcgSV7-127.png,SAR,포켓몬,sv7 -「스텔라미라클」,,SV7-127,,,0
J4FC4wHQYAjJAErjshlr,,,미보유,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_165.png,SR,,sv11W -「화이트플레어」,,SV11W-165,TRUE,,0
J9f2TpISl2QssMnXUeKz,,마임맨,보유중,,https://mtg-kr.com/cardimage/poketcgSV2a-179.png,AR,포켓몬,sv2a -「포켓몬 카드 151」,,SV2a-179,TRUE,,0
JCtz5SBU1LCSyVDCfxdp,,포푸니라,미보유,,https://mtg-kr.com/cardimage/poketcgSM11b-051.png,CHR,포켓몬,sm11b -「드림리그」,,SM11b-051,TRUE,,0
JEy3TMOuurpvwKvuzHOz,,다크라이 GX,미보유,,https://mtg-kr.com/cardimage/poketcgSM8b-230.png,SSR,,sm8b -「울트라샤이니」,,SM8b-230,TRUE,,0
JIesNPgqL2l94orbJAql,,,미보유,,https://mtg-kr.com/cardimage/poketcgSM8b-242.png,SSR,,sm8b -「울트라샤이니」,,SM8b-242,TRUE,,0
JRIIn9MNxbQ9qr7ji3oB,,,미보유,,https://mtg-kr.com/cardimage/poketcgS9a-093.png,UR,,s9a -「배틀리전」,,S9a-093,TRUE,,0
JRoqfCdQjep8ifq9xDCr,,악어리,미보유,,https://mtg-kr.com/cardimage/poketcgSM11b-053.png,CHR,포켓몬,sm11b -「드림리그」,,SM11b-053,TRUE,,0
JRu04ruJcX364R33RGMZ,6,메가리자몽X ex,미보유,,https://mtg-kr.com/cardimage/poketcgM2-110.png,SAR,포켓몬,m2 -「인페르노X」,,M2-110,TRUE,한국,0
JTFjVzosQtZH8FXkEEf1,,다크펫 GX,미보유,,https://mtg-kr.com/cardimage/poketcgSM8b-221.png,SSR,,sm8b -「울트라샤이니」,,SM8b-221,TRUE,,0
JVOWccsIscqVbDU9kVw7,,,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_146.png,AR,포켓몬,sv11W -「화이트플레어」,,SV11W-146,TRUE,,0
JffH1qSl1FM1Nmm4jUtr,,네모,미보유,,https://mtg-kr.com/cardimage/poketcgSV4a-343.png,SR,서포트,sv4a -「샤이니트레저 ex」,,SV4a-343,TRUE,,0
JiDcWpUursNojKBhRvJw,,,미보유,,https://mtg-kr.com/cardimage/poketcgS10P-077.png,SR,서포트,s10P -「스페이스 저글러」,,S10P-077,TRUE,,0
JngqQ6nHyJWOHGiJ4y6t,,,미보유,,https://mtg-kr.com/cardimage/poketcgSM8b-159.png,SR,,sm8b -「울트라샤이니」,,SM8b-159,TRUE,,0
JwIN2xGWnYICehtPSO0E,,빛나,보유중,,https://mtg-kr.com/cardimage/poketcgM2-107.png,SR,서포트,m2 -「인페르노X」,,M2-107,TRUE,일본,0
K12GpxPfBy2EE6TO5BR3,,,,,https://mtg-kr.com/cardimage/poketcgS7D-077.png,SR,,s7D -「마천퍼펙트」,,S7D-077,,,0
K3Umcczwje4T9ShYDOTz,700,님피아 V,보유중,,https://mtg-kr.com/cardimage/poketcgS6a-083.png,SR,포켓몬,s6a -「이브이 히어로즈」,,S6a-083,,,0
K6DUWwaUNQRoAG3TjXaS,,,미보유,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_089.png,SR,,sv5K -「와일드포스」,,SV5K-089,TRUE,,0
K7q2L0EEvXKH70wVPrru,,,미보유,,https://mtg-kr.com/cardimage/poketcgS10a-093.png,,,s10a -「다크판타스마」,,S10a-093,TRUE,,0
K8dSKOlYSonk4OMiTqP1,,,미보유,,https://mtg-kr.com/cardimage/poketcgM3-103.png,SR,,m3 -「니힐제로」,,M3-103,,,0
K948JYszbiceBN53rEhE,,알로라 닥트리오,보유중,,https://mtg-kr.com/cardimage/poketcgSV8-116.png,AR,포켓몬,sv8 -「초전브레이커」,,SV8-116,TRUE,,0
K94OeXdomwb72Q0vQWPo,,,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_079.png,AR,포켓몬,sv5K -「와일드포스」,,SV5K-079,TRUE,,0
KCdXHC99ReSUVcI4J5T8,,딱정곤,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_094.png,AR,포켓몬,sv11B -「블랙볼트」,,SV11B-094,,,0
KE3EIC0FB7eS2DI38lDI,,주혜,미보유,,https://mtg-kr.com/cardimage/poketcgS12a-242.png,SAR,서포트,s12a -「VSTAR 유니버스」,,S12a-242,TRUE,,0
KH9UsdVM1l5qcl0U1Kxh,,로켓단의 니드킹 ex,미보유,,https://mtg-kr.com/cardimage/poketcgSV10-126.png,SAR,포켓몬,sv10 -「로켓단의 영광」,,SV10-126,TRUE,,0
KKClCa374GWWN7NICyUX,,오거폰 주춧돌의 가면 ex,미보유,,https://mtg-kr.com/cardimage/poketcgSV8a-216.png,SAR,포켓몬,sv8a -「테라스탈 페스타 ex」,,SV8a-216,,,0
KKpBNyaqAOW2yxsXvcQa,,,미보유,,https://mtg-kr.com/cardimage/poketcgSM8b-227.png,SSR,,sm8b -「울트라샤이니」,,SM8b-227,TRUE,,0
KMr4coQHT4vnYDjHwvZM,,브리두라스 ex,미보유,,https://mtg-kr.com/cardimage/poketcgSV7a-088.png,SAR,포켓몬,sv7a -「낙원드래고나」,,SV7a-088,,,0
KNdy6uPpTH3edvkEkgXR,,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/XY/CP3/CP3_024.png,,,CP3 - 「XY BREAK 확장팩 포켓심쿵 컬렉션」,,CP3-024,,,0
KOAHZokISf3AKCkUWHnc,,굽이치는물결 ex,미보유,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_094.png,SAR,포켓몬,sv5K -「와일드포스」,,SV5K-094,,,0
KRQh8EBHDkVL9ZPljcNh,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV4K-095.png,UR,,sv4K -「고대의 포효」,,SV4K-095,TRUE,,0
KRi3dEA88gYqYoAfLRDK,,오르티가,미보유,,https://mtg-kr.com/cardimage/poketcgSV8a-192.png,SR,,sv8a -「테라스탈 페스타 ex」,,SV8a-192,TRUE,,0
KTOY6UHE9WuePM72vCIT,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV6a-081.png,SR,,sv6a -「나이트원더러」,,SV6a-081,TRUE,,0
KUQmawLxjLrl3OscCYho,,무쇠바퀴 ex,미보유,,https://mtg-kr.com/cardimage/poketcgSV1V-103.png,SAR,포켓몬,sv1V -「바이올렛 ex」,,SV1V-103,TRUE,,0
