raw_database_id,series,type,status,isLegacy,imageUrl,pokedexNumber,rarity,createdAt,cardNumber,price,possessions,cardName
CXwbBeCFjfBK72JoN0q9,m1L -「메가 브레이브」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgM1L-071.png,,AR,,M1L-071,0,,
CZdeQHTQu0QKYQ0ixPc9,m1S -「메가 심포니아」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgM1S-069.png,,AR,,M1S-069,0,,
CciZGhtVQMEEl8ul1Aem,sv8a -「테라스탈 페스타 ex」,포켓몬,보유중,,https://mtg-kr.com/cardimage/poketcgSV8a-211.png,,SAR,,SV8a-211,0,,에브이 ex
CfJw4koOEXExy2o9A9Ia,sv3 - 「흑염의 지배자」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_120.png,,AR,,SV3-120,0,,
CjoQKgRwsyIj6rxNgf0G,sv5K -「와일드포스」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_082.png,,AR,,SV5K-082,0,,
ConP0JUOGAASFFyaX3Dr,sv8 -「초전브레이커」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_126.png,,SR,,SV8-126,0,,
CzqfWmuFRID9aknFSmSc,sv6a -「나이트원더러」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_075.png,,AR,,SV6a-075,0,,
D0BjYf3KY6pnHwj9ot5F,sv4M -「미래의 일섬」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_077.png,,AR,,SV4M-077,0,,
D3i3U2RBM89lhIfjO6B2,s8b -「VMAX 클라이맥스」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgS8b-204.png,,CHR,,S8b-204,0,,
D5LaDnxWbpUbVPEgbOph,sv8a -「테라스탈 페스타 ex」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_191.png,,SR,,SV8a-191,0,,비파
D5YU4PBhwsCQnCvoZVWC,s12a -「VSTAR 유니버스」,포켓몬,보유중,,https://mtg-kr.com/cardimage/poketcgS12a-181.png,849,AR,,S12a-181,0,,스트린더
D5jas0sa3yWtWfHRJNBh,s11 -「로스트어비스」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS11-118.png,,HR,,S11-118,0,,
D7sEcrpdwGYgmuTn13RT,m2a -「메가드림」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgM2a-196.png,,AR,,M2a-196,0,,
D8v40BlyIW99Dn1RvlbZ,sm8b -「울트라샤이니」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_175.png,,S,,SM8b-175,0,,
D9BbsQ9roWOHbbdwwhlC,sv6a -「나이트원더러」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgSV6a-068.png,,AR,,SV6a-068,0,,해골몽
D9hGmTZSDtMBpH4NiJOt,sv8a -「테라스탈 페스타 ex」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_231.png,,SAR,,SV8a-231,0,,타로
DEl0290bCv2pzUhOZ4HF,sv9 -「배틀파트너즈」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_132.png,,UR,,SV9-132,0,,
DHMvUWyWEPhV93ToUkKo,s12a -「VSTAR 유니버스」,서포트,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgS12a-243.png,,SAR,,S12a-243,0,,찬석
DOkNogKnlbdyPa1fNAm5,sm10b -「스카이레전드」,포켓몬,미보유,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM10B/SM10B_058.png,,SR,,SM10b-058,0,,
DYG0LWfVoUwo1S7gnpUj,s11a -「백열의 아르카나」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS11a-088.png,,HR,,S11a-088,0,,
Dc1NoBUmRbqxfgO48fdv,sv5a -「크림슨헤이즈」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_085.png,,SR,,SV5a-085,0,,
DcLaJ0m4mpwxmtgYCffr,sv2P -「스노해저드」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgSV2P-076.png,,AR,,SV2P-076,0,,드니꽁
DkbcBpJOMZp3SefxcmCf,sm6b -「챔피언로드」,포켓몬,미보유,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6B/SM6B_056.png,,SR,,SM6b-056,0,,
DncelU1cPUWkdn01jBsa,sv6 -「변환의 가면」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_102.png,,AR,,SV6-102,0,,
DnfuA45V47Sdlzj8NCtR,sv11B -「블랙볼트」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_139.png,,AR,,SV11B-139,0,,
DnxXLiwxBfwxQQ2XPVWR,sv1S -「스칼렛 ex」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgSV1S-089.png,,AR,,SV1S-089,0,,대도각참
DnzSgurKqhtFyYeSjK1Z,sv5a -「크림슨헤이즈」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_071.png,,AR,,SV5a-071,0,,
Do8f4aLFwTy76UHLxRyt,s11a -「백열의 아르카나」,포켓몬,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS11a-084.png,,CSR,,S11a-084,0,,샤로다 V
DoMnVY2hzBoERNTrrKKD,sv6a -「나이트원더러」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_073.png,,AR,,SV6a-073,0,,
DrZdmTHZbqGk3FaymUCw,sv11B -「블랙볼트」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_127.png,,AR,,SV11B-127,0,,
DvZUd7nBvT53sqAX6OgM,sv10 -「로켓단의 영광」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_108.png,,AR,,SV10-108,0,,로켓단의 레트라
DwjKRAUDoym5GbwAJjQe,s12a -「VSTAR 유니버스」,포켓몬,보유중,,https://mtg-kr.com/cardimage/poketcgS12a-182.png,144,AR,,S12a-182,0,,가라르 프리져
E4hm9ZHKbvSsqKIWRuwm,sv9 -「배틀파트너즈」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_130.png,,UR,,SV9-130,0,,
E4myahUNRI5DuEllu380,m1S -「메가 심포니아」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgM1S-071.png,,AR,,M1S-071,0,,
E5arM3GgWiUn5VpW6BgK,sv11B -「블랙볼트」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_120.png,,AR,,SV11B-120,0,,
E5eS7QWBV2k4zzE0k2R2,sv2a -「포켓몬 카드 151」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgSV2a-171.png,8,AR,,SV2a-171,0,,어니부기
ECb1yJxd3WNldGJKCBEp,sv6 -「변환의 가면」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_112.png,,AR,,SV6-112,0,,
EDrfovFsQTNAl6Lfme9u,m1L -「메가 브레이브」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgM1L-074.png,,AR,,M1L-074,0,,
EFXBKBsD0c2R0Ge4mhYN,sv11W -「화이트플레어」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_128.png,,AR,,SV11W-128,0,,
EFgu7SrARJnVtKksU3Rw,s8b -「VMAX 클라이맥스」,포켓몬,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS8b-235.png,,CSR,,S8b-235,0,,흑마 버드렉스 V
EJa2VrrReiXa04scumEv,sv10 -「로켓단의 영광」,포켓몬,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_124.png,,SAR,,SV10-124,0,,로켓단의 파이어 ex
ELJPrAu6cYxOqtZzIoTF,sm8b -「울트라샤이니」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_181.png,,S,,SM8b-181,0,,
EP2blXamqN9ZfyjCMS0n,sv11B -「블랙볼트」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_146.png,,AR,,SV11B-146,0,,
EP5knUifrPfAyc1zdJfY,sv2P -「스노해저드」,서포트,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_091.png,,SAR,,SV2P-091,0,,피나
ES1uV0GMb9gH4GqRyVqQ,s11 -「로스트어비스」,포켓몬,등급카드,,https://mtg-kr.com/cardimage/poketcgS11-125.png,487,UR,,S11-125,0,,기라티나 Vstar
ESRVZxAdPhcpjeq2HRiz,,,보유중,TRUE,,,A,,,0,,빛나는 뮤
ET7L81OGzMebpFVneqr7,sv5K -「와일드포스」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_091.png,,SR,,SV5K-091,0,,
EVBSGd1hBlCMrMmrQJPg,sv2D -「클레이버스트」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_092.png,,SAR,,SV2D-092,0,,위유이 ex
EZUESl8NqdjGTTNh7Aoc,PROMO,포켓몬,보유중,,https://mtg-kr.com/cardimage/poketcgSV-P-126.png,25,PROMO,,SV-P-126,0,,피카츄
EZtJX6QhBbnZ9gcuMz7S,s8b -「VMAX 클라이맥스」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgS8b-210.png,,CHR,,S8b-210,0,,이브이
EgcLOsTVeK4xTxWGk67A,sm11a -「리믹스바우트」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11A/SM11A_067.png,,SR,,SM11a-067,0,,
Eha2qmhdyrpKVjG2AiWU,s8b -「VMAX 클라이맥스」,서포트,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS8b-264.png,,SR,,S8b-264,0,,박사의 연구
EiwFtF5STAH0keBrrJS3,sv11W -「화이트플레어」,포켓몬,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_147.png,,AR,,SV11W-147,0,,기기어르
Ej7S9HNErx0iBtXLXEfU,sm11b -「드림리그」,포켓몬,미보유,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_057.png,,CHR,,SM11b-057,0,,엘레이드
EjQ4va1jo3BEb6aeS844,s10P -「스페이스 저글러」,포켓몬,미보유,,https://mtg-kr.com/cardimage/poketcgS10P-086.png,,UR,,S10P-086,0,,
ElsASKgd622ce6opcUyU,sv4M -「미래의 일섬」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_094.png,,UR,,SV4M-094,0,,
Ep6wbQdCVbBH4ChYeYPp,sv11W -「화이트플레어」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_103.png,,AR,,SV11W-103,0,,
EqER0SU2BqsLJQIeMvC9,sv11W -「화이트플레어」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_132.png,,AR,,SV11W-132,0,,비조도
EruTWZvjOHtdg9DnVYQv,s9a -「배틀리전」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS9a-091.png,,UR,,S9a-091,0,,
EsLfB0qcmEaWbdJzSCSm,sv4M -「미래의 일섬」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_068.png,,AR,,SV4M-068,0,,
EvvVToemucc8CGZFXGo4,sv6a -「나이트원더러」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_076.png,,AR,,SV6a-076,0,,
Ewy6U6SBlYiZ2kj0CPrS,m2a -「메가드림」,포켓몬,미보유,,https://mtg-kr.com/cardimage/poketcgM2a-226.png,282,MA,,M2a-226,0,,메가가디안 ex
Exft0E6RX16N9swNky7f,s6a -「이브이 히어로즈」,포켓몬,등급카드,,%EA+B635:I635+J637,700,HR,,S6a-093,0,,님피아 Vmax
EyoD7YPHaEMx7ClJ6GZf,sv7a -「낙원드래고나」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7A/SV7A_084.png,,SR,,SV7a-084,0,,
F1iciSFuSaYTmDgw8fUI,sm8b -「울트라샤이니」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_166.png,,S,,SM8b-166,0,,
F6QNMDQffB7KofWxXzrO,m1L -「메가 브레이브」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgM1L-091.png,,SAR,,M1L-091,0,,마티스의 거래
F7DVsNBhq0pXbQGEswF8,sv8 -「초전브레이커」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_129.png,,SR,,SV8-129,0,,시트론의 재치
F7v8X8L8fPw1fxE4whOQ,sv7 -「스텔라미라클」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_110.png,,AR,,SV7-110,0,,
F82YA549tgIMxwPEejBq,sv9a -「열풍의 아레나」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_064.png,,AR,,SV9a-064,0,,
FB3d8D9qn6XwdQINk6Vu,s12a -「VSTAR 유니버스」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS12a-231.png,,SAR,,S12a-231,0,,후파 V
FD5wbSJrL51kD1VnlFMq,sv5a -「크림슨헤이즈」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_072.png,,AR,,SV5a-072,0,,
FHCbI6dtbNNrHnJHpW18,sv2P -「스노해저드」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_097.png,,UR,,SV2P-097,0,,
FIgBA61tUe0bWei2wLOV,m2a -「메가드림」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgM2a-216.png,,SR,,M2a-216,0,,
FJ0yL2l5AOp9lek6dy1Y,PROMO,포켓몬,등급카드,TRUE,,,PROMO,,,0,,유나가바 부스터
FOmLKoAFpkEa658sQHvG,svOM -「마리의 모르페코&오롱털 ex」,,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgSVOM-020.png,,기타 AR,,SVOM-020,0,,마리의 모르페코
FS5G7d8tDRP1ulHC499w,sv5K -「와일드포스」,포켓몬,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_086.png,,SR,,SV5K-086,0,,굽이치는물결 ex
FStAirMiHIPsiWiNZf8D,s12a -「VSTAR 유니버스」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS12a-251.png,,SR,,S12a-251,0,,
FTeg1MMcyfZhqoxBTm5h,s10P -「스페이스 저글러」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS10P-074.png,,SR,,S10P-074,0,,
FX1fxtbwg6Ld4LgMTl64,sm6a -「드래곤스톰」,포켓몬,미보유,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6A/SM6A_054.png,,SR,,SM6a-054,0,,
FZJPTZO5KRhBUyYhvpwH,s8b -「VMAX 클라이맥스」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgS8b-218.png,,CSR,,S8b-218,0,,다태우지네 V
FdfLMnwyYiEhZwx7YBJN,sv9a -「열풍의 아레나」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_088.png,,SAR,,SV9a-088,0,,페퍼의 마피티프 ex
Fi2swINqYC6L4Z44vVql,sv5M -「사이버저지」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_075.png,,AR,,SV5M-075,0,,
FnftXkwZ1hh0AvfJniLX,sv1V -「바이올렛 ex」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_105.png,,SAR,,SV1V-105,0,,페퍼
FoG0CQDmVWZaY4HnaTQo,m1S -「메가 심포니아」,포켓몬,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgM1S-087.png,282,SAR,,M1S-087,0,,메가가디안 ex
FsLfsvX5xTIMBZGoXSre,s10a -「다크판타스마」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS10a-086.png,,,,S10a-086,0,,
FstejO7Pwfym7TkydEzq,s12a -「VSTAR 유니버스」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS12a-254.png,,SR,,S12a-254,0,,
FurpB21sobfnLmPgGQ2n,s10P -「스페이스 저글러」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS10P-068.png,,SR,,S10P-068,0,,
FzIN3B3Ko9qFMjIPNfq8,s8b -「VMAX 클라이맥스」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgS8b-187.png,,CHR,,S8b-187,0,,리자몽
G6yGptaDE3oyFsIkOGpp,sv4M -「미래의 일섬」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_069.png,,AR,,SV4M-069,0,,
G88QtinYEmg6Rw3BsP3X,sv1V -「바이올렛 ex」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgSV1V-087.png,,AR,,SV1V-087,0,,
GF82jLqOF5X1pNuq1U1W,sv5K -「와일드포스」,포켓몬,미보유,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_095.png,,SAR,,SV5K-095,0,,날뛰는우레 ex
GH6UhobCHjdyPDLnqSnJ,sm11a -「리믹스바우트」,포켓몬,보유중,,https://mtg-kr.com/cardimage/poketcgSM11a-069.png,,SR,,SM11a-069,0,,거북왕&팽도리 GX
GHv1zbzmruJt2seGe7NH,sv11B -「블랙볼트」,포켓몬,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_172.png,,SAR,,SV11B-172,0,,게노세크트 ex
GLEMHFmeNy1iPYJ4yyeY,sv9a -「열풍의 아레나」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgSV9a-071.png,,AR,,SV9a-071,0,,이슬의 고라파덕
GPSE32NtPdlxXCCsOMSQ,s12a -「VSTAR 유니버스」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS12a-210.png,,SAR,,S12a-210,0,,리피아 Vstar
GQWUAJATkq44a7156wRW,m2a -「메가드림」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgM2a-240.png,,SAR,,M2a-240,0,,메가팬텀 ex
GR3kggcgJd41Vt53zYc5,sv4K -「고대의 포효」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_072.png,,AR,,SV4K-072,0,,
GTnzNCTwnTuqygFSIKrf,m2 -「인페르노X」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgM2-088.png,,AR,,M2-088,0,,
GTvQAf2FtdOBO9dEAHi5,sv10 -「로켓단의 영광」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_099.png,,AR,,SV10-099,0,,
GYjajBwhZrXsQg1zRpWj,m2a -「메가드림」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgM2a-205.png,,AR,,M2a-205,0,,
GaEpaUP6rYjGHbhYJC7Y,sv11W -「화이트플레어」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_150.png,,AR,,SV11W-150,0,,
GaQtinkJvUmKjElbIpNc,sv5M -「사이버저지」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_091.png,,SR,,SV5M-091,0,,
GfBgy2TIiQ27dTyzINWX,sv5K -「와일드포스」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_072.png,,AR,,SV5K-072,0,,
GfXwTfKLTKUEeCc4iCUN,s9 -「스타버스」,서포트,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS9-113.png,,SR,,S9-113,0,,난천의 패기
GkJ6bNpU2yCV2aBTULL0,sv2D -「클레이버스트」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_087.png,,SR,,SV2D-087,0,,
GnNQPIcvVO2yNkvyu07z,sv5M -「사이버저지」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_081.png,,AR,,SV5M-081,0,,
GoyzTGbLjxHOLfCnyOpI,s10a -「다크판타스마」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS10a-095.png,,,,S10a-095,0,,
GpBEUR4B9Jle71DHGzuR,s8b -「VMAX 클라이맥스」,포켓몬,보유중,,https://mtg-kr.com/cardimage/poketcgS8b-234.png,778,CSR,,S8b-234,0,,따라큐 Vmax
GpMZ2MMk5DbveN128SMu,sv1a -「트리플렛비트」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_087.png,,SR,,SV1a-087,0,,
Gql0r1aQmUlnXkZCKYt7,m2 -「인페르노X」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgM2-092.png,,AR,,M2-092,0,,
Gy4qwjHXAvjgql8DGOIV,s12a -「VSTAR 유니버스」,,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgS12a-223.png,,SAR,,S12a-223,0,,테오키스 Vstar
H2jZGr2khSD6ygAd39vw,sv2D -「클레이버스트」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_075.png,,AR,,SV2D-075,0,,
H5AxWtJviyGSnkQ9LLI2,s7R -「창공스트림」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS7r-072.png,,SR,,S7r-072,0,,요가램 V
H8VSMBuEi7SWnAQwae2N,sv8a -「테라스탈 페스타 ex」,포켓몬,미보유,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_218.png,,SAR,,SV8a-218,0,,고동치는달 ex
H9ZlBjSRhv2OBjIRTYzw,sv9a -「열풍의 아레나」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_079.png,,SR,,SV9a-079,0,,
HAng9n1dzDYU4g0DnwDJ,sv2D -「클레이버스트」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgSV2D-077.png,,AR,,SV2D-077,0,,벼리짱
HBB4nXLk5AozrY3GUh9M,s7R -「창공스트림」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS7r-077.png,,SR,,S7r-077,0,,사나
HE0masPaip0ahjNW9e82,s8b -「VMAX 클라이맥스」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgS8b-191.png,,CHR,,S8b-191,0,,
HGUuqeHeoVF53QM4szAF,sv8a -「테라스탈 페스타 ex」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_234.png,,UR,,SV8a-234,0,,
HHBgLPIyv1o1btOpTEtp,s11a -「백열의 아르카나」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS11a-083.png,,SR,,S11a-083,0,,윤진
HLLmV8mEpbwqjupjlIF6,s10a -「다크판타스마」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS10a-078.png,,,,S10a-078,0,,
HN2RekHnTcFzqLXKCFCy,sv11B -「블랙볼트」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_096.png,,AR,,SV11B-096,0,,뽀록나
HQ1nbqY6zUd91fBx7dNn,m1S -「메가 심포니아」,포켓몬,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgM1S-089.png,,SAR,,M1S-089,0,,메가캥카 ex
HQoaSqhrempyMpSLaku4,sv11W -「화이트플레어」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_129.png,,AR,,SV11W-129,0,,아켄
HQrKNbxAWtPKqrQxDf6v,sv10 -「로켓단의 영광」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_103.png,,AR,,SV10-103,0,,
HRAXH15A2vkid59VpSXQ,sv2P -「스노해저드」,포켓몬,보유중,,https://mtg-kr.com/cardimage/poketcgSV2P-081.png,,AR,,SV2P-081,0,,꿈트렁
HVcOliIy8pQuEtJSGRbW,sv2D -「클레이버스트」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_085.png,,SR,,SV2D-085,0,,
HVkY7U6urmiEwVjprsBc,sv2a -「포켓몬 카드 151」,포켓몬,보유중,,https://mtg-kr.com/cardimage/poketcgSV2a-175.png,54,AR,,SV2a-175,0,,고라파덕
HWu0YQqQ6y1KA4PQ59y3,sm11b -「드림리그」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_067.png,,SR,,SM11b-067,0,,릴리에의 전력
HYTOny9pvcykIVupANs4,sv7a -「낙원드래고나」,,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7A/SV7A_089.png,,SAR,,SV7a-089,0,,알로라 나시 ex
HZXLRxDYu10Yu8tt3ir5,m2 -「인페르노X」,포켓몬,미보유,TRUE,https://k-tcgpanda.com/cardimg/M/M2/%EB%A9%94%EA%B0%80%20%EB%A6%AC%EC%9E%90%EB%AA%BDX%20ex_M2_116_KOR.png,6,MUR,,M2-116,0,,메가리자몽X ex
HcMW0xH1qGBWOhsmJ5kr,sv4K -「고대의 포효」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_075.png,,AR,,SV4K-075,0,,
HgIjzCqizIAhqsObbYhH,s11 -「로스트어비스」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS11-107.png,,SR,,S11-107,0,,
HhNP4v1g7H1QjaMNfuqC,sv2D -「클레이버스트」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_073.png,,AR,,SV2D-073,0,,
HiLz4n6IbMpriRklvHLy,sv5K -「와일드포스」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_098.png,,UR,,SV5K-098,0,,
Hr0TkWetCHW0kV0Z2tkd,sv9a -「열풍의 아레나」,,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_077.png,,SR,,SV9a-077,0,,
