raw_database_id,isLegacy,pokedexNumber,type,series,imageUrl,cardName,status,cardNumber,price,보유 여부,rarity,displayOrder
fYEuwfNfmOkAIshoMsci,true,,,svOM -「마리의 모르페코&오롱털 ex」,https://mtg-kr.com/cardimage/poketcgSVOM-020.png,마리의 모르페코,보유중,SVOM-020,0,,기타 AR,500
m6AyYHzC0q2IZCt3TgQK,true,,,m2a -「메가드림」,https://mtg-kr.com/cardimage/poketcgM2a-243.png,마리의 오롱털 ex,미보유,M2a-243,0,,SAR,501
dFKJjsZ2fkft5cUvRSx6,true,,,sv2P -「스노해저드」,https://mtg-kr.com/cardimage/poketcgSV2P-073.png,마릴,보유중,SV2P-073,0,,AR,502
P7caRY2zrYcPo8oxuY8b,true,,,MC - MEGA「스타트 덱 100 배틀컬렉션」,https://mtg-kr.com/cardimage/poketcgMC-748.png,마릴,보유중,MC-748,0,,없음,503
uFAA1wVjHH23m2u6Rr30,true,,,sv7a -「낙원드래고나」,https://mtg-kr.com/cardimage/poketcgSV7a-066.png,마셰이드,보유중,SV7a-066,0,,AR,504
hnowdQpXbnQTQwHP3frK,true,,,sv1a -「트리플렛비트」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_096.png,마스카나 ex,보유중,SV1a-096,0,,SAR,505
2FLEu6VDMz7E2lWjtBXm,true,,,sv3a -「레이징서프」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_066.png,마이농,보유중,SV3a-066,0,,AR,506
4f2lUWWY3db2VBKJhn5X,true,,,sv2a -「포켓몬 카드 151」,https://mtg-kr.com/cardimage/poketcgSV2a-179.png,마임맨,보유중,SV2a-179,0,,AR,507
zVKESSLYejl6vWxaeLYm,true,,,m1L -「메가 브레이브」,https://mtg-kr.com/cardimage/poketcgM1L-091.png,마티스의 거래,미보유,M1L-091,0,,SAR,508
BRBq8C1zkdctdR8sJRx5,true,,,s7R -「창공스트림」,https://mtg-kr.com/cardimage/poketcgS7r-074.png,망나뇽 V,미보유,S7r-074,0,,SR,509
eyKBktmYP4catEI9i3b9,true,,,sv3a -「레이징서프」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_081.png,망초,보유중,SV3a-081,0,,SR,510
pGjZYyrBkAbRhPczpk1t,true,,,sv4K -「고대의 포효」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_091.png,멜로코,미보유,SV4K-091,0,,SAR,511
5kavEBiuIpVGfUu1Qg4q,true,703,,MC - MEGA「스타트 덱 100 배틀컬렉션」,https://mtg-kr.com/cardimage/poketcgMC-752.png,멜리시,미보유,MC-752,0,,기타 AR,512
94hlLXRptDEB3F154odb,true,,,sm11b -「드림리그」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_068.png,명희,미보유,SM11b-068,0,,SR,513
naF6gSWxqivCs4v8VMmh,true,,,sv1S -「스칼렛 ex」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1S/SV1S_104.png,모란,미보유,SV1S-104,0,,SAR,514
okPj3rzq5nHHOax5I26S,true,,,sv2D -「클레이버스트」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_090.png,모야모,미보유,SV2D-090,0,,SR,515
WjKGQMGMaSJFu20MeUjg,true,,,sv9 -「배틀파트너즈」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_125.png,모야모의 찌리배리 ex,미보유,SV9-125,0,,SAR,516
rGncPhA9Szk8BmQHoaxw,true,,,m2a -「메가드림」,https://mtg-kr.com/cardimage/poketcgM2a-236.png,모야모의 찌리배리 ex,보유중,M2a-236,0,,SAR,517
wpwTHgHts4qqbLGYD2wO,true,,,sv9 -「배틀파트너즈」,https://mtg-kr.com/cardimage/poketcgSV9-104.png,모야모의 찌리비크,보유중,SV9-104,0,,AR,518
cIZcj5uP1LKtNYBsz7V0,true,,,sv3a -「레이징서프」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_068.png,모으령,보유중,SV3a-068,0,,AR,519
JBESdu8g3LlFbiGno2OH,true,,,sm11b -「드림리그」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_059.png,몰드류,미보유,SM11b-059,0,,CHR,520
6abJIHZOqq9GuS8KbeFJ,true,,,sv11B -「블랙볼트」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_171.png,몰드류 ex,미보유,SV11B-171,0,,SAR,521
scG71xcwQEhSG4l7cONY,true,,,sv11B -「블랙볼트」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_121.png,몽나,보유중,SV11B-121,0,,AR,522
VrOMpxV2sTMBvVtdl66V,true,,,sv1V -「바이올렛 ex」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_104.png,미모사,보유중,SV1V-104,0,,SAR,523
HOhkYZ0kWZtwVRYhdaCt,true,,,m1S -「메가 심포니아」,https://mtg-kr.com/cardimage/poketcgM1S-090.png,민진의 헤아림,미보유,M1S-090,0,,SAR,524
wjOme2nzavBtsIBSFfrv,true,,,sv2a -「포켓몬 카드 151」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_197.png,민화의 초대,미보유,SV2a-197,0,,SR,525
4IMe1xA4Y0KbD30q8ZK4,true,,,sv5M -「사이버저지」,https://mtg-kr.com/cardimage/poketcgSV5M-090.png,벨의 진심,보유중,SV5M-090,0,,SR,526
dgqehi4ot2rWvs5OoJgS,true,,,sv5M -「사이버저지」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_096.png,벨의 진심,미보유,SV5M-096,0,,SAR,527
O8gILMHrHX5TfaEwoXoE,true,,,sv2D -「클레이버스트」,https://mtg-kr.com/cardimage/poketcgSV2D-077.png,벼리짱,보유중,SV2D-077,0,,AR,528
cUpkLk98k4JCpsvAr5ME,true,,,sv9 -「배틀파트너즈」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_129.png,보만다 ex,미보유,SV9-129,0,,SAR,529
FvOVm2ff4lEOv5IIRiXw,true,,,MC - MEGA「스타트 덱 100 배틀컬렉션」,https://mtg-kr.com/cardimage/poketcgMC-760.png,보스의 지령,미보유,MC-760,0,,없음,530
8BjfTGiYRToX3X3mm8Za,true,,,sv8a -「테라스탈 페스타 ex」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_219.png,복숭악동 ex,보유중,SV8a-219,0,,SAR,531
ioT5HmjReFkCm3HKkq3b,true,,,sv6a -「나이트원더러」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_090.png,복숭악동 ex,미보유,SV6a-090,0,,SAR,532
SSKJBiS0VAXMs1OIG4Ar,true,,,sv9 -「배틀파트너즈」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_124.png,볼케니온 ex,보유중,SV9-124,0,,SAR,533
HJ2HokZNinWIUsjeLQ0m,true,,,sv3 - 「흑염의 지배자」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_135.png,부르르릉 ex,미보유,SV3-135,0,,SAR,534
zScScKbBIg7uHwVz10xv,true,,,sv3 - 「흑염의 지배자」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_117.png,부르릉,보유중,SV3-117,0,,AR,535
NE5l0KbdgptcXrGNQMqT,true,,,sv8a -「테라스탈 페스타 ex」,https://mtg-kr.com/cardimage/poketcgSV8a-202.png,부스터 ex,보유중,SV8a-202,0,,SAR,536
GDxsqDBVFuiPXreCMj4H,true,,,s9a -「배틀리전」,https://mtg-kr.com/cardimage/poketcgS9a-073.png,부우부,보유중,S9a-073,0,,CHR,537
IrcbbBdepYzBS3LNSDzi,true,,,sv11B -「블랙볼트」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_099.png,불비달마,보유중,SV11B-099,0,,AR,538
8Zv55vrS31M3ElhaK0h7,true,,,sv11B -「블랙볼트」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_100.png,불켜미,보유중,SV11B-100,0,,AR,539
6KM6kotys7QbiuNmiKnr,true,,,sv7 -「스텔라미라클」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_131.png,브라이어,미보유,SV7-131,0,,SAR,540
tWnXOhnrfkfHqjYnJyML,true,,,s12a -「VSTAR 유니버스」,https://mtg-kr.com/cardimage/poketcgS12a-204.png,비버니,보유중,S12a-204,0,,AR,541
FMCxTTE1ql9WHpfQmeSJ,true,,,s12a -「VSTAR 유니버스」,https://mtg-kr.com/cardimage/poketcgS12a-200.png,비버통,보유중,S12a-200,0,,AR,542
Adw6ec6gfbWwebX0L46t,true,,,sv7a -「낙원드래고나」,https://mtg-kr.com/cardimage/poketcgSV7a-071.png,비브라바,보유중,SV7a-071,0,,AR,543
cpjY0K53OZxFyo1QIgCX,true,,,sv8 -「초전브레이커」,https://mtg-kr.com/cardimage/poketcgSV8-107.png,비비용,보유중,SV8-107,0,,AR,544
cfpNores1dlHEgZZqTOw,true,,,sv2a -「포켓몬 카드 151」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_207.png,비주기의 카리스마,미보유,SV2a-207,0,,SAR,545
t0nbFBKfmWQyyOWHUPid,true,,,sv2a -「포켓몬 카드 151」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_198.png,비주기의 카리스마,미보유,SV2a-198,0,,SR,546
PhfWGLh3btSV7YxfuoOP,true,,,sv11B -「블랙볼트」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_097.png,비크티니,보유중,SV11B-097,0,,AR,547
3ObStGtuoeFMoskqifH1,true,,,sv8a -「테라스탈 페스타 ex」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_191.png,비파,미보유,SV8a-191,0,,SR,548
Fij67yFSD3vOakUptX7k,true,,,sv5K -「와일드포스」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_096.png,비파,미보유,SV5K-096,0,,SAR,549
5ZPmxnI1A1ds9Wxd7Mwv,true,,,sv8 -「초전브레이커」,https://mtg-kr.com/cardimage/poketcgSV8-110.png,빈티나,보유중,SV8-110,0,,AR,550
JxFxZ0PX9aGXSPj7W4m3,true,,,sv2P -「스노해저드」,https://mtg-kr.com/cardimage/poketcgSV2P-074.png,빙큐보,보유중,SV2P-074,0,,AR,551
1VMwQwk7TPy6cJUBNJwK,true,,,m2 -「인페르노X」,https://mtg-kr.com/cardimage/poketcgM2-107.png,빛나,보유중,M2-107,0,,SR,552
mJ1uwZoBN4GxAy7AF6Ro,true,,,m2 -「인페르노X」,https://mtg-kr.com/cardimage/poketcgM2-115.png,빛나,보유중,M2-115,0,,SAR,553
ntmnt5aIdh5DJLucavzI,true,,,m2 -「인페르노X」,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M2/M2_107.png,빛나,보유중,M2-107,0,,SR,554
vQHkmBux2t8Qww9hNiji,true,,,,,빛나는 뮤,보유중,,0,,A,555
De69CPdESLt6vJQ3zagz,true,,,sv1V -「바이올렛 ex」,https://mtg-kr.com/cardimage/poketcgSV1V-085.png,빠르모트,보유중,SV1V-085,0,,AR,556
Pquq3oL2ybaIY3zrA8aw,true,,,sv11B -「블랙볼트」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_096.png,뽀록나,보유중,SV11B-096,0,,AR,557
0ce4p1RW8Gxk52BI6ZLi,true,,,sv3 - 「흑염의 지배자」,https://mtg-kr.com/cardimage/poketcgSV3-130.png,뽀삐,보유중,SV3-130,0,,SR,558
bOt0aNmt9ZNG2Fn22o1o,true,,,sv3 - 「흑염의 지배자」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_137.png,뽀삐,미보유,SV3-137,0,,SAR,559
7O9Q018Hi67D2Tp4nLx8,true,,,sv3 - 「흑염의 지배자」,https://mtg-kr.com/cardimage/poketcgSV3-113.png,삐,보유중,SV3-113,0,,AR,560
gY4QJFnv4X7l0D3LSabM,true,,,s7R -「창공스트림」,https://mtg-kr.com/cardimage/poketcgS7r-077.png,사나,미보유,S7r-077,0,,SR,561
qxPnCqBnI6kkkXcmkok3,true,,,s9a -「배틀리전」,https://mtg-kr.com/cardimage/poketcgS9a-071.png,사마자르,보유중,S9a-071,0,,CHR,562
NVJVd9f3AJH7SuCNsQu6,true,,,sv8 -「초전브레이커」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_133.png,삼삼드래 ex,미보유,SV8-133,0,,SAR,563
qfrw9QWRjO3wclF3FkJz,true,,,sv11W -「화이트플레어」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_171.png,삼삼드래 ex,보유중,SV11W-171,0,,SAR,564
4XpI4YhK83V6rV3kJKBX,true,,,s11a -「백열의 아르카나」,https://mtg-kr.com/cardimage/poketcgS11a-084.png,샤로다 V,미보유,S11a-084,0,,CSR,565
ry7qo2Ibb5PqSzTt53Cn,true,,,s11a -「백열의 아르카나」,https://mtg-kr.com/cardimage/poketcgS11a-092.png,샤로다 Vstar,보유중,S11a-092,0,,UR,566
b9f2HxZYgocAV5iU0LLr,true,,,sv8a -「테라스탈 페스타 ex」,https://mtg-kr.com/cardimage/poketcgSV8a-205.png,샤미드 ex,보유중,SV8a-205,0,,SAR,567
OUpsBhn8z6F4CbyVY5lu,true,,,sv11B -「블랙볼트」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_088.png,샤비,보유중,SV11B-088,0,,AR,568
5E8oIEQ3xsNJLnwSPGSG,true,,,sv11B -「블랙볼트」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_102.png,샹델라,보유중,SV11B-102,0,,AR,569
NUVbOjZ7IzbasUJDfk26,true,,,s9a -「배틀리전」,https://mtg-kr.com/cardimage/poketcgS9a-069.png,샹델라,보유중,S9a-069,0,,CHR,570
P59tNVc4GFIgF9aewoeS,true,,,m2a -「메가드림」,https://mtg-kr.com/cardimage/poketcgM2a-247.png,서퍼,미보유,M2a-247,0,,SAR,571
m6zPrJ7xLOyVgFWkArAV,true,,,svOD -「성호의 메탕&메타그로스 ex」,https://mtg-kr.com/cardimage/poketcgSVOD-019.png,성호의 메탕,보유중,SVOD-005,0,,기타 AR,572
jigKxVG08RMtMzkZsnTy,true,,,s11a -「백열의 아르카나」,https://mtg-kr.com/cardimage/poketcgS11a-082.png,세레나,미보유,S11a-082,0,,SR,573
5XIJ29gll2eWhPqSSCU7,true,,,sv5a -「크림슨헤이즈」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_092.png,세류,미보유,SV5a-092,0,,SAR,574
cwAnzqBBBdKsiiybO9fV,true,,,sv5M -「사이버저지」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_097.png,세이지,미보유,SV5M-097,0,,SAR,575
lfc4UegY3y58ALUSGgxM,true,,,sm11b -「드림리그」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_063.png,솔가레오&루나아라 GX,미보유,SM11b-063,0,,SR,576
dqtuh7bwNAeEbE7GqLjD,true,,,sv5a -「크림슨헤이즈」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_093.png,수련의 돌봄,미보유,SV5a-093,0,,SAR,577
dkvUGi1NQObjJskaws8L,true,,,sv9a -「열풍의 아레나」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_066.png,쉐이미,보유중,SV9a-066,0,,AR,578
47Tj1j4wYGHX9i9ja1Hn,true,,,sv2a -「포켓몬 카드 151」,https://mtg-kr.com/cardimage/poketcgSV2a-176.png,슈륙챙이,보유중,SV2a-176,0,,AR,579
c6WhlOgAoTcrxJUT4YID,true,,,s12a -「VSTAR 유니버스」,https://mtg-kr.com/cardimage/poketcgS12a-215.png,스이쿤 V,보유중,S12a-215,0,,SAR,580
bMCIEtM0GWvTZ1OctTOP,true,,,s7R -「창공스트림」,https://mtg-kr.com/cardimage/poketcgS7r-078.png,스쿨보이,미보유,S7r-078,0,,SR,581
nQTJ0999tCEm5xxioVvn,true,,,sv2P -「스노해저드」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_094.png,시비꼬 ex,미보유,SV2P-094,0,,SAR,582
kyYjy5zxm0ZU5x7y3aF5,true,,,sv6 -「변환의 가면」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_129.png,시유,미보유,SV6-129,0,,SAR,583
L4bBfV8eJsgIrr4wW6O4,true,,,sv8 -「초전브레이커」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_129.png,시트론의 재치,미보유,SV8-129,0,,SR,584
U7W9WQpMGIMK5MRYXgLK,true,,,sv8 -「초전브레이커」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_135.png,시트론의 재치,미보유,SV8-135,0,,SAR,585
E92HddxvRN29613XRvAg,true,,,sv2a -「포켓몬 카드 151」,https://mtg-kr.com/cardimage/poketcgSV2a-182.png,신룡,보유중,SV2a-182,0,,AR,586
Wh5NACnmvOd2BLmswNvy,true,,,s9a -「배틀리전」,https://mtg-kr.com/cardimage/poketcgS9a-070.png,신비록,보유중,S9a-070,0,,CHR,587
66ErVrj4GmCm2KUdWulN,true,,,sm11b -「드림리그」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_065.png,실버디 GX,미보유,SM11b-065,0,,SR,588
exC7f3drA5TBc1wgUvfH,true,,,sv9a -「열풍의 아레나」,https://mtg-kr.com/cardimage/poketcgSV9a-089.png,심향의 모험,보유중,SV9a-089,0,,SAR,589
e6zCc6AGueZgTVLqYW8C,true,,,sv9a -「열풍의 아레나」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_086.png,심향의 칠색조 ex,미보유,SV9a-086,0,,SAR,590
Cu3v9dYYSfNQS1JrNyC5,true,,,sv2a -「포켓몬 카드 151」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_194.png,썬더 ex,보유중,SV2a-194,0,,SR,591
NdwmUoyIl9v04nNfaOzE,true,,,s11 -「로스트어비스」,https://mtg-kr.com/cardimage/poketcgS11-115.png,아기씨,보유중,S11-115,0,,SR,592
udyp53QLr18r3eoKcGt3,true,,,sv1a -「트리플렛비트」,https://mtg-kr.com/cardimage/poketcgSV1a-082.png,아꾸왁,보유중,SV1a-082,0,,AR,593
gVMl1ukeqz5ErfsVSGg3,true,,,sv7a -「낙원드래고나」,https://mtg-kr.com/cardimage/poketcgSV7a-065.png,아라리,보유중,SV7a-065,0,,AR,594
WWTzH3KLKz8vkr8BzFVW,true,,,s9 -「스타버스」,https://mtg-kr.com/cardimage/poketcgS9-112.png,아르세우스 V,보유중,S9-112,0,,SR,595
56fefvm6cWRkS06FuPV6,true,,,s12a -「VSTAR 유니버스」,https://mtg-kr.com/cardimage/poketcgS12a-262.png,아르세우스 Vstar,보유중,S12a-262,0,,UR,596
55MKwcTNYWeGMLKL2Cua,true,,,s8b -「VMAX 클라이맥스」,https://mtg-kr.com/cardimage/poketcgS8b-205.png,아리아도스,보유중,S8b-205,0,,CHR,597
sUBnPqlGBmDlz7KdgxKY,true,,,s8b -「VMAX 클라이맥스」,https://mtg-kr.com/cardimage/poketcgS8b-248.png,아머까오 V,보유중,S8b-248,0,,CSR,598
fLckPzpHXYLEjzyjxV5p,true,,,s8b -「VMAX 클라이맥스」,https://mtg-kr.com/cardimage/poketcgS8b-249.png,아머까오 Vmax,미보유,S8b-249,0,,CSR,599
cRs6n2jVn2HEt6lHzVjn,true,,,m1S -「메가 심포니아」,https://mtg-kr.com/cardimage/poketcgM1S-091.png,아세로라의 장난,미보유,M1S-091,0,,SAR,600
z3ZuLdp8TgVPjRsS6oJN,true,,,m2a -「메가드림」,https://mtg-kr.com/cardimage/poketcgM2a-248.png,아이리스의 투지,미보유,M2a-248,0,,SAR,601
4urSMovrslK6NI2uMZ5N,true,,,sv8 -「초전브레이커」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_130.png,아이앤트 ex,미보유,SV8-130,0,,SAR,602
Ul39XsquWDyOy3DfGHfz,true,,,sv11W -「화이트플레어」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_129.png,아켄,보유중,SV11W-129,0,,AR,603
zs1mtGtUxGd2qn9IZchF,true,,,s9a -「배틀리전」,https://mtg-kr.com/cardimage/poketcgS9a-083.png,아쿠스타 V,보유중,S9a-083,0,,CSR,604
z3ITOOgaAAXwvow7aM4k,true,,,sv1a -「트리플렛비트」,https://mtg-kr.com/cardimage/poketcgSV1a-079.png,악뜨거,보유중,SV1a-079,0,,AR,605
ktvW5tFxObXQjmNM6HhP,true,,,sm11b -「드림리그」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_053.png,악어리,미보유,SM11b-053,0,,CHR,606
sSx2Uy7akrDAbZM9FgTO,true,,,sv7a -「낙원드래고나」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7A/SV7A_089.png,알로라 나시 ex,보유중,SV7a-089,0,,SAR,607
1ZpBCzJbcCbJ3TUYYDsO,true,,,sv8 -「초전브레이커」,https://mtg-kr.com/cardimage/poketcgSV8-116.png,알로라 닥트리오,보유중,SV8-116,0,,AR,608
29P3D6eYB8QZtAEvBHOJ,true,,,sv2a -「포켓몬 카드 151」,https://mtg-kr.com/cardimage/poketcgSV2a-180.png,암나이트,보유중,SV2a-180,0,,AR,609
dpbqKn6KYfVrSY2Q4vqv,true,,,s8b -「VMAX 클라이맥스」,https://mtg-kr.com/cardimage/poketcgS8b-202.png,암멍이,보유중,S8b-202,0,,CHR,610
0uJHhVSoorOqPyrwHB19,true,,,sv11B -「블랙볼트」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_106.png,앗차키,보유중,SV11B-106,0,,AR,611
FAQFvhm9b48xyZSxQapT,true,,,sv7a -「낙원드래고나」,https://mtg-kr.com/cardimage/poketcgSV7a-074.png,애프룡,보유중,SV7a-074,0,,AR,612
oy3vY1MiSbW8klr8bi4i,true,,,s8b -「VMAX 클라이맥스」,https://mtg-kr.com/cardimage/poketcgS8b-186.png,애프룡,보유중,S8b-186,0,,CHR,613
5NABdiNgEMWezulSdT4r,true,,,s12a -「VSTAR 유니버스」,https://mtg-kr.com/cardimage/poketcgS12a-213.png,앤테이 V,보유중,S12a-213,0,,SAR,614
oRAZj0CNJ3PxtzdzZ4rf,true,,,sv11B -「블랙볼트」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_090.png,야나키,보유중,SV11B-090,0,,AR,615
GeDHTRRBqNvHQbZAlPpb,true,,,sv11B -「블랙볼트」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_089.png,야나프,보유중,SV11B-089,0,,AR,616
8tNxGXptyc1Fkw22VPN8,true,,,sv1V -「바이올렛 ex」,https://mtg-kr.com/cardimage/poketcgSV1V-082.png,야돈,보유중,SV1V-082,0,,AR,617
7T2whwDYz5Jqq4JCTLgN,true,,,sv7 -「스텔라미라클」,https://mtg-kr.com/cardimage/poketcgSV7-114.png,야부엉,보유중,SV7-114,0,,AR,618
5OZB30IgaPrdzHaUWSSF,true,8,,sv2a -「포켓몬 카드 151」,https://mtg-kr.com/cardimage/poketcgSV2a-171.png,어니부기,보유중,SV2a-171,0,,AR,619
rhRtWTKR7k3we75sFMsM,true,,,sv2D -「클레이버스트」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_076.png,어리짱,보유중,SV2D-076,0,,AR,620
p58dgg8xsyjsJ1zbfX14,true,,,sv1S -「스칼렛 ex」,https://mtg-kr.com/cardimage/poketcgSV1S-082.png,어써러셔,보유중,SV1S-082,0,,AR,621
UHDhQjEp61Sin5W1XQBp,true,,,sv8a -「테라스탈 페스타 ex」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_192.png,오르티가,미보유,SV8a-192,0,,SR,622
P1Kf2ql79h18VywTPtgI,true,,,sv3 - 「흑염의 지배자」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_131.png,오르티가,보유중,SV3-131,0,,SR,623
zxrdUTYiaHCPQs1SQULA,true,,,s12a -「VSTAR 유니버스」,https://mtg-kr.com/cardimage/poketcgS12a-260.png,오리진 디아루가 Vstar,보유중,S12a-260,0,,UR,624
QpC2Zs1QEC4gZuTy1Z22,true,,,s10P -「스페이스 저글러」,https://mtg-kr.com/cardimage/poketcgS10P-071.png,오리진 펄기아 V,보유중,S10P-071,0,,SR,625
aG0F7Ylw7Fbxdz2sRMPD,true,,,s12a -「VSTAR 유니버스」,https://mtg-kr.com/cardimage/poketcgS12a-259.png,오리진 펄기아 Vstar,보유중,S12a-259,0,,UR,626
J4UjIbIRtPF24MjcKcht,true,,,sm11a -「리믹스바우트」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11A/SM11A_073.png,오박사의 세팅,미보유,SM11a-073,0,,SR,627
QlKtKHfDaAm1Ehwgmx8m,true,,,sv1S -「스칼렛 ex」,https://mtg-kr.com/cardimage/poketcgSV1S-079.png,올리뇨,보유중,SV1S-079,0,,AR,628
TYIgjfgyvYwc2JxxYO3J,true,,,sv4K -「고대의 포효」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_092.png,올림박사의 기백,미보유,SV4K-092,0,,SAR,629
K47ls8O0GahQa4ByKYIa,true,,,s7R -「창공스트림」,https://mtg-kr.com/cardimage/poketcgS7r-072.png,요가램 V,미보유,S7r-072,0,,SR,630
GjN8CQdheCgrkz7WddGT,true,,,sv7a -「낙원드래고나」,https://mtg-kr.com/cardimage/poketcgSV7a-069.png,우락고래,보유중,SV7a-069,0,,AR,631
hWKSzvKoW3Xg1JQhbCwy,true,,,s9a -「배틀리전」,https://mtg-kr.com/cardimage/poketcgS9a-081.png,원규,미보유,S9a-081,0,,SR,632
Ep0NMzrjKsx9VhYzc20M,true,,,s10a -「다크판타스마」,https://mtg-kr.com/cardimage/poketcgS10a-087.png,월로,미보유,S10a-087,0,,SR,633
t04MJN9kH3POw4wRQyxw,true,,,sv1a -「트리플렛비트」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_098.png,웨이니발 ex,보유중,SV1a-098,0,,SAR,634
NQ2Ccb7HQ7ru6UQyDHgV,true,,,sv7a -「낙원드래고나」,https://mtg-kr.com/cardimage/poketcgSV7a-076.png,위글,보유중,SV7a-076,0,,AR,635
rW1rpu6Rh5s4X4xfal9k,true,,,sv1S -「스칼렛 ex」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1S/SV1S_102.png,위대한엄니 ex,미보유,SV1S-102,0,,SAR,636
Af1biVcYxZ5wrCkEXG07,true,,,sv2D -「클레이버스트」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_092.png,위유이 ex,미보유,SV2D-092,0,,SAR,637
WNH6ZUQf2TxZmgIXn0pI,true,,,PROMO,,유가나바 피카츄,등급카드,,0,,PROMO,638
n4fYuyFHuJfOS5Hp6O4K,true,,,PROMO,,유나가바 님피아,보유중,,0,,PROMO,639
