raw_database_id,cardName,status,price,isLegacy,pokedexNumber,imageUrl,possessions,type,cardNumber,rarity,series,createdAt
,메가망나뇽 ex,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgM2a-246.png,,포켓몬,M2a-246,SAR,m2a -「메가드림」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_119.png,,,SV11B-119,AR,sv11B -「블랙볼트」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS10a-086.png,,,S10a-086,,s10a -「다크판타스마」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_134.png,,,SV11W-134,AR,sv11W -「화이트플레어」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgMC-754.png,,,MC-754,기타 AR,MC - MEGA「스타트 덱 100 배틀컬렉션」,
,야나프,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_089.png,,,SV11B-089,AR,sv11B -「블랙볼트」,
,번치코 V,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-216.png,,포켓몬,S8b-216,CSR,s8b -「VMAX 클라이맥스」,
,드니꽁,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV2P-076.png,,,SV2P-076,AR,sv2P -「스노해저드」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgM1L-077.png,,,M1L-077,SR,m1L -「메가 브레이브」,
,우락고래,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV7a-069.png,,,SV7a-069,AR,sv7a -「낙원드래고나」,
,단굴,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_125.png,,,SV11W-125,AR,sv11W -「화이트플레어」,
,저지맨,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-274.png,,서포트,S8b-274,SR,s8b -「VMAX 클라이맥스」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS9-108.png,,,S9-108,SR,s9 -「스타버스」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_079.png,,,SV6a-079,SR,sv6a -「나이트원더러」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_160.png,,,SV11B-160,SR,sv11B -「블랙볼트」,
,치갈기,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV7a-068.png,,,SV7a-068,AR,sv7a -「낙원드래고나」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_164.png,,,SV11W-164,SR,sv11W -「화이트플레어」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_079.png,,,SV3a-079,SR,sv3a -「레이징서프」,
,채두,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-275.png,,서포트,S8b-275,SR,s8b -「VMAX 클라이맥스」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgM2a-231.png,,,M2a-231,MA,m2a -「메가드림」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_125.png,,,SV8-125,SR,sv8 -「초전브레이커」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS11a-088.png,,,S11a-088,HR,s11a -「백열의 아르카나」,
,쫀도기,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV1S-085.png,,포켓몬,SV1S-085,AR,sv1S -「스칼렛 ex」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_072.png,,,SV4M-072,AR,sv4M -「미래의 일섬」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_137.png,,,SV11B-137,AR,sv11B -「블랙볼트」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_145.png,,,SV11B-145,AR,sv11B -「블랙볼트」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_110.png,,,SV11W-110,AR,sv11W -「화이트플레어」,
,철시드,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_144.png,,포켓몬,SV11W-144,AR,sv11W -「화이트플레어」,
,백마 버드렉스 V,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-220.png,,포켓몬,S8b-220,CSR,s8b -「VMAX 클라이맥스」,
,기라티나 Vstar,보유중,0,,,https://mtg-kr.com/cardimage/poketcgS12a-261.png,,포켓몬,S12a-261,UR,s12a -「VSTAR 유니버스」,
,부르르릉 ex,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_135.png,,,SV3-135,SAR,sv3 - 「흑염의 지배자」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_159.png,,,SV11B-159,SR,sv11B -「블랙볼트」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgM1S-079.png,,,M1S-079,SR,m1S -「메가 심포니아」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_124.png,,,SV7-124,SR,sv7 -「스텔라미라클」,
,민진의 헤아림,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgM1S-090.png,,,M1S-090,SAR,m1S -「메가 심포니아」,
,자시안 V,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS12a-225.png,,포켓몬,S12a-225,SAR,s12a -「VSTAR 유니버스」,
,모래털가죽 ex,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_215.png,,포켓몬,SV8a-215,SAR,sv8a -「테라스탈 페스타 ex」,
,라이코 V,보유중,0,,,https://mtg-kr.com/cardimage/poketcgS12a-218.png,,포켓몬,S12a-218,SAR,s12a -「VSTAR 유니버스」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_073.png,,,SV9a-073,AR,sv9a -「열풍의 아레나」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgM1L-071.png,,,M1L-071,AR,m1L -「메가 브레이브」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_103.png,,,SV10-103,AR,sv10 -「로켓단의 영광」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_078.png,,,SV5M-078,AR,sv5M -「사이버저지」,
,과미드라 ex,미보유,0,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_127.png,,포켓몬,SV7-127,SAR,sv7 -「스텔라미라클」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_113.png,,,SV9-113,SR,sv9 -「배틀파트너즈」,
,네오라이트 V,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS9-105.png,,,S9-105,SR,s9 -「스타버스」,
,러브로스 V,미보유,0,,,https://mtg-kr.com/cardimage/poketcgS10a-088.png,,포켓몬,S10a-088,CSR,s10a -「다크판타스마」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgM1L-083.png,,,M1L-083,SR,m1L -「메가 브레이브」,
,뮤츠,보유중,0,true,150,https://mtg-kr.com/cardimage/poketcgSV2a-183.png,,포켓몬,SV2a-183,AR,sv2a -「포켓몬 카드 151」,
,엘레이드 V,미보유,0,,,https://mtg-kr.com/cardimage/poketcgS10a-089.png,,포켓몬,S10a-089,CSR,s10a -「다크판타스마」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_089.png,,,SV11W-089,AR,sv11W -「화이트플레어」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS11-120.png,,,S11-120,HR,s11 -「로스트어비스」,
,피카츄,보유중,0,,25,https://mtg-kr.com/cardimage/poketcgSV2a-173.png,,포켓몬,SV2a-173,AR,sv2a -「포켓몬 카드 151」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_085.png,,,SV6a-085,SR,sv6a -「나이트원더러」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_079.png,,,SV4M-079,SR,sv4M -「미래의 일섬」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgM1S-073.png,,,M1S-073,AR,m1S -「메가 심포니아」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_095.png,,,SV1V-095,SR,sv1V -「바이올렛 ex」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS9a-085.png,,,S9a-085,HR,s9a -「배틀리전」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgM2-084.png,,,M2-084,AR,m2 -「인페르노X」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_104.png,,,SV10-104,AR,sv10 -「로켓단의 영광」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_085.png,,,SV2P-085,SR,sv2P -「스노해저드」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-199.png,,,S8b-199,CHR,s8b -「VMAX 클라이맥스」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_137.png,,,SV8-137,UR,sv8 -「초전브레이커」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_092.png,,,SV3a-092,UR,sv3a -「레이징서프」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_228.png,,,SM8b-228,SSR,sm8b -「울트라샤이니」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_071.png,,,SV4K-071,AR,sv4K -「고대의 포효」,
,트래피더 ex,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_101.png,,,SV1V-101,SAR,sv1V -「바이올렛 ex」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_120.png,,,SV3-120,AR,sv3 - 「흑염의 지배자」,
,베라카스,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV2P-079.png,,포켓몬,SV2P-079,AR,sv2P -「스노해저드」,
,유빈의 확신,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_097.png,,,SV5K-097,SAR,sv5K -「와일드포스」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_083.png,,,SV3a-083,SR,sv3a -「레이징서프」,
,불비달마,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_099.png,,,SV11B-099,AR,sv11B -「블랙볼트」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_072.png,,,SV5a-072,AR,sv5a -「크림슨헤이즈」,
,칠리,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_088.png,,,SV3a-088,SAR,sv3a -「레이징서프」,
,,미보유,0,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6A/SM6A_057.png,,포켓몬,SM6a-057,SR,sm6a -「드래곤스톰」,
,,미보유,0,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6B/SM6B_055.png,,포켓몬,SM6b-055,SR,sm6b -「챔피언로드」,
,님피아 Vmax,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-232.png,,,S8b-232,CSR,s8b -「VMAX 클라이맥스」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_080.png,,,SV5a-080,SR,sv5a -「크림슨헤이즈」,
,오박사의 세팅,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11A/SM11A_073.png,,,SM11a-073,SR,sm11a -「리믹스바우트」,
,따라큐,미보유,0,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_058.png,,포켓몬,SM11b-058,CHR,sm11b -「드림리그」,
,몰드류,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_059.png,,,SM11b-059,CHR,sm11b -「드림리그」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgM2-090.png,,,M2-090,AR,m2 -「인페르노X」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_203.png,,,SM8b-203,S,sm8b -「울트라샤이니」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_073.png,,,SV5K-073,AR,sv5K -「와일드포스」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-258.png,,서포트,S8b-258,SR,s8b -「VMAX 클라이맥스」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-208.png,,,S8b-208,CHR,s8b -「VMAX 클라이맥스」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_125.png,,,SV7-125,SR,sv7 -「스텔라미라클」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_073.png,,,SV2D-073,AR,sv2D -「클레이버스트」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_340.png,,,SV4a-340,AR,sv4a -「샤이니트레저 ex」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_207.png,,,SM8b-207,SSR,sm8b -「울트라샤이니」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_122.png,,,SV9-122,SR,sv9 -「배틀파트너즈」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_093.png,,,SV6a-093,UR,sv6a -「나이트원더러」,
,파쪼옥,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV7-108.png,,,SV7-108,AR,sv7 -「스텔라미라클」,
,단지래플,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV7a-075.png,,,SV7a-075,AR,sv7a -「낙원드래고나」,
,지니어,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1S/SV1S_100.png,,서포트,SV1S-100,SR,sv1S -「스칼렛 ex」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_190.png,,,SV8a-190,SR,sv8a -「테라스탈 페스타 ex」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_106.png,,,SV10-106,AR,sv10 -「로켓단의 영광」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_087.png,,,SV2D-087,SR,sv2D -「클레이버스트」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_160.png,,,SM8b-160,SR,sm8b -「울트라샤이니」,
,다크펫 GX,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_221.png,,,SM8b-221,SSR,sm8b -「울트라샤이니」,
,리자몽 EX,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/XY/CP6/CP6_103.jpg,,포켓몬,103/100,SR,XY BREAK 확장팩 BASE PACK 20th Anniversary,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_073.png,,,SV3a-073,AR,sv3a -「레이징서프」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_124.png,,,SV11W-124,AR,sv11W -「화이트플레어」,
,빙큐보,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV2P-074.png,,,SV2P-074,AR,sv2P -「스노해저드」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_075.png,,,SV5K-075,AR,sv5K -「와일드포스」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS11-122.png,,,S11-122,HR,s11 -「로스트어비스」,
,규토리장인,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6B/SM6B_061.png,,서포트,SM6b-061,SR,sm6b -「챔피언로드」,
,요가램 V,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS7r-072.png,,,S7r-072,SR,s7R -「창공스트림」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_100.png,,서포트,SV1V-100,SR,sv1V -「바이올렛 ex」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgM2a-204.png,,,M2a-204,AR,m2a -「메가드림」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgM2a-224.png,,,M2a-224,MA,m2a -「메가드림」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_072.png,,,SV4K-072,AR,sv4K -「고대의 포효」,
,개굴닌자 GX,미보유,0,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_216.png,,포켓몬,SM8b-216,SSR,sm8b -「울트라샤이니」,
,에브이 V,보유중,0,,,https://mtg-kr.com/cardimage/poketcgS6a-080.png,,포켓몬,S6a-080,SR,s6a -「이브이 히어로즈」,
,로켓단의 파이어 ex,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_124.png,,포켓몬,SV10-124,SAR,sv10 -「로켓단의 영광」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_133.png,,,SV11B-133,AR,sv11B -「블랙볼트」,
,리자몽 ex,미보유,0,,6,https://mtg-kr.com/cardimage/poketcgSV2a-201.png,,포켓몬,SV2a-201,SAR,sv2a -「포켓몬 카드 151」,
,보스의 지령,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS12a-246.png,,서포트,S12a-246,SR,s12a -「VSTAR 유니버스」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_097.png,,,SV2P-097,UR,sv2P -「스노해저드」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS10a-094.png,,,S10a-094,,s10a -「다크판타스마」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_104.png,,,SV7-104,AR,sv7 -「스텔라미라클」,
,메더,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV8-113.png,,포켓몬,SV8-113,AR,sv8 -「초전브레이커」,
,메가이어롭 ex,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgM2-114.png,,포켓몬,M2-114,SAR,m2 -「인페르노X」,
,님피아 V,보유중,0,,,https://mtg-kr.com/cardimage/poketcgS6a-083.png,,포켓몬,S6a-083,SR,s6a -「이브이 히어로즈」,
,해당의 백업,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS9-116.png,,,S9-116,SR,s9 -「스타버스」,
,미라이돈 ex,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV1V-102.png,,포켓몬,SV1V-102,SAR,sv1V -「바이올렛 ex」,
,루주라,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS11a-071.png,,포켓몬,S11a-071,CHR,s11a -「백열의 아르카나」,
,시트론의 재치,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_129.png,,,SV8-129,SR,sv8 -「초전브레이커」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS9-106.png,,,S9-106,SR,s9 -「스타버스」,
,메가루차불 ex,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgM2a-239.png,,포켓몬,M2a-239,SAR,m2a -「메가드림」,
,메가눈여아 ex,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgM2a-233.png,,포켓몬,M2a-233,SAR,m2a -「메가드림」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_163.png,,,SV11W-163,SR,sv11W -「화이트플레어」,
,모르페코 V-UNION_1,미보유,0,true,,%EB%AA%A8%EB%A5%B4%ED%8E%98%EC%BD%94_V-UNION_S8b_226_KOR.jpg,,포켓몬,S8b-226,CSR,s8b -「VMAX 클라이맥스」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS9a-074.png,,,S9a-074,SR,s9a -「배틀리전」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_088.png,,,SV2P-088,SR,sv2P -「스노해저드」,
,다태우지네 Vmax,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-219.png,,,S8b-219,CSR,s8b -「VMAX 클라이맥스」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_113.png,,,SV7-113,AR,sv7 -「스텔라미라클」,
,리피아 V,보유중,0,,,https://mtg-kr.com/cardimage/poketcgS6a-070.png,,포켓몬,S6a-070,SR,s6a -「이브이 히어로즈」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_074.png,,,SV9a-074,AR,sv9a -「열풍의 아레나」,
,메가루카리오 ex,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgM1L-092.png,,포켓몬,M1L-092,MUR,m1L -「메가 브레이브」,
,오거폰 벽록의 가면 ex,미보유,0,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_201.png,,포켓몬,SV8a-201,SAR,sv8a -「테라스탈 페스타 ex」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_118.png,,,SV7-118,SR,sv7 -「스텔라미라클」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_085.png,,,SV4K-085,SR,sv4K -「고대의 포효」,
,솔록,보유중,0,,338,https://mtg-kr.com/cardimage/poketcgS12a-189.png,,포켓몬,S12a-189,AR,s12a -「VSTAR 유니버스」,
,조로아크,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_141.png,,,SV11W-141,AR,sv11W -「화이트플레어」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_078.png,,,SV5a-078,AR,sv5a -「크림슨헤이즈」,
,콜로솔트,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV4K-073.png,,,SV4K-073,AR,sv4K -「고대의 포효」,
,일격 우라오스 Vmax,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-239.png,,포켓몬,S8b-239,CSR,s8b -「VMAX 클라이맥스」,
,,미보유,0,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6B/SM6B_058.png,,포켓몬,SM6b-058,SR,sm6b -「챔피언로드」,
,엠라이트,보유중,0,,,poketcgSV8-114.png,,포켓몬,SV8-114,AR,sv8 -「초전브레이커」,
,페퍼,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_354.png,,서포트,SV4a-354,SAR,sv4a -「샤이니트레저 ex」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7A/SV7A_093.png,,,SV7a-093,UR,sv7a -「낙원드래고나」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV1V-079.png,,,SV1V-079,AR,sv1V -「바이올렛 ex」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-194.png,,,S8b-194,CHR,s8b -「VMAX 클라이맥스」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS10a-095.png,,,S10a-095,,s10a -「다크판타스마」,
,,미보유,0,,,https://mtg-kr.com/cardimage/poketcgS10P-086.png,,포켓몬,S10P-086,UR,s10P -「스페이스 저글러」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS9-123.png,,,S9-123,HR,s9 -「스타버스」,
,화염레오,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV1a-077.png,,,SV1a-077,AR,sv1a -「트리플렛비트」,
,메가리자몽X ex,미보유,0,true,,https://k-tcgpanda.com/cardimg/M/M2/%EB%A9%94%EA%B0%80%20%EB%A6%AC%EC%9E%90%EB%AA%BDX%20ex_M2_116_KOR.png,,포켓몬,M2-116,MUR,m2 -「인페르노X」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgMC-759.png,,,MC-759,없음,MC - MEGA「스타트 덱 100 배틀컬렉션」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgM1L-074.png,,,M1L-074,AR,m1L -「메가 브레이브」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_105.png,,,SV6-105,AR,sv6 -「변환의 가면」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS9-122.png,,,S9-122,HR,s9 -「스타버스」,
,가디안 ex,보유중,0,,282,https://mtg-kr.com/cardimage/poketcgSV4a-328.png,,포켓몬,SV4a-328,SSR,sv4a -「샤이니트레저 ex」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_109.png,,,SV10-109,AR,sv10 -「로켓단의 영광」,
,피카츄 V,등급카드,0,,25,https://mtg-kr.com/cardimage/poketcgS8b-222.png,,포켓몬,S8b-222,CSR,s8b -「VMAX 클라이맥스」,
,구구,보유중,0,,,https://mtg-kr.com/cardimage/poketcgSV3-118.png,,포켓몬,SV3-118,AR,sv3 - 「흑염의 지배자」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_336.png,,,SV4a-336,SSR,sv4a -「샤이니트레저 ex」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-198.png,,,S8b-198,CHR,s8b -「VMAX 클라이맥스」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_242.png,,,SM8b-242,SSR,sm8b -「울트라샤이니」,
,부스터 ex,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV8a-202.png,,,SV8a-202,SAR,sv8a -「테라스탈 페스타 ex」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_123.png,,,SV10-123,SR,sv10 -「로켓단의 영광」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_198.png,,,SM8b-198,S,sm8b -「울트라샤이니」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_137.png,,,SV11W-137,AR,sv11W -「화이트플레어」,
,위글,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV7a-076.png,,,SV7a-076,AR,sv7a -「낙원드래고나」,
,샹델라,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS9a-069.png,,,S9a-069,CHR,s9a -「배틀리전」,
,삼삼드래 ex,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_133.png,,,SV8-133,SAR,sv8 -「초전브레이커」,
