raw_database_id,pokedexNumber,cardName,rarity,series,cardNumber,type,imageUrl,status,price
EeQtUT0vfVP6yhC1FuKs,,무쇠잎새 ex,SAR,sv5M -「사이버저지」,SV5M-093,포켓몬,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_093.png,미보유,0
XAyj8ip8Y8mBt4vA8eAi,,무우마직,AR,sv1a -「트리플렛비트」,SV1a-083,포켓몬,https://mtg-kr.com/cardimage/poketcgSV1a-083.png,보유중,0
h0PUGTksfP0xs3uBy2XB,,무장조,AR,sv7a -「낙원드래고나」,SV7a-073,포켓몬,https://mtg-kr.com/cardimage/poketcgSV7a-073.png,보유중,0
BWmZsv6cT8jnqRfU6RKF,,무한다이노 V,CSR,s8b -「VMAX 클라이맥스」,S8b-246,포켓몬,https://mtg-kr.com/cardimage/poketcgS8b-246.png,미보유,0
oQ6xPCSXruwk1bEQuIBK,,무한다이노 Vmax,CSR,s8b -「VMAX 클라이맥스」,S8b-247,포켓몬,https://mtg-kr.com/cardimage/poketcgS8b-247.png,미보유,0
yoGlp9CxFIIzhFCiYFAb,,뮤 ex,SSR,sv4a -「샤이니트레저 ex」,SV4a-327,포켓몬,https://mtg-kr.com/cardimage/poketcgSV4a-327.png,보유중,0
zytOAtr0hKZ0FAh02p2O,,뮤 ex,SR,sv2a -「포켓몬 카드 151」,SV2a-195,포켓몬,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_195.png,보유중,0
HvmjKn3tLhnfVVnzR0dN,150,뮤츠,AR,sv2a -「포켓몬 카드 151」,SV2a-183,포켓몬,https://mtg-kr.com/cardimage/poketcgSV2a-183.png,보유중,0
yfHOxnbFQhoPHqlbjJE3,,뮤츠 GX,SSR,sm8b -「울트라샤이니」,SM8b-219,포켓몬,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_219.png,미보유,0
OoICe5DbW93gOGiFytWJ,,뮤츠 Vstar,SAR,s12a -「VSTAR 유니버스」,S12a-221,포켓몬,https://mtg-kr.com/cardimage/poketcgS12a-221.png,보유중,0
iSevLFuaT8UtNztgIpy0,,미라몽,AR,sv6a -「나이트원더러」,SV6a-069,포켓몬,https://mtg-kr.com/cardimage/poketcgSV6a-069.png,보유중,0
KwYWH5hFkF9OcmCZ3YsM,,미라이돈 ex,SAR,sv1V -「바이올렛 ex」,SV1V-102,포켓몬,https://mtg-kr.com/cardimage/poketcgSV1V-102.png,보유중,0
oYbnNHsy2yju8JhKZ5wI,,밀로틱,CHR,s11a -「백열의 아르카나」,S11a-070,포켓몬,https://mtg-kr.com/cardimage/poketcgS11a-070.png,보유중,0
OSEoF7hI403hJYBOmcih,,밀로틱 ex,SR,sv8 -「초전브레이커」,SV8-121,포켓몬,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_121.png,미보유,0
kQw9r1KXki7ViO1dSlDu,,밀로틱 ex,SAR,sv8 -「초전브레이커」,SV8-131,포켓몬,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_131.png,미보유,0
uLVWhkiPVE7kyAJyA45A,,밀탱크,AR,s12a -「VSTAR 유니버스」,S12a-199,포켓몬,https://mtg-kr.com/cardimage/poketcgS12a-199.png,보유중,0
OFsDxxL9fUxtD7eaH32H,,바다그다,AR,sv1S -「스칼렛 ex」,SV1S-081,포켓몬,https://mtg-kr.com/cardimage/poketcgSV1S-081.png,보유중,0
YtQ64wxPR7t2rAKTCW2a,,바랜드,CHR,sm11b -「드림리그」,SM11b-061,포켓몬,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_061.png,미보유,0
7F3XC9LdTByFPiLLqGKq,,바오키 Vstar,SAR,s12a -「VSTAR 유니버스」,S12a-214,포켓몬,https://mtg-kr.com/cardimage/poketcgS12a-214.png,보유중,0
hVMzH27pjzK3s2ysMrtj,,바우첼 ex,SAR,sv7 -「스텔라미라클」,SV7-129,포켓몬,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_129.png,미보유,0
HHnZnAU8ysmUQKAOj2Cx,,백마 버드렉스 V,CSR,s8b -「VMAX 클라이맥스」,S8b-220,포켓몬,https://mtg-kr.com/cardimage/poketcgS8b-220.png,미보유,0
f1XAZMROyzsT64tvbo0D,,백마 버드렉스 Vmax,CSR,s8b -「VMAX 클라이맥스」,S8b-221,포켓몬,https://mtg-kr.com/cardimage/poketcgS8b-221.png,미보유,0
tMeDoMSUz46vmnD9i6gp,,백마 버드렉스 Vmax,UR,s8b -「VMAX 클라이맥스」,S8b-278,포켓몬,https://mtg-kr.com/cardimage/poketcgS8b-278.png,보유중,0
BnUH7BPbcIaVonfYDPCu,,버프론 ex,SAR,sv11W -「화이트플레어」,SV11W-172,포켓몬,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_172.png,보유중,0
GfgzoEC9tUkAzvDFEqPx,,번치코 V,CSR,s8b -「VMAX 클라이맥스」,S8b-216,포켓몬,https://mtg-kr.com/cardimage/poketcgS8b-216.png,미보유,0
AbsSyJVjdnholbJTvTWc,,번치코 Vmax,CSR,s8b -「VMAX 클라이맥스」,S8b-217,포켓몬,https://mtg-kr.com/cardimage/poketcgS8b-217.png,미보유,0
ImxdjWfDuyhg6OgVkzKK,,베라카스,AR,sv2P -「스노해저드」,SV2P-079,포켓몬,https://mtg-kr.com/cardimage/poketcgSV2P-079.png,보유중,0
VB0M16y4QqiRSU7POKy3,,이상해꽃 ex,SR,sv2a -「포켓몬 카드 151」,"
  
  SV2a-184
  
  
  
  
  
  
  
  
  
  ",포켓몬,,보유중,0
fZxy2lYNWMs73XCM5508,3,이상해꽃 ex,SAR,sv2a -「포켓몬 카드 151」,SV2a-200,포켓몬,https://mtg-kr.com/cardimage/poketcgSV2a-200.png,보유중,0
WRHpwyd9AFe4tn8bCFCn,1,이상해씨,AR,sv2a -「포켓몬 카드 151」,SV2a-166,포켓몬,https://mtg-kr.com/cardimage/poketcgSV2a-166.png,보유중,0
TS3padLeRw0JHcI57e3J,1,이상해씨,AR,m1L -「메가 브레이브」,M1L-064,포켓몬,https://mtg-kr.com/cardimage/poketcgM1L-064.png,보유중,0
vPI2QsGRY8TjuEnmUkMs,2,이상해풀,AR,sv2a -「포켓몬 카드 151」,SV2a-167,포켓몬,https://mtg-kr.com/cardimage/poketcgSV2a-167.png,보유중,0
UY7jaqP5Xu7B4hBR9ui2,2,이상해풀,AR,m1L -「메가 브레이브」,M1L-065,포켓몬,https://mtg-kr.com/cardimage/poketcgM1L-065.png,보유중,0
WwfZpPm4l0PnJY86H23n,,이슬의 고라파덕,AR,sv9a -「열풍의 아레나」,SV9a-071,포켓몬,https://mtg-kr.com/cardimage/poketcgSV9a-071.png,보유중,0
lEKOpCua7J8vmKmyEEej,,이야후 ex,SAR,sv6a -「나이트원더러」,SV6a-088,포켓몬,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_088.png,미보유,0
RGcqGp1N2lK1jOIeFibQ,,이올브 V,CSR,s8b -「VMAX 클라이맥스」,S8b-214,포켓몬,https://mtg-kr.com/cardimage/poketcgS8b-214.png,미보유,0
BdFsYjLTCiSZ7RikK9BJ,,이올브 Vmax,CSR,s8b -「VMAX 클라이맥스」,S8b-215,포켓몬,https://mtg-kr.com/cardimage/poketcgS8b-215.png,미보유,0
uuhBfYhnOWtnRj1QHKwI,,일격 우라오스 V,CSR,s8b -「VMAX 클라이맥스」,S8b-238,포켓몬,https://mtg-kr.com/cardimage/poketcgS8b-238.png,미보유,0
M2ei7Wmxqvrmi20elZFJ,,일격 우라오스 Vmax,CSR,s8b -「VMAX 클라이맥스」,S8b-239,포켓몬,https://mtg-kr.com/cardimage/poketcgS8b-239.png,미보유,0
4li1TQjW3C4gCD27wjBf,,입치트 V,CSR,s11a -「백열의 아르카나」,S11a-085,포켓몬,https://mtg-kr.com/cardimage/poketcgS11a-085.png,보유중,0
RCYUZ96WVHhCvnuI8zW4,,잉어킹,AR,sv1a -「트리플렛비트」,SV1a-080,포켓몬,https://mtg-kr.com/cardimage/poketcgSV1a-080.png,보유중,0
jJiD7ejwibagzMgN0XTR,,자마젠타 V,CSR,s8b -「VMAX 클라이맥스」,S8b-251,포켓몬,https://mtg-kr.com/cardimage/poketcgS8b-251.png,미보유,0
xV4hHo8nxd2gmWOkzC3H,,자마젠타 V,SAR,s12a -「VSTAR 유니버스」,S12a-232,포켓몬,https://cards.image.pokemonkorea.co.kr/data/wmimages/S/S12a/S12a_232.png,보유중,0
oBx3UBQMFjdkHnLkvudF,,자시안 V,CSR,s8b -「VMAX 클라이맥스」,S8b-250,포켓몬,https://mtg-kr.com/cardimage/poketcgS8b-250.png,미보유,0
HVrjzmsrRULyv5pTjXcy,,자시안 V,SAR,s12a -「VSTAR 유니버스」,S12a-225,포켓몬,https://mtg-kr.com/cardimage/poketcgS12a-225.png,보유중,0
65oduX2HVMeOr9t3vphj,,잠만보,AR,sv2a -「포켓몬 카드 151」,SV2a-181,포켓몬,https://mtg-kr.com/cardimage/poketcgSV2a-181.png,보유중,0
UKl2NFEkFcqszD26o2ON,,잠만보,CHR,s10a -「다크판타스마」,S10a-077,포켓몬,https://mtg-kr.com/cardimage/poketcgS10a-077.png,보유중,0
RGO5bGIfTvFsjvNbrMjU,,전목,SR,s9a -「배틀리전」,S9a-082,포켓몬,https://mtg-kr.com/cardimage/poketcgS9a-082.png,미보유,0
1wWv4OYtIHP70fpFy8yn,,전툴라 ex,SAR,sv7 -「스텔라미라클」,SV7-128,포켓몬,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_128.png,미보유,0
byLNa37gYXDVCb92QARc,,절벼게,AR,sv1S -「스칼렛 ex」,SV1S-088,포켓몬,https://mtg-kr.com/cardimage/poketcgSV1S-088.png,보유중,0
cEcZbg4OPlspSS2qGnLP,,제라오라 V,CSR,s8b -「VMAX 클라이맥스」,S8b-224,포켓몬,https://mtg-kr.com/cardimage/poketcgS8b-224.png,보유중,0
YuUC1FnpWwVAhEyzirKw,,제라오라 Vmax,SAR,s12a -「VSTAR 유니버스」,S12a-219,포켓몬,https://mtg-kr.com/cardimage/poketcgS12a-219.png,보유중,0
nIqvDGbTyDrDcZOfLug6,,제라오라 Vstar,SAR,s12a -「VSTAR 유니버스」,S12a-220,포켓몬,https://mtg-kr.com/cardimage/poketcgS12a-220.png,미보유,0
YGH55gBKDheH0wuyu11D,,제크로무,없음,s8a-P -「25주년 프로모팩」,S8a-P-21,포켓몬,%EC%8A%A4%ED%81%AC%EB%A6%B0%EC%83%B7_2025-11-15_013306.png,보유중,0
3F3akiusD0FAl8zIfVGq,,제크로무 ex,BWR,sv11B -「블랙볼트」,SV11B-174,포켓몬,https://mtg-kr.com/cardimage/poketcgSV11B-174.png,등급카드,0
6QriwNN0FoReVDLHe0B8,,제크로무 ex,SAR,sv11B -「블랙볼트」,SV11B-169,포켓몬,https://mtg-kr.com/cardimage/poketcgSV11B-169.png,등급카드,0
ZRe2QYgihEM51GVs3L2T,,조로아크 GX,SSR,sm8b -「울트라샤이니」,SM8b-231,포켓몬,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_231.png,보유중,0
QRz683dyKRkzDhJgRNzr,,조타구 ex,SAR,sv6a -「나이트원더러」,SV6a-087,포켓몬,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_087.png,미보유,0
i0t5rkd3Gj90AwvP3tfB,,주리비얀,AR,sv11B -「블랙볼트」,SV11B-087,포켓몬,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_087.png,보유중,0
gsgZeoxxwSMVJni8RrWx,,쥬피썬더 ex,SAR,sv8a -「테라스탈 페스타 ex」,SV8a-209,포켓몬,https://mtg-kr.com/cardimage/poketcgSV8a-209.png,보유중,0
aDsYfarsQpm6saNCgQ7c,,지가르데 GX,SSR,sm8b -「울트라샤이니」,SM8b-225,포켓몬,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_225.png,보유중,0
m2sJloXYchrlAKz22cDY,,지니어,SAR,sv1S -「스칼렛 ex」,SV1S-105,포켓몬,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1S/SV1S_105.png,미보유,0
H5ETJKCr3zxxSeqI8cTF,,쫀도기,AR,sv1S -「스칼렛 ex」,SV1S-085,포켓몬,https://mtg-kr.com/cardimage/poketcgSV1S-085.png,보유중,0
w0x1UDRXyEwAgv979pVx,,찌르꼬,AR,sv1S -「스칼렛 ex」,SV1S-090,포켓몬,https://mtg-kr.com/cardimage/poketcgSV1S-090.png,보유중,0
ppzWGPVJG7tUdeUyQRgb,,찌리배리,AR,sv3 - 「흑염의 지배자」,SV3-112,포켓몬,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_112.png,보유중,0
HHWWVZz6Ya7eLp7eHm0T,,철시드,AR,sv11W -「화이트플레어」,SV11W-144,포켓몬,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_144.png,보유중,0
m1Hr7pwPsDWSmHwAOybm,,,SR,s12a -「VSTAR 유니버스」,S12a-258,에너지,https://mtg-kr.com/cardimage/poketcgS12a-258.png,미보유,0
FU8xaR80jZwZogHemAJL,,,UR,s10P -「스페이스 저글러」,S10P-088,에너지,https://mtg-kr.com/cardimage/poketcgS10P-088.png,미보유,0
ufNN5vASdCkEpRmhiQsM,,,UR,s10P -「스페이스 저글러」,S10P-087,스타디움,https://mtg-kr.com/cardimage/poketcgS10P-087.png,미보유,0
7PBLbuMGa7RaE3AD4Ps6,,가라르의 동료들,SR,s8b -「VMAX 클라이맥스」,S8b-255,서포트,https://mtg-kr.com/cardimage/poketcgS8b-255.png,보유중,0
cBQLDhukgbXy1sPGnPJF,,가라르의 동료들,SR,s8b -「VMAX 클라이맥스」,S8b-255,서포트,https://mtg-kr.com/cardimage/poketcgS8b-255.png,미보유,0
6rv7urkxwsMXFTdN4nEI,,규리의 눈빛,SAR,sv8 -「초전브레이커」,SV8-134,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_134.png,미보유,0
OosCRZ0d9FiotXeCn1Tw,,규리의 눈빛,SR,sv8 -「초전브레이커」,SV8-127,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_127.png,미보유,0
Jz2rHC6l1ccmjrXLBj0d,,규토리장인,SR,sm6b -「챔피언로드」,SM6b-061,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6B/SM6B_061.png,보유중,0
6tu9nNifR3ljNSnq6FXs,,그루샤,SAR,sv2P -「스노해저드」,SV2P-095,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_095.png,미보유,0
ju650XmBHWFw2Asq6nuU,,그루샤,SAR,sv2P -「스노해저드」,SV2P-090,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_090.png,미보유,0
YTYvxDs0uHUwVIjAjiaC,,그린의 전략,SR,sm12a -「TAG TEAM GX 태그올스타즈」,SM12a-190,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM12a/SM12a_190.png,미보유,0
UpJTkahq4WFFMYAKA3KU,,그린의 전략,SR,sm11,SM11-104,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11/SM11_104.png,미보유,0
WI85sf5bq7uvmpuFTMx0,,금랑,SR,s8b -「VMAX 클라이맥스」,S8b-256,서포트,https://mtg-kr.com/cardimage/poketcgS8b-256.png,미보유,0
C9g8pXOc2snbrCXSzBvo,,금랑,SAR,s12a -「VSTAR 유니버스」,S12a-235,서포트,https://mtg-kr.com/cardimage/poketcgS12a-235.png,미보유,0
hpHzYlAzG1gt83ym6ULa,,기모노드레스,SR,s11a -「백열의 아르카나」,S11a-081,서포트,https://mtg-kr.com/cardimage/poketcgS11a-081.png,미보유,0
PWkw9VkZgC9jWEPgnkzN,,난천,SR,sm8b -「울트라샤이니」,SM8b-153,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_153.png,미보유,0
30PQLmhwDcqZpDmPxmMQ,,난천의 패기,SR,s9 -「스타버스」,S9-113,서포트,https://mtg-kr.com/cardimage/poketcgS9-113.png,미보유,0
AmR0fnO7OlKJPi14bC2p,,난천의 패기,SAR,s12a -「VSTAR 유니버스」,S12a-236,서포트,https://mtg-kr.com/cardimage/poketcgS12a-236.png,보유중,0
VhhSHruXXwJsiELUGcD7,,네르케,SAR,sv4a -「샤이니트레저 ex」,SV4a-350,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_350.png,보유중,0
b1kGOCfZfGGtkuYG1VrK,,네르케,SR,sv4a -「샤이니트레저 ex」,SV4a-342,서포트,https://mtg-kr.com/cardimage/poketcgSV4a-342.png,보유중,0
qiTm6oXs2zlKYLkchFtL,,네모,SAR,sv4a -「샤이니트레저 ex」,SV4a-351,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_351.png,미보유,0
uhkhkcBdf5kOGHvVooqu,,네모,SR,sv4a -「샤이니트레저 ex」,SV4a-343,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_343.png,미보유,0
m0OCnWkczxv0xX0V3ZDg,,단풍,SR,sv1V -「바이올렛 ex」,SV1V-097,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_097.png,미보유,0
Pk2EttWe8FHxacDUDmf2,,두송,SR,s8b -「VMAX 클라이맥스」,S8b-257,서포트,https://mtg-kr.com/cardimage/poketcgS8b-257.png,미보유,0
pStYTmzeWsS0rIq99N0g,,레드의 도전,SR,sm12a -「TAG TEAM GX 태그올스타즈」,SM12a-191,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM12a/SM12a_191.png,미보유,0
T1SLDhQ5aMPPjtTGkbdg,,레드의 도전,SR,sm10,SM10-105,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM10/SM10_105.png,등급카드,0
oaqCQzraD8WA059sF9JQ,,로사와 로이,SR,sm10b -「스카이레전드」,SM10b-061,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM10B/SM10B_061.png,미보유,0
yVf6pnS6PPuU2Lwabo07,,멜론,SAR,s12a -「VSTAR 유니버스」,S12a-237,서포트,https://mtg-kr.com/cardimage/poketcgS12a-237.png,미보유,0
ffhFMkiz6pLtFtff691P,,모란,SAR,sv4a -「샤이니트레저 ex」,SV4a-352,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_352.png,미보유,0
PHuYCEBHtSPb6UKNZ5xE,,모란,SR,sv1S -「스칼렛 ex」,SV1S-097,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1S/SV1S_097.png,미보유,0
ZXklgp4r6p0UcxrJMjPf,,모야모,SAR,sv4a -「샤이니트레저 ex」,SV4a-353,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_353.png,미보유,0
d9iPH3RDvHCueZhzW6lq,,모야모,SAR,sv2D -「클레이버스트」,SV2D-095,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_095.png,미보유,0
TEuHXQjTcl2gFS0QqYeS,,미모사,SR,sv1V -「바이올렛 ex」,SV1V-098,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_098.png,미보유,0
oHPyv9MFRLA8cZCkIt6F,,민화의 초대,SAR,sv2a -「포켓몬 카드 151」,SV2a-206,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_206.png,미보유,0
URKzbhHMbyldn2sNkDaU,,박사의 연구,SR,sv1V -「바이올렛 ex」,SV1V-099,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_099.png,보유중,0
iZCmBwnFMO0JALg3laSX,,박사의 연구,SR,sv1S -「스칼렛 ex」,SV1S-098,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1S/SV1S_098.png,미보유,0
cjJDXJPx7FDtu7ujiE6x,,박사의 연구,SR,s8b -「VMAX 클라이맥스」,S8b-264,서포트,https://mtg-kr.com/cardimage/poketcgS8b-264.png,미보유,0
BKn9pikYVsVZy3k8AfR8,,박사의 연구,SR,s12a -「VSTAR 유니버스」,S12a-245,서포트,https://mtg-kr.com/cardimage/poketcgS12a-245.png,미보유,0
sQaY3gurlSyCk3FhhkPu,,버넷박사,SR,s8b -「VMAX 클라이맥스」,S8b-265,서포트,https://mtg-kr.com/cardimage/poketcgS8b-265.png,미보유,0
wh8RLB5LlWnkQuMu0Mhw,,보스의 지령,SAR,sv1a -「트리플렛비트」,SV1a-099,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_099.png,미보유,0
KMP3kxNj3p3oyT51f03D,,보스의 지령,SR,s12a -「VSTAR 유니버스」,S12a-246,서포트,https://mtg-kr.com/cardimage/poketcgS12a-246.png,미보유,0
B61DOUrrbyvX9nzJwGrp,,블루의 탐색,SR,sm9b,SM9b-062,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM9B/SM9b_062.png,보유중,0
AEy4R7HjRWrC5wsI5MAk,,블루의 탐색,SR,sm12a -「TAG TEAM GX 태그올스타즈」,SM12a-195,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM12a/SM12a_195.png,미보유,0
GBYgVfUsFBFlmdtDmPBx,,사구아로,SAR,sv2D -「클레이버스트」,SV2D-096,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_096.png,미보유,0
YkPGVXkMchdJj8YkJBEl,,신오의 동료들,SR,s12a -「VSTAR 유니버스」,S12a-247,서포트,https://mtg-kr.com/cardimage/poketcgS12a-247.png,보유중,0
nzcEOnsJ4AXabnmxUp5o,,아세로라의 예감,SR,s8b -「VMAX 클라이맥스」,S8b-269,서포트,https://mtg-kr.com/cardimage/poketcgS8b-269.png,미보유,0
1TtIDVVyfLQGHfL0LJel,,아크로마의 실험,SAR,s12a -「VSTAR 유니버스」,S12a-238,서포트,https://mtg-kr.com/cardimage/poketcgS12a-238.png,보유중,0
m9tlBwQlTLOUcc8Ylmlq,,아킬,SR,s8b -「VMAX 클라이맥스」,S8b-270,서포트,https://mtg-kr.com/cardimage/poketcgS8b-270.png,미보유,0
Ch5sZxLRCX44F8FDYGiK,,야청,SR,s8b -「VMAX 클라이맥스」,S8b-271,서포트,https://mtg-kr.com/cardimage/poketcgS8b-271.png,미보유,0
00XltwKTWZvTfrkbCjaI,,어니언,SR,s8b -「VMAX 클라이맥스」,S8b-272,서포트,https://mtg-kr.com/cardimage/poketcgS8b-272.png,미보유,0
rXBdbasgMSP0oyJRlDmr,,우리,SR,s8b -「VMAX 클라이맥스」,S8b-273,서포트,https://mtg-kr.com/cardimage/poketcgS8b-273.png,미보유,0
AcxxiEsZYqw3kXc5XQAb,,운향,SAR,sv1a -「트리플렛비트」,SV1a-100,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_100.png,미보유,0
YEN7vqYOrsBM0uYfQ2aU,,원규,SAR,s12a -「VSTAR 유니버스」,S12a-239,서포트,https://mtg-kr.com/cardimage/poketcgS12a-239.png,미보유,0
2N19gvr7nWTdMMATfxHw,,월로,SR,s12a -「VSTAR 유니버스」,S12a-248,서포트,https://mtg-kr.com/cardimage/poketcgS12a-248.png,미보유,0
85MqaAXP8CVygCl4vQff,,유채의 활기,SAR,s12a -「VSTAR 유니버스」,S12a-240,서포트,https://mtg-kr.com/cardimage/poketcgS12a-240.png,미보유,0
bCmz8bBwcxWdRVu69tcc,,자크로,SAR,s12a -「VSTAR 유니버스」,S12a-241,서포트,https://mtg-kr.com/cardimage/poketcgS12a-241.png,미보유,0
QlCtL41WaKvhppUhCKjy,,저지맨,SR,sv4a -「샤이니트레저 ex」,SV4a-344,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_344.png,미보유,0
GoH27IdRdEOoNtLrElXW,,저지맨,SR,s8b -「VMAX 클라이맥스」,S8b-274,서포트,https://mtg-kr.com/cardimage/poketcgS8b-274.png,미보유,0
rs9fLgEfRVrcZTOQc6kq,,주혜,SAR,s12a -「VSTAR 유니버스」,S12a-242,서포트,https://mtg-kr.com/cardimage/poketcgS12a-242.png,미보유,0
b7RS5KOo5KFSGZTWqUvB,,주혜,SR,s10P -「스페이스 저글러」,S10P-079,서포트,https://mtg-kr.com/cardimage/poketcgS10P-079.png,미보유,0
JVgeWaeA2zBDX7ulebS9,,지니어,SR,sv1S -「스칼렛 ex」,SV1S-100,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1S/SV1S_100.png,미보유,0
hv4Bdu4JI9hczxbvRioP,,찬석,SAR,s12a -「VSTAR 유니버스」,S12a-243,서포트,https://mtg-kr.com/cardimage/poketcgS12a-243.png,보유중,0
GwAs6xvFapDVM7Z6cqH8,,채두,SR,s8b -「VMAX 클라이맥스」,S8b-275,서포트,https://mtg-kr.com/cardimage/poketcgS8b-275.png,미보유,0
uZi81MChi4OcK3QaV1TI,,체렌의 배려심,SAR,s12a -「VSTAR 유니버스」,S12a-244,서포트,https://mtg-kr.com/cardimage/poketcgS12a-244.png,보유중,0
lflsgqpqi2uuUx7u690Z,,카밀레의 반짝임,SR,s12a -「VSTAR 유니버스」,S12a-249,서포트,https://mtg-kr.com/cardimage/poketcgS12a-249.png,보유중,0
VDwvhCBlwSIsZxuo0x9j,,쿡,SR,s8b -「VMAX 클라이맥스」,S8b-276,서포트,https://mtg-kr.com/cardimage/poketcgS8b-276.png,미보유,0
aAJFApxvwdlyqRFOrcc2,,팔데아의 학생,SR,sv4a -「샤이니트레저 ex」,SV4a-345,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_345.png,보유중,0
cmTYZmh3wvC4bvuShARU,,팔데아의 학생,SR,sv4a -「샤이니트레저 ex」,SV4a-346,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_346.png,보유중,0
MAouv1R8yiRxdTWKBx34,,페퍼,SAR,sv4a -「샤이니트레저 ex」,SV4a-354,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_354.png,미보유,0
RxBsZA4op6YgbJYzSodH,,피나,SAR,sv2P -「스노해저드」,SV2P-091,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_091.png,미보유,0
ylOJBdqI1OUrbS9aWcG6,,피나,SAR,sv2P -「스노해저드」,SV2P-096,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_096.png,미보유,0
PZSqC8yT0seWUf1XTEMo,,피아나,SR,sm6a -「드래곤스톰」,SM6a-059,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6A/SM6A_059.png,보유중,0
X8rjEWoGKD1PCAchy7Ib,,히스이의 동료들,SR,s12a -「VSTAR 유니버스」,S12a-250,서포트,https://mtg-kr.com/cardimage/poketcgS12a-250.png,보유중,0
K6H2FXOOujRPhHQiKRY3,,,SR,sv1V -「바이올렛 ex」,SV1V-100,서포트,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_100.png,미보유,0
