raw_database_id,rarity,cardName,price,series,status,createdAt,possessions,pokedexNumber,imageUrl,cardNumber,type,isLegacy
AbTSkhJ6QzCS9djY2YjB,AR,,0,sv4K -「고대의 포효」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_070.png,SV4K-070,,true
Ad7bNSMwAnk6FhzbJJit,AR,카디나르마,0,sv1S -「스칼렛 ex」,보유중,,,,https://mtg-kr.com/cardimage/poketcgSV1S-080.png,SV1S-080,,true
AfE6ZjRJSbP1RW10uC6N,HR,,0,s11a -「백열의 아르카나」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS11a-089.png,S11a-089,,true
AfyjEOsaFCHEB6x6lwuC,SAR,미모사,0,sv1V -「바이올렛 ex」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_104.png,SV1V-104,,true
AgcnujGnBsnuEUVbPuxe,SAR,금랑,0,s12a -「VSTAR 유니버스」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS12a-235.png,S12a-235,서포트,true
AhdZ6GrEublja8aqvbJw,SR,,0,sm8b -「울트라샤이니」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_160.png,SM8b-160,,true
Aiex5e9JYkBR2P3GHl0d,SR,,0,s11 -「로스트어비스」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS11-114.png,S11-114,,true
AjZsXdLpCGhgmQgUrQkt,AR,드니차,0,sv2P -「스노해저드」,보유중,,,,https://mtg-kr.com/cardimage/poketcgSV2P-075.png,SV2P-075,,true
Ajq5Hx2rP4ymsOhOMV3V,SR,오리진 펄기아 V,0,s10P -「스페이스 저글러」,보유중,,,,https://mtg-kr.com/cardimage/poketcgS10P-071.png,S10P-071,,true
AqSX6qDy80gNAPdErh9G,SAR,타부자고 ex,0,sv8a -「테라스탈 페스타 ex」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_220.png,SV8a-220,,true
At2j6VZ8wMomyaWOcB7P,AR,,0,sv11W -「화이트플레어」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_091.png,SV11W-091,,true
AvbAtiy2fjjGmeDYX94t,CSR,무한다이노 V,0,s8b -「VMAX 클라이맥스」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS8b-246.png,S8b-246,포켓몬,true
AvuGkGdK2rDB5kXU8xMD,PROMO,리자몽ex,0,PROMO,보유중,,,6,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV-P/SV-P_163.png,SV-P-0163,포켓몬,true
B15JLp2bTLcvT14X2eS9,UR,,0,s10P -「스페이스 저글러」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS10P-088.png,S10P-088,에너지,true
B1xuHPQjdSGvQPXbdGVY,SAR,오거폰 화덕의 가면 ex,0,sv8a -「테라스탈 페스타 ex」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_204.png,SV8a-204,포켓몬,
B7TZwEBl326rdIiE6cES,SAR,테오키스 Vmax,0,s12a -「VSTAR 유니버스」,보유중,,,,https://mtg-kr.com/cardimage/poketcgS12a-222.png,S12a-222,,true
B99jFCcrfuYQYz6im555,SSR,,0,sm8b -「울트라샤이니」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_243.png,SM8b-243,,true
B9ot3Lthx92bQEsD70uL,SSR,,0,sv4a -「샤이니트레저 ex」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_336.png,SV4a-336,,true
BFcP9ERedR5rL03dyZ8e,SR,,0,s11a -「백열의 아르카나」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS11a-079.png,S11a-079,,true
BFdWzU7DDogbS8aMXsW4,UR,,0,sv5M -「사이버저지」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_099.png,SV5M-099,,true
BIQilFr2u9DCncJhDTJ1,AR,,0,sv11B -「블랙볼트」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_112.png,SV11B-112,,true
BJCQGOB8dVpWmbdHI0az,SR,부스터 V,0,s6a -「이브이 히어로즈」,보유중,,,,https://mtg-kr.com/cardimage/poketcgS6a-073.png,S6a-073,포켓몬,
BMMV2xjv2yx3gigzt9zI,AR,모으령,0,sv3a -「레이징서프」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_068.png,SV3a-068,,true
BSFTcLeAy3GfZ4zWyyle,SAR,세이지,0,sv5M -「사이버저지」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_097.png,SV5M-097,,true
BXECIjOezfCdoz9ho7Ws,SR,,0,sv2a -「포켓몬 카드 151」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_192.png,SV2a-192,,true
BXTLS9DYQxuKFocbjl0J,SR,,0,sv6 -「변환의 가면」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_118.png,SV6-118,,true
BaLwYoNzfeyKsMi8nB5r,AR,디안시,0,s12a -「VSTAR 유니버스」,보유중,,,719,https://mtg-kr.com/cardimage/poketcgS12a-186.png,S12a-186,포켓몬,
BaweKtDRgPHOGTRyu6Tc,SAR,네리네,0,sv8a -「테라스탈 페스타 ex」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_227.png,SV8a-227,,true
Bk7k72gDWonBuVBvrqO5,SAR,N의 조로아크 ex,0,sv9 -「배틀파트너즈」,미보유,,,571,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_127.png,SV0009-0127,포켓몬,
Bl2cNfu3DojtioaLgWXl,SSR,,0,sm8b -「울트라샤이니」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_217.png,SM8b-217,,true
BnNlB5IALytDGkuOifSF,AR,페퍼의 요씽리스,0,sv9a -「열풍의 아레나」,보유중,,,,https://mtg-kr.com/cardimage/poketcgSV9a-075.png,SV9a-075,,true
BnzRn9my8mNbr7QR0VTF,SR,이상해꽃 EX,0,XY BREAK 확장팩 BASE PACK 20th Anniversary,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/XY/CP6/CP6_101.jpg,101/100,,true
Buf9qWOh45AwFnYv3QJY,SR,모야모,0,sv2D -「클레이버스트」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_090.png,SV2D-090,,true
Bvpkz6DXofHii4cplRql,HR,,0,s10P -「스페이스 저글러」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS10P-083.png,S10P-083,,true
BzlCuNATjMW7foVADGk5,AR,,0,sv11W -「화이트플레어」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_105.png,SV11W-105,,true
C2QjXkMCNoexotDSuZRa,SR,,0,m2 -「인페르노X」,미보유,,,,https://mtg-kr.com/cardimage/poketcgM2-102.png,M2-102,,true
C4TDaAv90x95UOassvdz,CHR,팬텀,0,s10a -「다크판타스마」,보유중,,,,https://mtg-kr.com/cardimage/poketcgS10a-074.png,S10a-074,,true
C64aEObcZxfzlQYfLVOQ,UR,기라티나 Vstar,0,s12a -「VSTAR 유니버스」,보유중,,,487,https://mtg-kr.com/cardimage/poketcgS12a-261.png,S0012a-0261,포켓몬,
CGwjdRRorUO5pJ8dsubO,AR,덩구리,0,sv2a -「포켓몬 카드 151」,보유중,,,114,https://mtg-kr.com/cardimage/poketcgSV2a-178.png,SV0002a-0178,,true
CIGkNZ2Edd4lwDrWwXP5,AR,N의 레시라무,0,sv9 -「배틀파트너즈」,보유중,,,643,https://mtg-kr.com/cardimage/poketcgSV9-109.png,SV0009-0109,포켓몬,true
CIQyLUgjNNUrtRwQI59E,AR,,0,sv11B -「블랙볼트」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_116.png,SV11B-116,,true
CQXNzZd2jRY1fGfQU2AV,AR,,0,sv9a -「열풍의 아레나」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_070.png,SV9a-070,,true
CSSKYWLP4oQpXM7iBQsD,AR,,0,sv5a -「크림슨헤이즈」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_074.png,SV5a-074,,true
CXADdbAhmpm0aOgYH2vk,AR,,0,sv9a -「열풍의 아레나」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_074.png,SV9a-074,,true
CXwbBeCFjfBK72JoN0q9,AR,,0,m1L -「메가 브레이브」,보유중,,,,https://mtg-kr.com/cardimage/poketcgM1L-071.png,M1L-071,,true
CZdeQHTQu0QKYQ0ixPc9,AR,,0,m1S -「메가 심포니아」,보유중,,,,https://mtg-kr.com/cardimage/poketcgM1S-069.png,M1S-069,,true
CciZGhtVQMEEl8ul1Aem,SAR,에브이 ex,0,sv8a -「테라스탈 페스타 ex」,보유중,,,,https://mtg-kr.com/cardimage/poketcgSV8a-211.png,SV8a-211,포켓몬,
CfJw4koOEXExy2o9A9Ia,AR,,0,sv3 - 「흑염의 지배자」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_120.png,SV3-120,,true
CjoQKgRwsyIj6rxNgf0G,AR,,0,sv5K -「와일드포스」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_082.png,SV5K-082,,true
ConP0JUOGAASFFyaX3Dr,SR,,0,sv8 -「초전브레이커」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_126.png,SV8-126,,true
CzqfWmuFRID9aknFSmSc,AR,,0,sv6a -「나이트원더러」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_075.png,SV6a-075,,true
D0BjYf3KY6pnHwj9ot5F,AR,,0,sv4M -「미래의 일섬」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_077.png,SV4M-077,,true
D3i3U2RBM89lhIfjO6B2,CHR,,0,s8b -「VMAX 클라이맥스」,보유중,,,,https://mtg-kr.com/cardimage/poketcgS8b-204.png,S8b-204,,true
D5LaDnxWbpUbVPEgbOph,SR,비파,0,sv8a -「테라스탈 페스타 ex」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_191.png,SV8a-191,,true
D5YU4PBhwsCQnCvoZVWC,AR,스트린더,0,s12a -「VSTAR 유니버스」,보유중,,,849,https://mtg-kr.com/cardimage/poketcgS12a-181.png,S12a-181,포켓몬,
D5jas0sa3yWtWfHRJNBh,HR,,0,s11 -「로스트어비스」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS11-118.png,S11-118,,true
D7sEcrpdwGYgmuTn13RT,AR,,0,m2a -「메가드림」,보유중,,,,https://mtg-kr.com/cardimage/poketcgM2a-196.png,M2a-196,,true
D8v40BlyIW99Dn1RvlbZ,S,,0,sm8b -「울트라샤이니」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_175.png,SM8b-175,,true
D9BbsQ9roWOHbbdwwhlC,AR,해골몽,0,sv6a -「나이트원더러」,보유중,,,,https://mtg-kr.com/cardimage/poketcgSV6a-068.png,SV6a-068,,true
D9hGmTZSDtMBpH4NiJOt,SAR,타로,0,sv8a -「테라스탈 페스타 ex」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_231.png,SV8a-231,,true
DEl0290bCv2pzUhOZ4HF,UR,,0,sv9 -「배틀파트너즈」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_132.png,SV9-132,,true
DHMvUWyWEPhV93ToUkKo,SAR,찬석,0,s12a -「VSTAR 유니버스」,보유중,,,,https://mtg-kr.com/cardimage/poketcgS12a-243.png,S12a-243,서포트,true
DOkNogKnlbdyPa1fNAm5,SR,,0,sm10b -「스카이레전드」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM10B/SM10B_058.png,SM10b-058,포켓몬,
DYG0LWfVoUwo1S7gnpUj,HR,,0,s11a -「백열의 아르카나」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS11a-088.png,S11a-088,,true
Dc1NoBUmRbqxfgO48fdv,SR,,0,sv5a -「크림슨헤이즈」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_085.png,SV5a-085,,true
DcLaJ0m4mpwxmtgYCffr,AR,드니꽁,0,sv2P -「스노해저드」,보유중,,,,https://mtg-kr.com/cardimage/poketcgSV2P-076.png,SV2P-076,,true
DkbcBpJOMZp3SefxcmCf,SR,,0,sm6b -「챔피언로드」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6B/SM6B_056.png,SM6b-056,포켓몬,
DncelU1cPUWkdn01jBsa,AR,,0,sv6 -「변환의 가면」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_102.png,SV6-102,,true
DnfuA45V47Sdlzj8NCtR,AR,,0,sv11B -「블랙볼트」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_139.png,SV11B-139,,true
DnxXLiwxBfwxQQ2XPVWR,AR,대도각참,0,sv1S -「스칼렛 ex」,보유중,,,,https://mtg-kr.com/cardimage/poketcgSV1S-089.png,SV1S-089,,true
DnzSgurKqhtFyYeSjK1Z,AR,,0,sv5a -「크림슨헤이즈」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_071.png,SV5a-071,,true
Do8f4aLFwTy76UHLxRyt,CSR,샤로다 V,0,s11a -「백열의 아르카나」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS11a-084.png,S11a-084,,true
DoMnVY2hzBoERNTrrKKD,AR,,0,sv6a -「나이트원더러」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_073.png,SV6a-073,,true
DrZdmTHZbqGk3FaymUCw,AR,,0,sv11B -「블랙볼트」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_127.png,SV11B-127,,true
DvZUd7nBvT53sqAX6OgM,AR,로켓단의 레트라,0,sv10 -「로켓단의 영광」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_108.png,SV10-108,포켓몬,true
DwjKRAUDoym5GbwAJjQe,AR,가라르 프리져,0,s12a -「VSTAR 유니버스」,보유중,,,144,https://mtg-kr.com/cardimage/poketcgS12a-182.png,S12a-182,포켓몬,
E4hm9ZHKbvSsqKIWRuwm,UR,,0,sv9 -「배틀파트너즈」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_130.png,SV9-130,,true
E4myahUNRI5DuEllu380,AR,,0,m1S -「메가 심포니아」,보유중,,,,https://mtg-kr.com/cardimage/poketcgM1S-071.png,M1S-071,,true
E5arM3GgWiUn5VpW6BgK,AR,,0,sv11B -「블랙볼트」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_120.png,SV11B-120,,true
E5eS7QWBV2k4zzE0k2R2,AR,어니부기,0,sv2a -「포켓몬 카드 151」,보유중,,,8,https://mtg-kr.com/cardimage/poketcgSV2a-171.png,SV2a-171,,true
ECb1yJxd3WNldGJKCBEp,AR,,0,sv6 -「변환의 가면」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_112.png,SV6-112,,true
EDrfovFsQTNAl6Lfme9u,AR,,0,m1L -「메가 브레이브」,보유중,,,,https://mtg-kr.com/cardimage/poketcgM1L-074.png,M1L-074,,true
EFXBKBsD0c2R0Ge4mhYN,AR,,0,sv11W -「화이트플레어」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_128.png,SV11W-128,,true
EFgu7SrARJnVtKksU3Rw,CSR,흑마 버드렉스 V,0,s8b -「VMAX 클라이맥스」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS8b-235.png,S8b-235,,true
EJa2VrrReiXa04scumEv,SAR,로켓단의 파이어 ex,0,sv10 -「로켓단의 영광」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_124.png,SV10-124,포켓몬,true
ELJPrAu6cYxOqtZzIoTF,S,,0,sm8b -「울트라샤이니」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_181.png,SM8b-181,,true
EP2blXamqN9ZfyjCMS0n,AR,,0,sv11B -「블랙볼트」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_146.png,SV11B-146,,true
EP5knUifrPfAyc1zdJfY,SAR,피나,0,sv2P -「스노해저드」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_091.png,SV2P-091,서포트,true
ES1uV0GMb9gH4GqRyVqQ,UR,기라티나 Vstar,0,s11 -「로스트어비스」,등급카드,,,487,https://mtg-kr.com/cardimage/poketcgS11-125.png,S0011-0125,포켓몬,
ESRVZxAdPhcpjeq2HRiz,A,빛나는 뮤,0,,보유중,,,,,,,true
ET7L81OGzMebpFVneqr7,SR,,0,sv5K -「와일드포스」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_091.png,SV5K-091,,true
EVBSGd1hBlCMrMmrQJPg,SAR,위유이 ex,0,sv2D -「클레이버스트」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_092.png,SV2D-092,,true
EZUESl8NqdjGTTNh7Aoc,PROMO,피카츄,0,PROMO,보유중,,,25,https://mtg-kr.com/cardimage/poketcgSV-P-126.png,SV-P-126,포켓몬,
EZtJX6QhBbnZ9gcuMz7S,CHR,이브이,0,s8b -「VMAX 클라이맥스」,보유중,,,,https://mtg-kr.com/cardimage/poketcgS8b-210.png,S8b-210,,true
EgcLOsTVeK4xTxWGk67A,SR,,0,sm11a -「리믹스바우트」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11A/SM11A_067.png,SM11a-067,,true
Eha2qmhdyrpKVjG2AiWU,SR,박사의 연구,0,s8b -「VMAX 클라이맥스」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS8b-264.png,S8b-264,서포트,true
EiwFtF5STAH0keBrrJS3,AR,기기어르,0,sv11W -「화이트플레어」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_147.png,SV11W-147,포켓몬,
Ej7S9HNErx0iBtXLXEfU,CHR,엘레이드,0,sm11b -「드림리그」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_057.png,SM11b-057,포켓몬,
EjQ4va1jo3BEb6aeS844,UR,,0,s10P -「스페이스 저글러」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS10P-086.png,S10P-086,포켓몬,
ElsASKgd622ce6opcUyU,UR,,0,sv4M -「미래의 일섬」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_094.png,SV4M-094,,true
Ep6wbQdCVbBH4ChYeYPp,AR,,0,sv11W -「화이트플레어」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_103.png,SV11W-103,,true
EqER0SU2BqsLJQIeMvC9,AR,비조도,0,sv11W -「화이트플레어」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_132.png,SV11W-132,,true
EruTWZvjOHtdg9DnVYQv,UR,,0,s9a -「배틀리전」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS9a-091.png,S9a-091,,true
EsLfB0qcmEaWbdJzSCSm,AR,,0,sv4M -「미래의 일섬」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_068.png,SV4M-068,,true
EvvVToemucc8CGZFXGo4,AR,,0,sv6a -「나이트원더러」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_076.png,SV6a-076,,true
Ewy6U6SBlYiZ2kj0CPrS,MA,메가가디안 ex,0,m2a -「메가드림」,미보유,,,282,https://mtg-kr.com/cardimage/poketcgM2a-226.png,M2a-226,포켓몬,
Exft0E6RX16N9swNky7f,HR,님피아 Vmax,0,s6a -「이브이 히어로즈」,등급카드,,,0700,https://k-tcgpanda.com/cardimg/S/S6a/%EB%8B%98%ED%94%BC%EC%95%84%20VMAX_S6a_093_KOR.jpg,S6a-93,포켓몬,
EyoD7YPHaEMx7ClJ6GZf,SR,,0,sv7a -「낙원드래고나」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7A/SV7A_084.png,SV7a-084,,true
F1iciSFuSaYTmDgw8fUI,S,,0,sm8b -「울트라샤이니」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_166.png,SM8b-166,,true
F6QNMDQffB7KofWxXzrO,SAR,마티스의 거래,0,m1L -「메가 브레이브」,미보유,,,,https://mtg-kr.com/cardimage/poketcgM1L-091.png,M1L-091,,true
F7DVsNBhq0pXbQGEswF8,SR,시트론의 재치,0,sv8 -「초전브레이커」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_129.png,SV8-129,,true
F7v8X8L8fPw1fxE4whOQ,AR,,0,sv7 -「스텔라미라클」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_110.png,SV7-110,,true
F82YA549tgIMxwPEejBq,AR,,0,sv9a -「열풍의 아레나」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_064.png,SV9a-064,,true
FB3d8D9qn6XwdQINk6Vu,SAR,후파 V,0,s12a -「VSTAR 유니버스」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS12a-231.png,S12a-231,,true
FD5wbSJrL51kD1VnlFMq,AR,,0,sv5a -「크림슨헤이즈」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_072.png,SV5a-072,,true
FHCbI6dtbNNrHnJHpW18,UR,,0,sv2P -「스노해저드」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_097.png,SV2P-097,,true
FIgBA61tUe0bWei2wLOV,SR,,0,m2a -「메가드림」,미보유,,,,https://mtg-kr.com/cardimage/poketcgM2a-216.png,M2a-216,,true
FJ0yL2l5AOp9lek6dy1Y,PROMO,유나가바 부스터,0,PROMO,등급카드,,,,,,,true
FOmLKoAFpkEa658sQHvG,기타 AR,마리의 모르페코,0,svOM -「마리의 모르페코&오롱털 ex」,보유중,,,,https://mtg-kr.com/cardimage/poketcgSVOM-020.png,SVOM-020,,true
FS5G7d8tDRP1ulHC499w,SR,굽이치는물결 ex,0,sv5K -「와일드포스」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_086.png,SV5K-086,포켓몬,
FStAirMiHIPsiWiNZf8D,SR,,0,s12a -「VSTAR 유니버스」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS12a-251.png,S12a-251,,true
FTeg1MMcyfZhqoxBTm5h,SR,,0,s10P -「스페이스 저글러」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS10P-074.png,S10P-074,,true
FX1fxtbwg6Ld4LgMTl64,SR,,0,sm6a -「드래곤스톰」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6A/SM6A_054.png,SM6a-054,포켓몬,
FZJPTZO5KRhBUyYhvpwH,CSR,다태우지네 V,0,s8b -「VMAX 클라이맥스」,보유중,,,,https://mtg-kr.com/cardimage/poketcgS8b-218.png,S8b-218,,true
FdfLMnwyYiEhZwx7YBJN,SAR,페퍼의 마피티프 ex,0,sv9a -「열풍의 아레나」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_088.png,SV9a-088,,true
Fi2swINqYC6L4Z44vVql,AR,,0,sv5M -「사이버저지」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_075.png,SV5M-075,,true
FnftXkwZ1hh0AvfJniLX,SAR,페퍼,0,sv1V -「바이올렛 ex」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_105.png,SV1V-105,,true
FoG0CQDmVWZaY4HnaTQo,SAR,메가가디안 ex,0,m1S -「메가 심포니아」,미보유,,,282,https://mtg-kr.com/cardimage/poketcgM1S-087.png,M1S-087,포켓몬,true
FsLfsvX5xTIMBZGoXSre,,,0,s10a -「다크판타스마」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS10a-086.png,S10a-086,,true
FstejO7Pwfym7TkydEzq,SR,,0,s12a -「VSTAR 유니버스」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS12a-254.png,S12a-254,,true
FurpB21sobfnLmPgGQ2n,SR,,0,s10P -「스페이스 저글러」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS10P-068.png,S10P-068,,true
FzIN3B3Ko9qFMjIPNfq8,CHR,리자몽,0,s8b -「VMAX 클라이맥스」,보유중,,,,https://mtg-kr.com/cardimage/poketcgS8b-187.png,S8b-187,포켓몬,true
G6yGptaDE3oyFsIkOGpp,AR,,0,sv4M -「미래의 일섬」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_069.png,SV4M-069,,true
G88QtinYEmg6Rw3BsP3X,AR,,0,sv1V -「바이올렛 ex」,보유중,,,,https://mtg-kr.com/cardimage/poketcgSV1V-087.png,SV1V-087,,true
GF82jLqOF5X1pNuq1U1W,SAR,날뛰는우레 ex,0,sv5K -「와일드포스」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_095.png,SV5K-095,포켓몬,
GH6UhobCHjdyPDLnqSnJ,SR,거북왕&팽도리 GX,0,sm11a -「리믹스바우트」,보유중,,,,https://mtg-kr.com/cardimage/poketcgSM11a-069.png,SM11a-069,포켓몬,
GHv1zbzmruJt2seGe7NH,SAR,게노세크트 ex,0,sv11B -「블랙볼트」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_172.png,SV11B-172,포켓몬,
GLEMHFmeNy1iPYJ4yyeY,AR,이슬의 고라파덕,0,sv9a -「열풍의 아레나」,보유중,,,,https://mtg-kr.com/cardimage/poketcgSV9a-071.png,SV9a-071,포켓몬,true
GPSE32NtPdlxXCCsOMSQ,SAR,리피아 Vstar,0,s12a -「VSTAR 유니버스」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS12a-210.png,S12a-210,,true
GQWUAJATkq44a7156wRW,SAR,메가팬텀 ex,0,m2a -「메가드림」,보유중,,,,https://mtg-kr.com/cardimage/poketcgM2a-240.png,M2a-240,포켓몬,true
GR3kggcgJd41Vt53zYc5,AR,,0,sv4K -「고대의 포효」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_072.png,SV4K-072,,true
