raw_database_id,pokedexNumber,isLegacy,cardName,imageUrl,type,possessions,status,series,cardNumber,rarity,createdAt,price
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_127.png,,,미보유,sv3 - 「흑염의 지배자」,SV3-127,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS11-116.png,,,미보유,s11 -「로스트어비스」,S11-116,SR,,0
,,true,크로뱃 V,https://mtg-kr.com/cardimage/poketcgS8b-243.png,,,보유중,s8b -「VMAX 클라이맥스」,S8b-243,CSR,,0
,,,기라티나 V,https://mtg-kr.com/cardimage/poketcgS11-111.png,포켓몬,,보유중,s11 -「로스트어비스」,S11-111,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS11a-090.png,,,미보유,s11a -「백열의 아르카나」,S11a-090,HR,,0
,,true,신룡,https://mtg-kr.com/cardimage/poketcgSV2a-182.png,,,보유중,sv2a -「포켓몬 카드 151」,SV2a-182,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_174.png,,,미보유,sm8b -「울트라샤이니」,SM8b-174,S,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS10P-072.png,,,미보유,s10P -「스페이스 저글러」,S10P-072,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM1S-065.png,,,보유중,m1S -「메가 심포니아」,M1S-065,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS9a-075.png,,,미보유,s9a -「배틀리전」,S9a-075,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_097.png,,,미보유,sv2D -「클레이버스트」,SV2D-097,UR,,0
,,true,리피아 ex,https://mtg-kr.com/cardimage/poketcgSV8a-200.png,,,보유중,sv8a -「테라스탈 페스타 ex」,SV8a-200,SAR,,0
,,true,바오프,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_099.png,,,보유중,sv11W -「화이트플레어」,SV11W-099,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_133.png,,,미보유,sv7 -「스텔라미라클」,SV7-133,UR,,0
,,true,수리둥보,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_156.png,,,보유중,sv11W -「화이트플레어」,SV11W-156,AR,,0
,,true,카시오페아,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_091.png,,,미보유,sv6a -「나이트원더러」,SV6a-091,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_115.png,,,보유중,sv3 - 「흑염의 지배자」,SV3-115,AR,,0
,,true,피나,https://mtg-kr.com/cardimage/poketcgSV8a-199.png,,,미보유,sv8a -「테라스탈 페스타 ex」,SV8a-199,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_212.png,,,미보유,sm8b -「울트라샤이니」,SM8b-212,SSR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_215.png,,,미보유,sm8b -「울트라샤이니」,SM8b-215,SSR,,0
,,true,무쇠잎새 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_093.png,포켓몬,,미보유,sv5M -「사이버저지」,SV5M-093,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_195.png,,,미보유,sm8b -「울트라샤이니」,SM8b-195,S,,0
,,true,비조푸,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_131.png,,,보유중,sv11W -「화이트플레어」,SV11W-131,AR,,0
,,,라플레시아 GX,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_062.png,포켓몬,,미보유,sm11b -「드림리그」,SM11b-062,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM1S-082.png,,,미보유,m1S -「메가 심포니아」,M1S-082,SR,,0
,,,M거북왕 EX,https://cards.image.pokemonkorea.co.kr/data/wmimages/XY/CP6/CP6_106.jpg,포켓몬,,미보유,XY BREAK 확장팩 BASE PACK 20th Anniversary,106/100,SR,,0
,,true,월로,https://mtg-kr.com/cardimage/poketcgS10a-087.png,,,미보유,s10a -「다크판타스마」,S10a-087,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_325.png,,,미보유,sv4a -「샤이니트레저 ex」,SV4a-325,SSR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_138.png,,,보유중,sv11B -「블랙볼트」,SV11B-138,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_122.png,,,미보유,sv3 - 「흑염의 지배자」,SV3-122,SR,,0
,,true,로토무 V,https://mtg-kr.com/cardimage/poketcgS11-104.png,포켓몬,,미보유,s11 -「로스트어비스」,S11-104,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM2-091.png,,,보유중,m2 -「인페르노X」,M2-091,AR,,0
,,true,비조도,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_132.png,,,보유중,sv11W -「화이트플레어」,SV11W-132,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_102.png,,,보유중,sv6 -「변환의 가면」,SV6-102,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS10P-085.png,,,미보유,s10P -「스페이스 저글러」,S10P-085,HR,,0
,,true,네리네,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_188.png,,,미보유,sv8a -「테라스탈 페스타 ex」,SV8a-188,SR,,0
,,true,애프룡,https://mtg-kr.com/cardimage/poketcgSV7a-074.png,,,보유중,sv7a -「낙원드래고나」,SV7a-074,AR,,0
,,,오거폰 벽록의 가면 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_125.png,포켓몬,,미보유,sv6 -「변환의 가면」,SV6-125,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_101.png,,,보유중,sv10 -「로켓단의 영광」,SV10-101,AR,,0
,,true,메가염무왕 ex,https://mtg-kr.com/cardimage/poketcgMC-762.png,포켓몬,,보유중,MC - MEGA「스타트 덱 100 배틀컬렉션」,MC-762,없음,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_187.png,,,미보유,sv2a -「포켓몬 카드 151」,SV2a-187,SR,,0
,,true,비버통,https://mtg-kr.com/cardimage/poketcgS12a-200.png,,,보유중,s12a -「VSTAR 유니버스」,S12a-200,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_076.png,,,보유중,sv4M -「미래의 일섬」,SV4M-076,AR,,0
,,true,무쇠손 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_210.png,포켓몬,,미보유,sv8a -「테라스탈 페스타 ex」,SV8a-210,SAR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS10P-088.png,에너지,,미보유,s10P -「스페이스 저글러」,S10P-088,UR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_184.png,,,미보유,sm8b -「울트라샤이니」,SM8b-184,S,,0
,,true,수댕이,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_102.png,,,보유중,sv11W -「화이트플레어」,SV11W-102,AR,,0
,,true,파라블레이즈,poketcgSV8-109.png,,,보유중,sv8 -「초전브레이커」,SV8-109,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_188.png,,,미보유,sm8b -「울트라샤이니」,SM8b-188,S,,0
,,true,이상해꽃 EX,https://cards.image.pokemonkorea.co.kr/data/wmimages/XY/CP6/CP6_101.jpg,,,미보유,XY BREAK 확장팩 BASE PACK 20th Anniversary,101/100,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_324.png,,,보유중,sv4a -「샤이니트레저 ex」,SV4a-324,SSR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_065.png,,,보유중,sv9a -「열풍의 아레나」,SV9a-065,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_083.png,,,보유중,sv5M -「사이버저지」,SV5M-083,AR,,0
,,true,비파,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_096.png,,,미보유,sv5K -「와일드포스」,SV5K-096,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_112.png,,,보유중,sv7 -「스텔라미라클」,SV7-112,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM1S-072.png,,,보유중,m1S -「메가 심포니아」,M1S-072,AR,,0
,,true,보스의 지령,https://mtg-kr.com/cardimage/poketcgMC-760.png,,,미보유,MC - MEGA「스타트 덱 100 배틀컬렉션」,MC-760,없음,,0
,,true,파리스,https://mtg-kr.com/cardimage/poketcgS12a-207.png,,,보유중,s12a -「VSTAR 유니버스」,S12a-207,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_214.png,,,미보유,sm8b -「울트라샤이니」,SM8b-214,SSR,,0
,,true,사구아로,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_096.png,서포트,,미보유,sv2D -「클레이버스트」,SV2D-096,SAR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM2a-209.png,,,보유중,m2a -「메가드림」,M2a-209,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_139.png,,,보유중,sv11B -「블랙볼트」,SV11B-139,AR,,0
,,,꼬지모,https://mtg-kr.com/cardimage/poketcgSV2P-080.png,포켓몬,,보유중,sv2P -「스노해저드」,SV2P-080,AR,,0
,,true,부우부,https://mtg-kr.com/cardimage/poketcgS9a-073.png,,,보유중,s9a -「배틀리전」,S9a-073,CHR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_099.png,,,미보유,sv5M -「사이버저지」,SV5M-099,UR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_158.png,,,미보유,sm8b -「울트라샤이니」,SM8b-158,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM2-086.png,,,보유중,m2 -「인페르노X」,M2-086,AR,,0
,,true,메가망나뇽 ex,https://mtg-kr.com/cardimage/poketcgM2a-246.png,포켓몬,,미보유,m2a -「메가드림」,M2a-246,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_119.png,,,보유중,sv11B -「블랙볼트」,SV11B-119,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS10a-086.png,,,미보유,s10a -「다크판타스마」,S10a-086,,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_134.png,,,보유중,sv11W -「화이트플레어」,SV11W-134,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgMC-754.png,,,보유중,MC - MEGA「스타트 덱 100 배틀컬렉션」,MC-754,기타 AR,,0
,,true,야나프,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_089.png,,,보유중,sv11B -「블랙볼트」,SV11B-089,AR,,0
,,true,번치코 V,https://mtg-kr.com/cardimage/poketcgS8b-216.png,포켓몬,,미보유,s8b -「VMAX 클라이맥스」,S8b-216,CSR,,0
,,true,드니꽁,https://mtg-kr.com/cardimage/poketcgSV2P-076.png,,,보유중,sv2P -「스노해저드」,SV2P-076,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM1L-077.png,,,미보유,m1L -「메가 브레이브」,M1L-077,SR,,0
,,true,우락고래,https://mtg-kr.com/cardimage/poketcgSV7a-069.png,,,보유중,sv7a -「낙원드래고나」,SV7a-069,AR,,0
,,true,단굴,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_125.png,,,보유중,sv11W -「화이트플레어」,SV11W-125,AR,,0
,,true,저지맨,https://mtg-kr.com/cardimage/poketcgS8b-274.png,서포트,,미보유,s8b -「VMAX 클라이맥스」,S8b-274,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS9-108.png,,,미보유,s9 -「스타버스」,S9-108,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_079.png,,,미보유,sv6a -「나이트원더러」,SV6a-079,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_160.png,,,미보유,sv11B -「블랙볼트」,SV11B-160,SR,,0
,,true,치갈기,https://mtg-kr.com/cardimage/poketcgSV7a-068.png,,,보유중,sv7a -「낙원드래고나」,SV7a-068,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_164.png,,,미보유,sv11W -「화이트플레어」,SV11W-164,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_079.png,,,미보유,sv3a -「레이징서프」,SV3a-079,SR,,0
,,true,채두,https://mtg-kr.com/cardimage/poketcgS8b-275.png,서포트,,미보유,s8b -「VMAX 클라이맥스」,S8b-275,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM2a-231.png,,,미보유,m2a -「메가드림」,M2a-231,MA,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_125.png,,,미보유,sv8 -「초전브레이커」,SV8-125,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS11a-088.png,,,미보유,s11a -「백열의 아르카나」,S11a-088,HR,,0
,,true,쫀도기,https://mtg-kr.com/cardimage/poketcgSV1S-085.png,포켓몬,,보유중,sv1S -「스칼렛 ex」,SV1S-085,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_072.png,,,보유중,sv4M -「미래의 일섬」,SV4M-072,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_137.png,,,보유중,sv11B -「블랙볼트」,SV11B-137,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_145.png,,,보유중,sv11B -「블랙볼트」,SV11B-145,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_110.png,,,보유중,sv11W -「화이트플레어」,SV11W-110,AR,,0
,,true,철시드,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_144.png,포켓몬,,보유중,sv11W -「화이트플레어」,SV11W-144,AR,,0
,,true,백마 버드렉스 V,https://mtg-kr.com/cardimage/poketcgS8b-220.png,포켓몬,,미보유,s8b -「VMAX 클라이맥스」,S8b-220,CSR,,0
,,,기라티나 Vstar,https://mtg-kr.com/cardimage/poketcgS12a-261.png,포켓몬,,보유중,s12a -「VSTAR 유니버스」,S12a-261,UR,,0
,,true,부르르릉 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_135.png,,,미보유,sv3 - 「흑염의 지배자」,SV3-135,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_159.png,,,미보유,sv11B -「블랙볼트」,SV11B-159,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM1S-079.png,,,미보유,m1S -「메가 심포니아」,M1S-079,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_124.png,,,미보유,sv7 -「스텔라미라클」,SV7-124,SR,,0
,,true,민진의 헤아림,https://mtg-kr.com/cardimage/poketcgM1S-090.png,,,미보유,m1S -「메가 심포니아」,M1S-090,SAR,,0
,,true,자시안 V,https://mtg-kr.com/cardimage/poketcgS12a-225.png,포켓몬,,보유중,s12a -「VSTAR 유니버스」,S12a-225,SAR,,0
,,true,모래털가죽 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_215.png,포켓몬,,미보유,sv8a -「테라스탈 페스타 ex」,SV8a-215,SAR,,0
,,,라이코 V,https://mtg-kr.com/cardimage/poketcgS12a-218.png,포켓몬,,보유중,s12a -「VSTAR 유니버스」,S12a-218,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_073.png,,,보유중,sv9a -「열풍의 아레나」,SV9a-073,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM1L-071.png,,,보유중,m1L -「메가 브레이브」,M1L-071,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_103.png,,,보유중,sv10 -「로켓단의 영광」,SV10-103,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_078.png,,,보유중,sv5M -「사이버저지」,SV5M-078,AR,,0
,,,과미드라 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_127.png,포켓몬,,미보유,sv7 -「스텔라미라클」,SV7-127,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_113.png,,,미보유,sv9 -「배틀파트너즈」,SV9-113,SR,,0
,,true,네오라이트 V,https://mtg-kr.com/cardimage/poketcgS9-105.png,,,미보유,s9 -「스타버스」,S9-105,SR,,0
,,,러브로스 V,https://mtg-kr.com/cardimage/poketcgS10a-088.png,포켓몬,,미보유,s10a -「다크판타스마」,S10a-088,CSR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM1L-083.png,,,미보유,m1L -「메가 브레이브」,M1L-083,SR,,0
,150,true,뮤츠,https://mtg-kr.com/cardimage/poketcgSV2a-183.png,포켓몬,,보유중,sv2a -「포켓몬 카드 151」,SV2a-183,AR,,0
,,,엘레이드 V,https://mtg-kr.com/cardimage/poketcgS10a-089.png,포켓몬,,미보유,s10a -「다크판타스마」,S10a-089,CSR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_089.png,,,보유중,sv11W -「화이트플레어」,SV11W-089,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS11-120.png,,,미보유,s11 -「로스트어비스」,S11-120,HR,,0
,25,,피카츄,https://mtg-kr.com/cardimage/poketcgSV2a-173.png,포켓몬,,보유중,sv2a -「포켓몬 카드 151」,SV2a-173,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_085.png,,,미보유,sv6a -「나이트원더러」,SV6a-085,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_079.png,,,미보유,sv4M -「미래의 일섬」,SV4M-079,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM1S-073.png,,,보유중,m1S -「메가 심포니아」,M1S-073,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_095.png,,,미보유,sv1V -「바이올렛 ex」,SV1V-095,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS9a-085.png,,,미보유,s9a -「배틀리전」,S9a-085,HR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM2-084.png,,,보유중,m2 -「인페르노X」,M2-084,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_104.png,,,보유중,sv10 -「로켓단의 영광」,SV10-104,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_085.png,,,미보유,sv2P -「스노해저드」,SV2P-085,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS8b-199.png,,,보유중,s8b -「VMAX 클라이맥스」,S8b-199,CHR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_137.png,,,미보유,sv8 -「초전브레이커」,SV8-137,UR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_092.png,,,미보유,sv3a -「레이징서프」,SV3a-092,UR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_228.png,,,미보유,sm8b -「울트라샤이니」,SM8b-228,SSR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_071.png,,,보유중,sv4K -「고대의 포효」,SV4K-071,AR,,0
,,true,트래피더 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_101.png,,,미보유,sv1V -「바이올렛 ex」,SV1V-101,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_120.png,,,보유중,sv3 - 「흑염의 지배자」,SV3-120,AR,,0
,,true,베라카스,https://mtg-kr.com/cardimage/poketcgSV2P-079.png,포켓몬,,보유중,sv2P -「스노해저드」,SV2P-079,AR,,0
,,true,유빈의 확신,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_097.png,,,미보유,sv5K -「와일드포스」,SV5K-097,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_083.png,,,미보유,sv3a -「레이징서프」,SV3a-083,SR,,0
,,true,불비달마,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_099.png,,,보유중,sv11B -「블랙볼트」,SV11B-099,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_072.png,,,보유중,sv5a -「크림슨헤이즈」,SV5a-072,AR,,0
,,true,칠리,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_088.png,,,미보유,sv3a -「레이징서프」,SV3a-088,SAR,,0
,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6A/SM6A_057.png,포켓몬,,미보유,sm6a -「드래곤스톰」,SM6a-057,SR,,0
,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6B/SM6B_055.png,포켓몬,,미보유,sm6b -「챔피언로드」,SM6b-055,SR,,0
,,true,님피아 Vmax,https://mtg-kr.com/cardimage/poketcgS8b-232.png,,,보유중,s8b -「VMAX 클라이맥스」,S8b-232,CSR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_080.png,,,미보유,sv5a -「크림슨헤이즈」,SV5a-080,SR,,0
,,true,오박사의 세팅,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11A/SM11A_073.png,,,미보유,sm11a -「리믹스바우트」,SM11a-073,SR,,0
,,,따라큐,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_058.png,포켓몬,,미보유,sm11b -「드림리그」,SM11b-058,CHR,,0
,,true,몰드류,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_059.png,,,미보유,sm11b -「드림리그」,SM11b-059,CHR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM2-090.png,,,보유중,m2 -「인페르노X」,M2-090,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_203.png,,,미보유,sm8b -「울트라샤이니」,SM8b-203,S,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_073.png,,,보유중,sv5K -「와일드포스」,SV5K-073,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS8b-258.png,서포트,,미보유,s8b -「VMAX 클라이맥스」,S8b-258,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS8b-208.png,,,보유중,s8b -「VMAX 클라이맥스」,S8b-208,CHR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_125.png,,,미보유,sv7 -「스텔라미라클」,SV7-125,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_073.png,,,보유중,sv2D -「클레이버스트」,SV2D-073,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_340.png,,,보유중,sv4a -「샤이니트레저 ex」,SV4a-340,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_207.png,,,미보유,sm8b -「울트라샤이니」,SM8b-207,SSR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_122.png,,,미보유,sv9 -「배틀파트너즈」,SV9-122,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_093.png,,,미보유,sv6a -「나이트원더러」,SV6a-093,UR,,0
,,true,파쪼옥,https://mtg-kr.com/cardimage/poketcgSV7-108.png,,,보유중,sv7 -「스텔라미라클」,SV7-108,AR,,0
,,true,단지래플,https://mtg-kr.com/cardimage/poketcgSV7a-075.png,,,보유중,sv7a -「낙원드래고나」,SV7a-075,AR,,0
,,true,지니어,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1S/SV1S_100.png,서포트,,미보유,sv1S -「스칼렛 ex」,SV1S-100,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_190.png,,,미보유,sv8a -「테라스탈 페스타 ex」,SV8a-190,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_106.png,,,보유중,sv10 -「로켓단의 영광」,SV10-106,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_087.png,,,미보유,sv2D -「클레이버스트」,SV2D-087,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_160.png,,,미보유,sm8b -「울트라샤이니」,SM8b-160,SR,,0
,,true,다크펫 GX,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_221.png,,,미보유,sm8b -「울트라샤이니」,SM8b-221,SSR,,0
,,true,리자몽 EX,https://cards.image.pokemonkorea.co.kr/data/wmimages/XY/CP6/CP6_103.jpg,포켓몬,,미보유,XY BREAK 확장팩 BASE PACK 20th Anniversary,103/100,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_073.png,,,보유중,sv3a -「레이징서프」,SV3a-073,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_124.png,,,보유중,sv11W -「화이트플레어」,SV11W-124,AR,,0
,,true,빙큐보,https://mtg-kr.com/cardimage/poketcgSV2P-074.png,,,보유중,sv2P -「스노해저드」,SV2P-074,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_075.png,,,보유중,sv5K -「와일드포스」,SV5K-075,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS11-122.png,,,미보유,s11 -「로스트어비스」,S11-122,HR,,0
,,true,규토리장인,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6B/SM6B_061.png,서포트,,보유중,sm6b -「챔피언로드」,SM6b-061,SR,,0
,,true,요가램 V,https://mtg-kr.com/cardimage/poketcgS7r-072.png,,,미보유,s7R -「창공스트림」,S7r-072,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_100.png,서포트,,미보유,sv1V -「바이올렛 ex」,SV1V-100,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM2a-204.png,,,보유중,m2a -「메가드림」,M2a-204,AR,,0
