raw_database_id,pokedexNumber,isLegacy,rarity,imageUrl,cardNumber,cardName,type,possessions,status,createdAt,language,series,price
CGwjdRRorUO5pJ8dsubO,114,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV2a-178.png,SV2a-178,덩구리,포켓몬,,보유중,,,sv2a -「포켓몬 카드 151」,0
CHzqtV7dhcnUCUmeLtk4,,,RR,https://mtg-kr.com/cardimage/poketcgSM12a-016.png,SM12a-016,레시라무&리자몽 GX,,,,,,sm12a -「TAG TEAM GX 태그올스타즈」,0
CIAJZfe8YxXXhG3JVtPe,,,SR,https://mtg-kr.com/cardimage/poketcgSM12a-181.png,SM12a-181,블래키&다크라이 GX,,,,,,sm12a -「TAG TEAM GX 태그올스타즈」,0
CIGkNZ2Edd4lwDrWwXP5,643,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV9-109.png,SV9-109,N의 레시라무,포켓몬,,보유중,,,sv9 -「배틀파트너즈」,0
CIQyLUgjNNUrtRwQI59E,,TRUE,AR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_116.png,SV11B-116,,포켓몬,,보유중,,,sv11B -「블랙볼트」,0
CQXNzZd2jRY1fGfQU2AV,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV9a-070.png,SV9a-070,,포켓몬,,보유중,,,sv9a -「열풍의 아레나」,0
CSSKYWLP4oQpXM7iBQsD,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV5a-074.png,SV5a-074,,포켓몬,,보유중,,,sv5a -「크림슨헤이즈」,0
CVZ4V5iWIv4Hfwh8I4yN,,,SR,https://mtg-kr.com/cardimage/poketcgSM12a-185.png,SM12a-185,토게피&삐&푸푸린 GX,,,,,,sm12a -「TAG TEAM GX 태그올스타즈」,0
CXADdbAhmpm0aOgYH2vk,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV9a-074.png,SV9a-074,로토무,포켓몬,,보유중,,한국,sv9a -「열풍의 아레나」,0
CXwbBeCFjfBK72JoN0q9,442,TRUE,AR,https://mtg-kr.com/cardimage/poketcgM1L-071.png,M1L-071,화강돌,포켓몬,,보유중,,,m1L -「메가 브레이브」,0
CZdeQHTQu0QKYQ0ixPc9,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgM1S-069.png,M1S-069,인텔리레온,포켓몬,,보유중,,,m1S -「메가 심포니아」,0
CciZGhtVQMEEl8ul1Aem,,,SAR,https://mtg-kr.com/cardimage/poketcgSV8a-211.png,SV8a-211,에브이 ex,포켓몬,,보유중,,,sv8a -「테라스탈 페스타 ex」,0
CfJw4koOEXExy2o9A9Ia,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV3-120.png,SV3-120,,포켓몬,,보유중,,,sv3 - 「흑염의 지배자」,0
CfNYv68DxN0vJ79C53vy,,,HR,https://mtg-kr.com/cardimage/poketcgS12-116.png,S12-116,,,,,,,s12 -「패러다임트리거」,0
CjoQKgRwsyIj6rxNgf0G,,TRUE,AR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_082.png,SV5K-082,치라미,포켓몬,,보유중,,한국,sv5K -「와일드포스」,0
ConP0JUOGAASFFyaX3Dr,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgSV8-126.png,SV8-126,,,,미보유,,,sv8 -「초전브레이커」,0
CzXYtIFtzj58VvBhFo9P,,,AR,https://mtg-kr.com/cardimage/poketcgM3-089.png,M3-089,티고라스,포켓몬,,보유중,,,m3 -「니힐제로」,0
CzqfWmuFRID9aknFSmSc,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV6a-075.png,SV6a-075,,포켓몬,,보유중,,,sv6a -「나이트원더러」,0
D0BjYf3KY6pnHwj9ot5F,,TRUE,AR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_077.png,SV4M-077,,포켓몬,,보유중,,,sv4M -「미래의 일섬」,0
D3i3U2RBM89lhIfjO6B2,,TRUE,CHR,https://mtg-kr.com/cardimage/poketcgS8b-204.png,S8b-204,,포켓몬,,보유중,,,s8b -「VMAX 클라이맥스」,0
D5LaDnxWbpUbVPEgbOph,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgSV8a-191.png,SV8a-191,비파,,,미보유,,,sv8a -「테라스탈 페스타 ex」,0
D5YU4PBhwsCQnCvoZVWC,849,,AR,https://mtg-kr.com/cardimage/poketcgS12a-181.png,S12a-181,스트린더,포켓몬,,보유중,,,s12a -「VSTAR 유니버스」,0
D5jas0sa3yWtWfHRJNBh,,TRUE,HR,https://mtg-kr.com/cardimage/poketcgS11-118.png,S11-118,,,,미보유,,,s11 -「로스트어비스」,0
D7sEcrpdwGYgmuTn13RT,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgM2a-196.png,M2a-196,,포켓몬,,보유중,,,m2a -「메가드림」,0
D8v40BlyIW99Dn1RvlbZ,,TRUE,S,https://mtg-kr.com/cardimage/poketcgSM8b-175.png,SM8b-175,,,,미보유,,,sm8b -「울트라샤이니」,0
D9BbsQ9roWOHbbdwwhlC,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV6a-068.png,SV6a-068,해골몽,포켓몬,,보유중,,,sv6a -「나이트원더러」,0
D9hGmTZSDtMBpH4NiJOt,,TRUE,SAR,https://mtg-kr.com/cardimage/poketcgSV8a-231.png,SV8a-231,타로,,,미보유,,,sv8a -「테라스탈 페스타 ex」,0
DEl0290bCv2pzUhOZ4HF,,TRUE,UR,https://mtg-kr.com/cardimage/poketcgSV9-132.png,SV9-132,,,,미보유,,,sv9 -「배틀파트너즈」,0
DGKxpLwMyGzOJcLGx5Fz,,,SR,https://mtg-kr.com/cardimage/poketcgSM12a-196.png,SM12a-196,야콘,,,,,,sm12a -「TAG TEAM GX 태그올스타즈」,0
DHA4qlU2nD8JklvRWS7e,,,SR,https://mtg-kr.com/cardimage/poketcgM3-100.png,M3-100,나옹 ex,포켓몬,,미보유,,,m3 -「니힐제로」,0
DHMvUWyWEPhV93ToUkKo,,TRUE,SAR,https://mtg-kr.com/cardimage/poketcgS12a-243.png,S12a-243,찬석,서포트,,보유중,,,s12a -「VSTAR 유니버스」,0
DNnvAGM1twMJwC1pYxZU,,,RR,https://mtg-kr.com/cardimage/poketcgSM9b-001.png,SM9b-001,페로코체&매시붕 GX,,,,,,sm9b -「풀메탈월」,0
DOkNogKnlbdyPa1fNAm5,,,SR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM10B/SM10B_058.png,SM10b-058,,포켓몬,,미보유,,,sm10b -「스카이레전드」,0
DYG0LWfVoUwo1S7gnpUj,,TRUE,HR,https://mtg-kr.com/cardimage/poketcgS11a-088.png,S11a-088,,,,미보유,,,s11a -「백열의 아르카나」,0
Dc1NoBUmRbqxfgO48fdv,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgSV5a-085.png,SV5a-085,,,,미보유,,,sv5a -「크림슨헤이즈」,0
DcLaJ0m4mpwxmtgYCffr,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV2P-076.png,SV2P-076,드니꽁,포켓몬,,보유중,,,sv2P -「스노해저드」,0
Dgy4CZj30Xe1k3wMaHRG,,,UR,https://mtg-kr.com/cardimage/poketcgS12-124.png,S12-124,,,,,,,s12 -「패러다임트리거」,0
DkbcBpJOMZp3SefxcmCf,,,SR,,SM6b-056,,포켓몬,,미보유,,,sm6b -「챔피언로드」,0
DncelU1cPUWkdn01jBsa,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV6-102.png,SV6-102,,포켓몬,,보유중,,,sv6 -「변환의 가면」,0
DnfuA45V47Sdlzj8NCtR,,TRUE,AR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_139.png,SV11B-139,,포켓몬,,보유중,,,sv11B -「블랙볼트」,0
DnxXLiwxBfwxQQ2XPVWR,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV1S-089.png,SV1S-089,대도각참,포켓몬,,보유중,,,sv1S -「스칼렛 ex」,0
DnzSgurKqhtFyYeSjK1Z,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV5a-071.png,SV5a-071,피오네,포켓몬,,보유중,,한국,sv5a -「크림슨헤이즈」,0
Do8f4aLFwTy76UHLxRyt,,TRUE,CSR,https://mtg-kr.com/cardimage/poketcgS11a-084.png,S11a-084,샤로다 V,포켓몬,,미보유,,,s11a -「백열의 아르카나」,0
DoMnVY2hzBoERNTrrKKD,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV6a-073.png,SV6a-073,,포켓몬,,보유중,,,sv6a -「나이트원더러」,0
DrZdmTHZbqGk3FaymUCw,,TRUE,AR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_127.png,SV11B-127,,포켓몬,,보유중,,,sv11B -「블랙볼트」,0
DsB2HxeOt4r7h3WJtdCv,,,RR,https://mtg-kr.com/cardimage/poketcgSM12a-102.png,SM12a-102,파이어&썬더&프리져 GX,,,,,,sm12a -「TAG TEAM GX 태그올스타즈」,0
DvZUd7nBvT53sqAX6OgM,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV10-108.png,SV10-108,로켓단의 레트라,포켓몬,,보유중,,,sv10 -「로켓단의 영광」,0
DwjKRAUDoym5GbwAJjQe,144,,AR,https://mtg-kr.com/cardimage/poketcgS12a-182.png,S12a-182,가라르 프리져,포켓몬,,보유중,,,s12a -「VSTAR 유니버스」,0
DyMEdmGjgFimEVoT2e51,,,SR,https://mtg-kr.com/cardimage/poketcgM3-101.png,M3-101,,,,미보유,,,m3 -「니힐제로」,0
E4hm9ZHKbvSsqKIWRuwm,,TRUE,UR,https://mtg-kr.com/cardimage/poketcgSV9-130.png,SV9-130,,,,미보유,,,sv9 -「배틀파트너즈」,0
E4myahUNRI5DuEllu380,65,TRUE,AR,https://mtg-kr.com/cardimage/poketcgM1S-071.png,M1S-071,후딘,포켓몬,,보유중,,,m1S -「메가 심포니아」,0
E5arM3GgWiUn5VpW6BgK,,TRUE,AR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_120.png,SV11B-120,,포켓몬,,보유중,,,sv11B -「블랙볼트」,0
E5eS7QWBV2k4zzE0k2R2,8,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV2a-171.png,SV2a-171,어니부기,포켓몬,,보유중,,,sv2a -「포켓몬 카드 151」,0
ECb1yJxd3WNldGJKCBEp,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV6-112.png,SV6-112,,포켓몬,,보유중,,,sv6 -「변환의 가면」,0
ECwQMWb6JZ2Eqa4rQFpo,,,UR,https://mtg-kr.com/cardimage/poketcgS12-125.png,S12-125,,,,,,,s12 -「패러다임트리거」,0
EDrfovFsQTNAl6Lfme9u,21,TRUE,AR,https://mtg-kr.com/cardimage/poketcgM1L-074.png,M1L-074,깨비참,포켓몬,,보유중,,,m1L -「메가 브레이브」,0
EFXBKBsD0c2R0Ge4mhYN,,TRUE,AR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_128.png,SV11W-128,,포켓몬,,보유중,,,sv11W -「화이트플레어」,0
EFgu7SrARJnVtKksU3Rw,,TRUE,CSR,https://mtg-kr.com/cardimage/poketcgS8b-235.png,S8b-235,흑마 버드렉스 V,포켓몬,,미보유,,,s8b -「VMAX 클라이맥스」,0
EJa2VrrReiXa04scumEv,,TRUE,SAR,https://mtg-kr.com/cardimage/poketcgSV10-124.png,SV10-124,로켓단의 파이어 ex,포켓몬,,미보유,,,sv10 -「로켓단의 영광」,0
ELJPrAu6cYxOqtZzIoTF,,TRUE,S,https://mtg-kr.com/cardimage/poketcgSM8b-181.png,SM8b-181,,,,미보유,,,sm8b -「울트라샤이니」,0
EP2blXamqN9ZfyjCMS0n,,TRUE,AR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_146.png,SV11B-146,,포켓몬,,보유중,,,sv11B -「블랙볼트」,0
EP5knUifrPfAyc1zdJfY,,TRUE,SAR,https://mtg-kr.com/cardimage/poketcgSV2P-091.png,SV2P-091,피나,서포트,,미보유,,,sv2P -「스노해저드」,0
ES1uV0GMb9gH4GqRyVqQ,487,,UR,https://mtg-kr.com/cardimage/poketcgS11-125.png,S11-125,기라티나 Vstar,포켓몬,[object Object],등급카드,,한국,s11 -「로스트어비스」,0
ESRVZxAdPhcpjeq2HRiz,,TRUE,A,,,빛나는 뮤,포켓몬,,보유중,,,,0
ET7L81OGzMebpFVneqr7,,TRUE,SR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_091.png,SV5K-091,,,,미보유,,,sv5K -「와일드포스」,0
EVBSGd1hBlCMrMmrQJPg,,TRUE,SAR,https://mtg-kr.com/cardimage/poketcgSV2D-092.png,SV2D-092,위유이 ex,,,미보유,,,sv2D -「클레이버스트」,0
EZUESl8NqdjGTTNh7Aoc,25,,PROMO,https://mtg-kr.com/cardimage/poketcgSV-P-126.png,SV-P-126,피카츄,포켓몬,,보유중,,,PROMO,0
EZtJX6QhBbnZ9gcuMz7S,,TRUE,CHR,https://mtg-kr.com/cardimage/poketcgS8b-210.png,S8b-210,이브이,포켓몬,,보유중,,,s8b -「VMAX 클라이맥스」,0
EgcLOsTVeK4xTxWGk67A,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgSM11a-067.png,SM11a-067,,,,미보유,,,sm11a -「리믹스바우트」,0
Eh2Cbz3HjcPiPDJJE9eg,,,SR,https://mtg-kr.com/cardimage/poketcgS7D-074.png,S7D-074,,,,보유중,,한국,s7D -「마천퍼펙트」,0
Eha2qmhdyrpKVjG2AiWU,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgS8b-264.png,S8b-264,박사의 연구,서포트,,미보유,,,s8b -「VMAX 클라이맥스」,0
EiwFtF5STAH0keBrrJS3,,,AR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_147.png,SV11W-147,기기어르,포켓몬,,보유중,,,sv11W -「화이트플레어」,0
Ej7S9HNErx0iBtXLXEfU,,,CHR,https://mtg-kr.com/cardimage/poketcgSM11b-057.png,SM11b-057,엘레이드,포켓몬,,미보유,,,sm11b -「드림리그」,0
EjQ4va1jo3BEb6aeS844,,,UR,https://mtg-kr.com/cardimage/poketcgS10P-086.png,S10P-086,,포켓몬,,미보유,,,s10P -「스페이스 저글러」,0
ElsASKgd622ce6opcUyU,,TRUE,UR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_094.png,SV4M-094,,,,미보유,,,sv4M -「미래의 일섬」,0
Ep6wbQdCVbBH4ChYeYPp,,TRUE,AR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_103.png,SV11W-103,,포켓몬,,보유중,,,sv11W -「화이트플레어」,0
EqER0SU2BqsLJQIeMvC9,,TRUE,AR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_132.png,SV11W-132,비조도,포켓몬,,보유중,,,sv11W -「화이트플레어」,0
EruTWZvjOHtdg9DnVYQv,,TRUE,UR,https://mtg-kr.com/cardimage/poketcgS9a-091.png,S9a-091,,,,미보유,,,s9a -「배틀리전」,0
EsLfB0qcmEaWbdJzSCSm,,TRUE,AR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_068.png,SV4M-068,,포켓몬,,보유중,,,sv4M -「미래의 일섬」,0
EvvVToemucc8CGZFXGo4,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV6a-076.png,SV6a-076,,포켓몬,,보유중,,,sv6a -「나이트원더러」,0
Ewy6U6SBlYiZ2kj0CPrS,282,,MA,https://mtg-kr.com/cardimage/poketcgM2a-226.png,M2a-226,메가가디안 ex,포켓몬,,보유중,,한국,m2a -「메가드림」,0
Exft0E6RX16N9swNky7f,700,,HR,,S6a-093,님피아 Vmax,포켓몬,,보유중,,,s6a -「이브이 히어로즈」,0
EyoD7YPHaEMx7ClJ6GZf,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgSV7a-084.png,SV7a-084,,,,미보유,,,sv7a -「낙원드래고나」,0
F1iciSFuSaYTmDgw8fUI,,TRUE,S,https://mtg-kr.com/cardimage/poketcgSM8b-166.png,SM8b-166,,,,미보유,,,sm8b -「울트라샤이니」,0
F6QNMDQffB7KofWxXzrO,,TRUE,SAR,https://mtg-kr.com/cardimage/poketcgM1L-091.png,M1L-091,마티스의 거래,서포트,,미보유,,,m1L -「메가 브레이브」,0
F7DVsNBhq0pXbQGEswF8,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgSV8-129.png,SV8-129,시트론의 재치,,,미보유,,,sv8 -「초전브레이커」,0
F7v8X8L8fPw1fxE4whOQ,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV7-110.png,SV7-110,,포켓몬,,보유중,,,sv7 -「스텔라미라클」,0
F82YA549tgIMxwPEejBq,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV9a-064.png,SV9a-064,,포켓몬,,보유중,,,sv9a -「열풍의 아레나」,0
FB3d8D9qn6XwdQINk6Vu,,TRUE,SAR,https://mtg-kr.com/cardimage/poketcgS12a-231.png,S12a-231,후파 V,,,보유중,,한국,s12a -「VSTAR 유니버스」,0
FD5wbSJrL51kD1VnlFMq,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV5a-072.png,SV5a-072,,포켓몬,,보유중,,,sv5a -「크림슨헤이즈」,0
FHCbI6dtbNNrHnJHpW18,,TRUE,UR,https://mtg-kr.com/cardimage/poketcgSV2P-097.png,SV2P-097,,,,미보유,,,sv2P -「스노해저드」,0
FIgBA61tUe0bWei2wLOV,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgM2a-216.png,M2a-216,,,,미보유,,,m2a -「메가드림」,0
FJ0yL2l5AOp9lek6dy1Y,,TRUE,PROMO,,,유나가바 부스터,포켓몬,,보유중,,,PROMO,0
FOmLKoAFpkEa658sQHvG,,TRUE,기타 AR,https://mtg-kr.com/cardimage/poketcgSVOM-020.png,SVOM-020,마리의 모르페코,,,보유중,,,svOM -「마리의 모르페코&오롱털 ex」,0
FS5G7d8tDRP1ulHC499w,,,SR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_086.png,SV5K-086,굽이치는물결 ex,포켓몬,,보유중,,,sv5K -「와일드포스」,0
FStAirMiHIPsiWiNZf8D,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgS12a-251.png,S12a-251,,,,미보유,,,s12a -「VSTAR 유니버스」,0
FTeg1MMcyfZhqoxBTm5h,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgS10P-074.png,S10P-074,,,,미보유,,,s10P -「스페이스 저글러」,0
FX1fxtbwg6Ld4LgMTl64,,,SR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6A/SM6A_054.png,SM6a-054,,포켓몬,,미보유,,,sm6a -「드래곤스톰」,0
FZJPTZO5KRhBUyYhvpwH,,TRUE,CSR,https://mtg-kr.com/cardimage/poketcgS8b-218.png,S8b-218,다태우지네 V,포켓몬,,보유중,,,s8b -「VMAX 클라이맥스」,0
FdfLMnwyYiEhZwx7YBJN,,TRUE,SAR,https://mtg-kr.com/cardimage/poketcgSV9a-088.png,SV9a-088,페퍼의 마피티프 ex,,,미보유,,,sv9a -「열풍의 아레나」,0
Fi2swINqYC6L4Z44vVql,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV5M-075.png,SV5M-075,냐오불,포켓몬,,보유중,,한국,sv5M -「사이버저지」,0
FnftXkwZ1hh0AvfJniLX,,TRUE,SAR,https://mtg-kr.com/cardimage/poketcgSV1V-105.png,SV1V-105,페퍼,,,미보유,,,sv1V -「바이올렛 ex」,0
FoG0CQDmVWZaY4HnaTQo,282,TRUE,SAR,https://mtg-kr.com/cardimage/poketcgM1S-087.png,M1S-087,메가가디안 ex,포켓몬,,미보유,,,m1S -「메가 심포니아」,0
FsLfsvX5xTIMBZGoXSre,,TRUE,,https://mtg-kr.com/cardimage/poketcgS10a-086.png,S10a-086,,,,미보유,,,s10a -「다크판타스마」,0
FstejO7Pwfym7TkydEzq,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgS12a-254.png,S12a-254,,,,미보유,,,s12a -「VSTAR 유니버스」,0
FurpB21sobfnLmPgGQ2n,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgS10P-068.png,S10P-068,,,,미보유,,,s10P -「스페이스 저글러」,0
FzIN3B3Ko9qFMjIPNfq8,,TRUE,CHR,https://mtg-kr.com/cardimage/poketcgS8b-187.png,S8b-187,리자몽,포켓몬,,보유중,,,s8b -「VMAX 클라이맥스」,0
G6yGptaDE3oyFsIkOGpp,,TRUE,AR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_069.png,SV4M-069,,포켓몬,,보유중,,,sv4M -「미래의 일섬」,0
G88QtinYEmg6Rw3BsP3X,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV1V-087.png,SV1V-087,,포켓몬,,보유중,,,sv1V -「바이올렛 ex」,0
GF82jLqOF5X1pNuq1U1W,,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_095.png,SV5K-095,날뛰는우레 ex,포켓몬,,미보유,,,sv5K -「와일드포스」,0
GH6UhobCHjdyPDLnqSnJ,,,SR,https://mtg-kr.com/cardimage/poketcgSM11a-069.png,SM11a-069,거북왕&팽도리 GX,포켓몬,,보유중,,,sm11a -「리믹스바우트」,0
GHv1zbzmruJt2seGe7NH,,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_172.png,SV11B-172,게노세크트 ex,포켓몬,,보유중,,,sv11B -「블랙볼트」,0
GLEMHFmeNy1iPYJ4yyeY,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV9a-071.png,SV9a-071,이슬의 고라파덕,포켓몬,,보유중,,,sv9a -「열풍의 아레나」,0
GPSE32NtPdlxXCCsOMSQ,,TRUE,SAR,https://mtg-kr.com/cardimage/poketcgS12a-210.png,S12a-210,리피아 Vstar,,,미보유,,,s12a -「VSTAR 유니버스」,0
GQWUAJATkq44a7156wRW,,TRUE,SAR,https://mtg-kr.com/cardimage/poketcgM2a-240.png,M2a-240,메가팬텀 ex,포켓몬,,보유중,,,m2a -「메가드림」,0
GR3kggcgJd41Vt53zYc5,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV4K-072.png,SV4K-072,,포켓몬,,보유중,,,sv4K -「고대의 포효」,0
GTnzNCTwnTuqygFSIKrf,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgM2-088.png,M2-088,플라이곤,포켓몬,,보유중,,,m2 -「인페르노X」,0
GTvQAf2FtdOBO9dEAHi5,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV10-99.png,SV10-099,,포켓몬,,보유중,,,sv10 -「로켓단의 영광」,0
GYjajBwhZrXsQg1zRpWj,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgM2a-205.png,M2a-205,,포켓몬,,보유중,,,m2a -「메가드림」,0
GaEpaUP6rYjGHbhYJC7Y,,TRUE,AR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_150.png,SV11W-150,,포켓몬,,보유중,,,sv11W -「화이트플레어」,0
GaQtinkJvUmKjElbIpNc,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgSV5M-091.png,SV5M-091,,,,미보유,,,sv5M -「사이버저지」,0
GfBgy2TIiQ27dTyzINWX,,TRUE,AR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_072.png,SV5K-072,,포켓몬,,보유중,,,sv5K -「와일드포스」,0
GfXwTfKLTKUEeCc4iCUN,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgS9-113.png,S9-113,난천의 패기,서포트,,미보유,,,s9 -「스타버스」,0
GkJ6bNpU2yCV2aBTULL0,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgSV2D-087.png,SV2D-087,,,,미보유,,,sv2D -「클레이버스트」,0
GnNQPIcvVO2yNkvyu07z,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV5M-081.png,SV5M-081,멜탄,포켓몬,,보유중,,한국,sv5M -「사이버저지」,0
GoyzTGbLjxHOLfCnyOpI,,TRUE,,https://mtg-kr.com/cardimage/poketcgS10a-095.png,S10a-095,,,,미보유,,,s10a -「다크판타스마」,0
GpBEUR4B9Jle71DHGzuR,778,,CSR,https://mtg-kr.com/cardimage/poketcgS8b-234.png,S8b-234,따라큐 Vmax,포켓몬,,보유중,,,s8b -「VMAX 클라이맥스」,0
GpMZ2MMk5DbveN128SMu,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgSV1a-087.png,SV1a-087,,,,미보유,,,sv1a -「트리플렛비트」,0
Gql0r1aQmUlnXkZCKYt7,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgM2-092.png,M2-092,겟핸보숭,포켓몬,,보유중,,,m2 -「인페르노X」,0
Gs8WHCnxcOapYthQOxja,,,SAR,https://mtg-kr.com/cardimage/poketcgM3-113.png,M3-113,메가지가르데 ex,포켓몬,,미보유,,,m3 -「니힐제로」,0
Gy4qwjHXAvjgql8DGOIV,,TRUE,SAR,https://mtg-kr.com/cardimage/poketcgS12a-223.png,S12a-223,테오키스 Vstar,,,보유중,,일본,s12a -「VSTAR 유니버스」,0
H0PjGAlyROHXogRjWLgE,,,SR,https://mtg-kr.com/cardimage/poketcgM3-098.png,M3-098,이벨타르 ex,포켓몬,,미보유,,,m3 -「니힐제로」,0
H2jZGr2khSD6ygAd39vw,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV2D-075.png,SV2D-075,,포켓몬,,보유중,,,sv2D -「클레이버스트」,0
H5AxWtJviyGSnkQ9LLI2,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgS7R-072.png,S7r-072,요가램 V,,,미보유,,한국,s7R -「창공스트림」,0
H8VSMBuEi7SWnAQwae2N,,,SAR,https://mtg-kr.com/cardimage/poketcgSV8a-218.png,SV8a-218,고동치는달 ex,포켓몬,,미보유,,한국,sv8a -「테라스탈 페스타 ex」,0
H9ZlBjSRhv2OBjIRTYzw,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgSV9a-079.png,SV9a-079,,,,미보유,,,sv9a -「열풍의 아레나」,0
HAng9n1dzDYU4g0DnwDJ,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV2D-077.png,SV2D-077,벼리짱,포켓몬,,보유중,,,sv2D -「클레이버스트」,0
HBB4nXLk5AozrY3GUh9M,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgS7R-077.png,S7r-077,사나,서포트,,미보유,,한국,s7R -「창공스트림」,0
HE0masPaip0ahjNW9e82,,TRUE,CHR,https://mtg-kr.com/cardimage/poketcgS8b-191.png,S8b-191,,포켓몬,,보유중,,,s8b -「VMAX 클라이맥스」,0
HGUuqeHeoVF53QM4szAF,,TRUE,UR,https://mtg-kr.com/cardimage/poketcgSV8a-234.png,SV8a-234,,,,미보유,,,sv8a -「테라스탈 페스타 ex」,0
HHBgLPIyv1o1btOpTEtp,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgS11a-083.png,S11a-083,윤진,,,미보유,,,s11a -「백열의 아르카나」,0
HLLmV8mEpbwqjupjlIF6,,TRUE,,https://mtg-kr.com/cardimage/poketcgS10a-078.png,S10a-078,,,,미보유,,,s10a -「다크판타스마」,0
