raw_database_id,series,cardNumber,isLegacy,imageUrl,rarity,cardName,type,pokedexNumber,price,status,possessions,createdAt
,sv9a -「열풍의 아레나」,SV9a-065,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_065.png,AR,,,,0,보유중,,
,sv5M -「사이버저지」,SV5M-083,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_083.png,AR,,,,0,보유중,,
,sv5K -「와일드포스」,SV5K-096,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_096.png,SAR,비파,,,0,미보유,,
,sv7 -「스텔라미라클」,SV7-112,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_112.png,AR,,,,0,보유중,,
,m1S -「메가 심포니아」,M1S-072,true,https://mtg-kr.com/cardimage/poketcgM1S-072.png,AR,,,,0,보유중,,
,MC - MEGA「스타트 덱 100 배틀컬렉션」,MC-760,true,https://mtg-kr.com/cardimage/poketcgMC-760.png,없음,보스의 지령,,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-207,true,https://mtg-kr.com/cardimage/poketcgS12a-207.png,AR,파리스,,,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-214,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_214.png,SSR,,,,0,미보유,,
,sv2D -「클레이버스트」,SV2D-096,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_096.png,SAR,사구아로,서포트,,0,미보유,,
,m2a -「메가드림」,M2a-209,true,https://mtg-kr.com/cardimage/poketcgM2a-209.png,AR,,,,0,보유중,,
,sv11B -「블랙볼트」,SV11B-139,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_139.png,AR,,,,0,보유중,,
,sv2P -「스노해저드」,SV2P-080,,https://mtg-kr.com/cardimage/poketcgSV2P-080.png,AR,꼬지모,포켓몬,,0,보유중,,
,s9a -「배틀리전」,S9a-073,true,https://mtg-kr.com/cardimage/poketcgS9a-073.png,CHR,부우부,,,0,보유중,,
,sv5M -「사이버저지」,SV5M-099,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_099.png,UR,,,,0,미보유,,
,sm8b -「울트라샤이니」,SM8b-158,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_158.png,SR,,,,0,미보유,,
,m2 -「인페르노X」,M2-086,true,https://mtg-kr.com/cardimage/poketcgM2-086.png,AR,,,,0,보유중,,
,m2a -「메가드림」,M2a-246,true,https://mtg-kr.com/cardimage/poketcgM2a-246.png,SAR,메가망나뇽 ex,포켓몬,,0,미보유,,
,sv11B -「블랙볼트」,SV11B-119,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_119.png,AR,,,,0,보유중,,
,s10a -「다크판타스마」,S10a-086,true,https://mtg-kr.com/cardimage/poketcgS10a-086.png,,,,,0,미보유,,
,sv11W -「화이트플레어」,SV11W-134,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_134.png,AR,,,,0,보유중,,
,MC - MEGA「스타트 덱 100 배틀컬렉션」,MC-754,true,https://mtg-kr.com/cardimage/poketcgMC-754.png,기타 AR,,,,0,보유중,,
,sv11B -「블랙볼트」,SV11B-089,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_089.png,AR,야나프,,,0,보유중,,
,s8b -「VMAX 클라이맥스」,S8b-216,true,https://mtg-kr.com/cardimage/poketcgS8b-216.png,CSR,번치코 V,포켓몬,,0,미보유,,
,sv2P -「스노해저드」,SV2P-076,true,https://mtg-kr.com/cardimage/poketcgSV2P-076.png,AR,드니꽁,,,0,보유중,,
,m1L -「메가 브레이브」,M1L-077,true,https://mtg-kr.com/cardimage/poketcgM1L-077.png,SR,,,,0,미보유,,
,sv7a -「낙원드래고나」,SV7a-069,true,https://mtg-kr.com/cardimage/poketcgSV7a-069.png,AR,우락고래,,,0,보유중,,
,sv11W -「화이트플레어」,SV11W-125,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_125.png,AR,단굴,,,0,보유중,,
,s8b -「VMAX 클라이맥스」,S8b-274,true,https://mtg-kr.com/cardimage/poketcgS8b-274.png,SR,저지맨,서포트,,0,미보유,,
,s9 -「스타버스」,S9-108,true,https://mtg-kr.com/cardimage/poketcgS9-108.png,SR,,,,0,미보유,,
,sv6a -「나이트원더러」,SV6a-079,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_079.png,SR,,,,0,미보유,,
,sv11B -「블랙볼트」,SV11B-160,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_160.png,SR,,,,0,미보유,,
,sv7a -「낙원드래고나」,SV7a-068,true,https://mtg-kr.com/cardimage/poketcgSV7a-068.png,AR,치갈기,,,0,보유중,,
,sv11W -「화이트플레어」,SV11W-164,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_164.png,SR,,,,0,미보유,,
,sv3a -「레이징서프」,SV3a-079,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_079.png,SR,,,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-275,true,https://mtg-kr.com/cardimage/poketcgS8b-275.png,SR,채두,서포트,,0,미보유,,
,m2a -「메가드림」,M2a-231,true,https://mtg-kr.com/cardimage/poketcgM2a-231.png,MA,,,,0,미보유,,
,sv8 -「초전브레이커」,SV8-125,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_125.png,SR,,,,0,미보유,,
,s11a -「백열의 아르카나」,S11a-088,true,https://mtg-kr.com/cardimage/poketcgS11a-088.png,HR,,,,0,미보유,,
,sv1S -「스칼렛 ex」,SV1S-085,true,https://mtg-kr.com/cardimage/poketcgSV1S-085.png,AR,쫀도기,포켓몬,,0,보유중,,
,sv4M -「미래의 일섬」,SV4M-072,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_072.png,AR,,,,0,보유중,,
,sv11B -「블랙볼트」,SV11B-137,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_137.png,AR,,,,0,보유중,,
,sv11B -「블랙볼트」,SV11B-145,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_145.png,AR,,,,0,보유중,,
,sv11W -「화이트플레어」,SV11W-110,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_110.png,AR,,,,0,보유중,,
,sv11W -「화이트플레어」,SV11W-144,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_144.png,AR,철시드,포켓몬,,0,보유중,,
,s8b -「VMAX 클라이맥스」,S8b-220,true,https://mtg-kr.com/cardimage/poketcgS8b-220.png,CSR,백마 버드렉스 V,포켓몬,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-261,,https://mtg-kr.com/cardimage/poketcgS12a-261.png,UR,기라티나 Vstar,포켓몬,,0,보유중,,
,sv3 - 「흑염의 지배자」,SV3-135,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_135.png,SAR,부르르릉 ex,,,0,미보유,,
,sv11B -「블랙볼트」,SV11B-159,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_159.png,SR,,,,0,미보유,,
,m1S -「메가 심포니아」,M1S-079,true,https://mtg-kr.com/cardimage/poketcgM1S-079.png,SR,,,,0,미보유,,
,sv7 -「스텔라미라클」,SV7-124,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_124.png,SR,,,,0,미보유,,
,m1S -「메가 심포니아」,M1S-090,true,https://mtg-kr.com/cardimage/poketcgM1S-090.png,SAR,민진의 헤아림,,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-225,true,https://mtg-kr.com/cardimage/poketcgS12a-225.png,SAR,자시안 V,포켓몬,,0,보유중,,
,sv8a -「테라스탈 페스타 ex」,SV8a-215,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_215.png,SAR,모래털가죽 ex,포켓몬,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-218,,https://mtg-kr.com/cardimage/poketcgS12a-218.png,SAR,라이코 V,포켓몬,,0,보유중,,
,sv9a -「열풍의 아레나」,SV9a-073,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_073.png,AR,,,,0,보유중,,
,m1L -「메가 브레이브」,M1L-071,true,https://mtg-kr.com/cardimage/poketcgM1L-071.png,AR,,,,0,보유중,,
,sv10 -「로켓단의 영광」,SV10-103,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_103.png,AR,,,,0,보유중,,
,sv5M -「사이버저지」,SV5M-078,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_078.png,AR,,,,0,보유중,,
,sv7 -「스텔라미라클」,SV7-127,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_127.png,SAR,과미드라 ex,포켓몬,,0,미보유,,
,sv9 -「배틀파트너즈」,SV9-113,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_113.png,SR,,,,0,미보유,,
,s9 -「스타버스」,S9-105,true,https://mtg-kr.com/cardimage/poketcgS9-105.png,SR,네오라이트 V,,,0,미보유,,
,s10a -「다크판타스마」,S10a-088,,https://mtg-kr.com/cardimage/poketcgS10a-088.png,CSR,러브로스 V,포켓몬,,0,미보유,,
,m1L -「메가 브레이브」,M1L-083,true,https://mtg-kr.com/cardimage/poketcgM1L-083.png,SR,,,,0,미보유,,
,sv2a -「포켓몬 카드 151」,SV2a-183,true,https://mtg-kr.com/cardimage/poketcgSV2a-183.png,AR,뮤츠,포켓몬,150,0,보유중,,
,s10a -「다크판타스마」,S10a-089,,https://mtg-kr.com/cardimage/poketcgS10a-089.png,CSR,엘레이드 V,포켓몬,,0,미보유,,
,sv11W -「화이트플레어」,SV11W-089,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_089.png,AR,,,,0,보유중,,
,s11 -「로스트어비스」,S11-120,true,https://mtg-kr.com/cardimage/poketcgS11-120.png,HR,,,,0,미보유,,
,sv2a -「포켓몬 카드 151」,SV2a-173,,https://mtg-kr.com/cardimage/poketcgSV2a-173.png,AR,피카츄,포켓몬,25,0,보유중,,
,sv6a -「나이트원더러」,SV6a-085,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_085.png,SR,,,,0,미보유,,
,sv4M -「미래의 일섬」,SV4M-079,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_079.png,SR,,,,0,미보유,,
,m1S -「메가 심포니아」,M1S-073,true,https://mtg-kr.com/cardimage/poketcgM1S-073.png,AR,,,,0,보유중,,
,sv1V -「바이올렛 ex」,SV1V-095,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_095.png,SR,,,,0,미보유,,
,s9a -「배틀리전」,S9a-085,true,https://mtg-kr.com/cardimage/poketcgS9a-085.png,HR,,,,0,미보유,,
,m2 -「인페르노X」,M2-084,true,https://mtg-kr.com/cardimage/poketcgM2-084.png,AR,,,,0,보유중,,
,sv10 -「로켓단의 영광」,SV10-104,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_104.png,AR,,,,0,보유중,,
,sv2P -「스노해저드」,SV2P-085,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_085.png,SR,,,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-199,true,https://mtg-kr.com/cardimage/poketcgS8b-199.png,CHR,,,,0,보유중,,
,sv8 -「초전브레이커」,SV8-137,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_137.png,UR,,,,0,미보유,,
,sv3a -「레이징서프」,SV3a-092,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_092.png,UR,,,,0,미보유,,
,sm8b -「울트라샤이니」,SM8b-228,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_228.png,SSR,,,,0,미보유,,
,sv4K -「고대의 포효」,SV4K-071,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_071.png,AR,,,,0,보유중,,
,sv1V -「바이올렛 ex」,SV1V-101,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_101.png,SAR,트래피더 ex,,,0,미보유,,
,sv3 - 「흑염의 지배자」,SV3-120,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_120.png,AR,,,,0,보유중,,
,sv2P -「스노해저드」,SV2P-079,true,https://mtg-kr.com/cardimage/poketcgSV2P-079.png,AR,베라카스,포켓몬,,0,보유중,,
,sv5K -「와일드포스」,SV5K-097,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_097.png,SAR,유빈의 확신,,,0,미보유,,
,sv3a -「레이징서프」,SV3a-083,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_083.png,SR,,,,0,미보유,,
,sv11B -「블랙볼트」,SV11B-099,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_099.png,AR,불비달마,,,0,보유중,,
,sv5a -「크림슨헤이즈」,SV5a-072,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_072.png,AR,,,,0,보유중,,
,sv3a -「레이징서프」,SV3a-088,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_088.png,SAR,칠리,,,0,미보유,,
,sm6a -「드래곤스톰」,SM6a-057,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6A/SM6A_057.png,SR,,포켓몬,,0,미보유,,
,sm6b -「챔피언로드」,SM6b-055,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6B/SM6B_055.png,SR,,포켓몬,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-232,true,https://mtg-kr.com/cardimage/poketcgS8b-232.png,CSR,님피아 Vmax,,,0,보유중,,
,sv5a -「크림슨헤이즈」,SV5a-080,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_080.png,SR,,,,0,미보유,,
,sm11a -「리믹스바우트」,SM11a-073,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11A/SM11A_073.png,SR,오박사의 세팅,,,0,미보유,,
,sm11b -「드림리그」,SM11b-058,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_058.png,CHR,따라큐,포켓몬,,0,미보유,,
,sm11b -「드림리그」,SM11b-059,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_059.png,CHR,몰드류,,,0,미보유,,
,m2 -「인페르노X」,M2-090,true,https://mtg-kr.com/cardimage/poketcgM2-090.png,AR,,,,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-203,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_203.png,S,,,,0,미보유,,
,sv5K -「와일드포스」,SV5K-073,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_073.png,AR,,,,0,보유중,,
,s8b -「VMAX 클라이맥스」,S8b-258,true,https://mtg-kr.com/cardimage/poketcgS8b-258.png,SR,,서포트,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-208,true,https://mtg-kr.com/cardimage/poketcgS8b-208.png,CHR,,,,0,보유중,,
,sv7 -「스텔라미라클」,SV7-125,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_125.png,SR,,,,0,미보유,,
,sv2D -「클레이버스트」,SV2D-073,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_073.png,AR,,,,0,보유중,,
,sv4a -「샤이니트레저 ex」,SV4a-340,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_340.png,AR,,,,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-207,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_207.png,SSR,,,,0,미보유,,
,sv9 -「배틀파트너즈」,SV9-122,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_122.png,SR,,,,0,미보유,,
,sv6a -「나이트원더러」,SV6a-093,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_093.png,UR,,,,0,미보유,,
,sv7 -「스텔라미라클」,SV7-108,true,https://mtg-kr.com/cardimage/poketcgSV7-108.png,AR,파쪼옥,,,0,보유중,,
,sv7a -「낙원드래고나」,SV7a-075,true,https://mtg-kr.com/cardimage/poketcgSV7a-075.png,AR,단지래플,,,0,보유중,,
,sv1S -「스칼렛 ex」,SV1S-100,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1S/SV1S_100.png,SR,지니어,서포트,,0,미보유,,
,sv8a -「테라스탈 페스타 ex」,SV8a-190,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_190.png,SR,,,,0,미보유,,
,sv10 -「로켓단의 영광」,SV10-106,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_106.png,AR,,,,0,보유중,,
,sv2D -「클레이버스트」,SV2D-087,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_087.png,SR,,,,0,미보유,,
,sm8b -「울트라샤이니」,SM8b-160,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_160.png,SR,,,,0,미보유,,
,sm8b -「울트라샤이니」,SM8b-221,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_221.png,SSR,다크펫 GX,,,0,미보유,,
,XY BREAK 확장팩 BASE PACK 20th Anniversary,103/100,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/XY/CP6/CP6_103.jpg,SR,리자몽 EX,포켓몬,,0,미보유,,
,sv3a -「레이징서프」,SV3a-073,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_073.png,AR,,,,0,보유중,,
,sv11W -「화이트플레어」,SV11W-124,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_124.png,AR,,,,0,보유중,,
,sv2P -「스노해저드」,SV2P-074,true,https://mtg-kr.com/cardimage/poketcgSV2P-074.png,AR,빙큐보,,,0,보유중,,
,sv5K -「와일드포스」,SV5K-075,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_075.png,AR,,,,0,보유중,,
,s11 -「로스트어비스」,S11-122,true,https://mtg-kr.com/cardimage/poketcgS11-122.png,HR,,,,0,미보유,,
,sm6b -「챔피언로드」,SM6b-061,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6B/SM6B_061.png,SR,규토리장인,서포트,,0,보유중,,
,s7R -「창공스트림」,S7r-072,true,https://mtg-kr.com/cardimage/poketcgS7r-072.png,SR,요가램 V,,,0,미보유,,
,sv1V -「바이올렛 ex」,SV1V-100,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_100.png,SR,,서포트,,0,미보유,,
,m2a -「메가드림」,M2a-204,true,https://mtg-kr.com/cardimage/poketcgM2a-204.png,AR,,,,0,보유중,,
,m2a -「메가드림」,M2a-224,true,https://mtg-kr.com/cardimage/poketcgM2a-224.png,MA,,,,0,미보유,,
,sv4K -「고대의 포효」,SV4K-072,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_072.png,AR,,,,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-216,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_216.png,SSR,개굴닌자 GX,포켓몬,,0,미보유,,
,s6a -「이브이 히어로즈」,S6a-080,,https://mtg-kr.com/cardimage/poketcgS6a-080.png,SR,에브이 V,포켓몬,,0,보유중,,
,sv10 -「로켓단의 영광」,SV10-124,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_124.png,SAR,로켓단의 파이어 ex,포켓몬,,0,미보유,,
,sv11B -「블랙볼트」,SV11B-133,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_133.png,AR,,,,0,보유중,,
,sv2a -「포켓몬 카드 151」,SV2a-201,,https://mtg-kr.com/cardimage/poketcgSV2a-201.png,SAR,리자몽 ex,포켓몬,6,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-246,true,https://mtg-kr.com/cardimage/poketcgS12a-246.png,SR,보스의 지령,서포트,,0,미보유,,
,sv2P -「스노해저드」,SV2P-097,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_097.png,UR,,,,0,미보유,,
,s10a -「다크판타스마」,S10a-094,true,https://mtg-kr.com/cardimage/poketcgS10a-094.png,,,,,0,미보유,,
,sv7 -「스텔라미라클」,SV7-104,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_104.png,AR,,,,0,보유중,,
,sv8 -「초전브레이커」,SV8-113,true,https://mtg-kr.com/cardimage/poketcgSV8-113.png,AR,메더,포켓몬,,0,보유중,,
,m2 -「인페르노X」,M2-114,true,https://mtg-kr.com/cardimage/poketcgM2-114.png,SAR,메가이어롭 ex,포켓몬,,0,보유중,,
,s6a -「이브이 히어로즈」,S6a-083,,https://mtg-kr.com/cardimage/poketcgS6a-083.png,SR,님피아 V,포켓몬,,0,보유중,,
,s9 -「스타버스」,S9-116,true,https://mtg-kr.com/cardimage/poketcgS9-116.png,SR,해당의 백업,,,0,미보유,,
,sv1V -「바이올렛 ex」,SV1V-102,true,https://mtg-kr.com/cardimage/poketcgSV1V-102.png,SAR,미라이돈 ex,포켓몬,,0,보유중,,
,s11a -「백열의 아르카나」,S11a-071,true,https://mtg-kr.com/cardimage/poketcgS11a-071.png,CHR,루주라,포켓몬,,0,보유중,,
,sv8 -「초전브레이커」,SV8-129,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_129.png,SR,시트론의 재치,,,0,미보유,,
,s9 -「스타버스」,S9-106,true,https://mtg-kr.com/cardimage/poketcgS9-106.png,SR,,,,0,미보유,,
,m2a -「메가드림」,M2a-239,true,https://mtg-kr.com/cardimage/poketcgM2a-239.png,SAR,메가루차불 ex,포켓몬,,0,미보유,,
,m2a -「메가드림」,M2a-233,true,https://mtg-kr.com/cardimage/poketcgM2a-233.png,SAR,메가눈여아 ex,포켓몬,,0,미보유,,
,sv11W -「화이트플레어」,SV11W-163,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_163.png,SR,,,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-226,true,%EB%AA%A8%EB%A5%B4%ED%8E%98%EC%BD%94_V-UNION_S8b_226_KOR.jpg,CSR,모르페코 V-UNION_1,포켓몬,,0,미보유,,
,s9a -「배틀리전」,S9a-074,true,https://mtg-kr.com/cardimage/poketcgS9a-074.png,SR,,,,0,미보유,,
,sv2P -「스노해저드」,SV2P-088,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_088.png,SR,,,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-219,true,https://mtg-kr.com/cardimage/poketcgS8b-219.png,CSR,다태우지네 Vmax,,,0,미보유,,
,sv7 -「스텔라미라클」,SV7-113,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_113.png,AR,,,,0,보유중,,
,s6a -「이브이 히어로즈」,S6a-070,,https://mtg-kr.com/cardimage/poketcgS6a-070.png,SR,리피아 V,포켓몬,,0,보유중,,
,sv9a -「열풍의 아레나」,SV9a-074,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_074.png,AR,,,,0,보유중,,
,m1L -「메가 브레이브」,M1L-092,true,https://mtg-kr.com/cardimage/poketcgM1L-092.png,MUR,메가루카리오 ex,포켓몬,,0,미보유,,
,sv8a -「테라스탈 페스타 ex」,SV8a-201,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_201.png,SAR,오거폰 벽록의 가면 ex,포켓몬,,0,미보유,,
,sv7 -「스텔라미라클」,SV7-118,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_118.png,SR,,,,0,미보유,,
,sv4K -「고대의 포효」,SV4K-085,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_085.png,SR,,,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-189,,https://mtg-kr.com/cardimage/poketcgS12a-189.png,AR,솔록,포켓몬,338,0,보유중,,
,sv11W -「화이트플레어」,SV11W-141,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_141.png,AR,조로아크,,,0,보유중,,
,sv5a -「크림슨헤이즈」,SV5a-078,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_078.png,AR,,,,0,보유중,,
,sv4K -「고대의 포효」,SV4K-073,true,https://mtg-kr.com/cardimage/poketcgSV4K-073.png,AR,콜로솔트,,,0,보유중,,
,s8b -「VMAX 클라이맥스」,S8b-239,true,https://mtg-kr.com/cardimage/poketcgS8b-239.png,CSR,일격 우라오스 Vmax,포켓몬,,0,미보유,,
,sm6b -「챔피언로드」,SM6b-058,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6B/SM6B_058.png,SR,,포켓몬,,0,미보유,,
,sv8 -「초전브레이커」,SV8-114,,poketcgSV8-114.png,AR,엠라이트,포켓몬,,0,보유중,,
,sv4a -「샤이니트레저 ex」,SV4a-354,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_354.png,SAR,페퍼,서포트,,0,미보유,,
,sv7a -「낙원드래고나」,SV7a-093,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7A/SV7A_093.png,UR,,,,0,미보유,,
,sv1V -「바이올렛 ex」,SV1V-079,true,https://mtg-kr.com/cardimage/poketcgSV1V-079.png,AR,,,,0,보유중,,
,s8b -「VMAX 클라이맥스」,S8b-194,true,https://mtg-kr.com/cardimage/poketcgS8b-194.png,CHR,,,,0,보유중,,
,s10a -「다크판타스마」,S10a-095,true,https://mtg-kr.com/cardimage/poketcgS10a-095.png,,,,,0,미보유,,
,s10P -「스페이스 저글러」,S10P-086,,https://mtg-kr.com/cardimage/poketcgS10P-086.png,UR,,포켓몬,,0,미보유,,
,s9 -「스타버스」,S9-123,true,https://mtg-kr.com/cardimage/poketcgS9-123.png,HR,,,,0,미보유,,
,sv1a -「트리플렛비트」,SV1a-077,true,https://mtg-kr.com/cardimage/poketcgSV1a-077.png,AR,화염레오,,,0,보유중,,
,m2 -「인페르노X」,M2-116,true,https://k-tcgpanda.com/cardimg/M/M2/%EB%A9%94%EA%B0%80%20%EB%A6%AC%EC%9E%90%EB%AA%BDX%20ex_M2_116_KOR.png,MUR,메가리자몽X ex,포켓몬,,0,미보유,,
,MC - MEGA「스타트 덱 100 배틀컬렉션」,MC-759,true,https://mtg-kr.com/cardimage/poketcgMC-759.png,없음,,,,0,미보유,,
,m1L -「메가 브레이브」,M1L-074,true,https://mtg-kr.com/cardimage/poketcgM1L-074.png,AR,,,,0,보유중,,
