raw_database_id,possessions,pokedexNumber,price,rarity,createdAt,cardNumber,series,language,cardName,imageUrl,status,isLegacy,type
H9ZlBjSRhv2OBjIRTYzw,,,0,SR,,SV9a-079,sv9a -「열풍의 아레나」,,,https://mtg-kr.com/cardimage/poketcgSV9a-079.png,미보유,TRUE,
HAng9n1dzDYU4g0DnwDJ,,,0,AR,,SV2D-077,sv2D -「클레이버스트」,,벼리짱,https://mtg-kr.com/cardimage/poketcgSV2D-077.png,보유중,TRUE,포켓몬
HBB4nXLk5AozrY3GUh9M,,,0,SR,,S7r-077,s7R -「창공스트림」,한국,사나,https://mtg-kr.com/cardimage/poketcgS7R-077.png,미보유,TRUE,서포트
HE0masPaip0ahjNW9e82,,,0,CHR,,S8b-191,s8b -「VMAX 클라이맥스」,,,https://mtg-kr.com/cardimage/poketcgS8b-191.png,보유중,TRUE,포켓몬
HGUuqeHeoVF53QM4szAF,,,0,UR,,SV8a-234,sv8a -「테라스탈 페스타 ex」,,,https://mtg-kr.com/cardimage/poketcgSV8a-234.png,미보유,TRUE,
HHBgLPIyv1o1btOpTEtp,,,0,SR,,S11a-083,s11a -「백열의 아르카나」,,윤진,https://mtg-kr.com/cardimage/poketcgS11a-083.png,미보유,TRUE,
HLLmV8mEpbwqjupjlIF6,,,0,,,S10a-078,s10a -「다크판타스마」,,,https://mtg-kr.com/cardimage/poketcgS10a-078.png,미보유,TRUE,
HN2RekHnTcFzqLXKCFCy,,,0,AR,,SV11B-096,sv11B -「블랙볼트」,,뽀록나,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_096.png,보유중,TRUE,포켓몬
HQ1nbqY6zUd91fBx7dNn,,,0,SAR,,M1S-089,m1S -「메가 심포니아」,,메가캥카 ex,https://mtg-kr.com/cardimage/poketcgM1S-089.png,미보유,TRUE,포켓몬
HQoaSqhrempyMpSLaku4,,,0,AR,,SV11W-129,sv11W -「화이트플레어」,,아켄,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_129.png,보유중,TRUE,포켓몬
HQrKNbxAWtPKqrQxDf6v,,,0,AR,,SV10-103,sv10 -「로켓단의 영광」,,,https://mtg-kr.com/cardimage/poketcgSV10-103.png,보유중,TRUE,포켓몬
HRAXH15A2vkid59VpSXQ,,,0,AR,,SV2P-081,sv2P -「스노해저드」,,꿈트렁,https://mtg-kr.com/cardimage/poketcgSV2P-081.png,보유중,,포켓몬
HVcOliIy8pQuEtJSGRbW,,,0,SR,,SV2D-085,sv2D -「클레이버스트」,,,https://mtg-kr.com/cardimage/poketcgSV2D-085.png,미보유,TRUE,
HVkY7U6urmiEwVjprsBc,,54,0,AR,,SV2a-175,sv2a -「포켓몬 카드 151」,,고라파덕,https://mtg-kr.com/cardimage/poketcgSV2a-175.png,보유중,,포켓몬
HWu0YQqQ6y1KA4PQ59y3,,,0,SR,,SM11b-067,sm11b -「드림리그」,,릴리에의 전력,https://mtg-kr.com/cardimage/poketcgSM11b-067.png,미보유,TRUE,
HYTOny9pvcykIVupANs4,,,0,SAR,,SV7a-089,sv7a -「낙원드래고나」,,알로라 나시 ex,https://mtg-kr.com/cardimage/poketcgSV7a-089.png,보유중,TRUE,
HZXLRxDYu10Yu8tt3ir5,,6,0,MUR,,M2-116,m2 -「인페르노X」,한국,메가리자몽X ex,https://k-tcgpanda.com/cardimg/M/M2/%EB%A9%94%EA%B0%80%20%EB%A6%AC%EC%9E%90%EB%AA%BDX%20ex_M2_116_KOR.png,미보유,TRUE,포켓몬
Hc0ZP3VfYcUKbdljWlf4,,,0,SAR,,M3-111,m3 -「니힐제로」,한국,메가아쿠스타 ex,https://mtg-kr.com/cardimage/poketcgM3-111.png,보유중,,포켓몬
HcMW0xH1qGBWOhsmJ5kr,,,0,AR,,SV4K-075,sv4K -「고대의 포효」,,,https://mtg-kr.com/cardimage/poketcgSV4K-075.png,보유중,TRUE,포켓몬
HgIjzCqizIAhqsObbYhH,,,0,SR,,S11-107,s11 -「로스트어비스」,,,https://mtg-kr.com/cardimage/poketcgS11-107.png,미보유,TRUE,
HhNP4v1g7H1QjaMNfuqC,,,0,AR,,SV2D-073,sv2D -「클레이버스트」,,,https://mtg-kr.com/cardimage/poketcgSV2D-073.png,보유중,TRUE,포켓몬
HiLz4n6IbMpriRklvHLy,,,0,UR,,SV5K-098,sv5K -「와일드포스」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_098.png,미보유,TRUE,
Hr0TkWetCHW0kV0Z2tkd,,,0,SR,,SV9a-077,sv9a -「열풍의 아레나」,,,https://mtg-kr.com/cardimage/poketcgSV9a-077.png,보유중,TRUE,
HubVo8BKiw2KzoDBIzny,,680,0,AR,,M3-091,m3 -「니힐제로」,,쌍검킬,https://mtg-kr.com/cardimage/poketcgM3-091.png,보유중,,포켓몬
Hvnrta1jTqWC9VBMJeDt,,282,0,SAR,,SV1S-101,sv1S -「스칼렛 ex」,,가디안 ex,https://mtg-kr.com/cardimage/poketcgSV1S-101.png,미보유,,포켓몬
Hwp3Wm2YmDIGGGHR5UMq,,359,0,AR,,S12a-191,s12a -「VSTAR 유니버스」,,앱솔,https://mtg-kr.com/cardimage/poketcgS12a-191.png,보유중,,포켓몬
I0UMhFN23cvEWmFUKR3s,,,0,SR,,SM12a-175,sm12a -「TAG TEAM GX 태그올스타즈」,,데덴네 GX,https://mtg-kr.com/cardimage/poketcgSM12a-175.png,,,
I0kyJSbQV5wrWyOsVEDd,,129,0,AR,,SV1a-080,sv1a -「트리플렛비트」,,잉어킹,https://mtg-kr.com/cardimage/poketcgSV1a-080.png,보유중,TRUE,포켓몬
I3y6IhpaoAbLHSLIG2GQ,,,0,기타 AR,,MC-765,MC - MEGA「스타트 덱 100 배틀컬렉션」,,릴리에의 삐삐 ex,https://mtg-kr.com/cardimage/poketcgMC-765.png,미보유,TRUE,
I5QhEZpy4qfBdrHg769Q,,,0,SR,,SV4a-344,sv4a -「샤이니트레저 ex」,,저지맨,https://mtg-kr.com/cardimage/poketcgSV4a-344.png,미보유,TRUE,서포트
I5xZbbGjnDugE3DwJWiU,,,0,SAR,,SV6-125,sv6 -「변환의 가면」,,오거폰 벽록의 가면 ex,https://mtg-kr.com/cardimage/poketcgSV6-125.png,미보유,,포켓몬
I7QrEoHgDH9onFrIX5pv,,,0,AR,,SV6a-065,sv6a -「나이트원더러」,,,https://mtg-kr.com/cardimage/poketcgSV6a-065.png,보유중,TRUE,포켓몬
I7aVdNOLdKiVI1XxLRfH,,,0,CHR,,S9a-069,s9a -「배틀리전」,,샹델라,https://mtg-kr.com/cardimage/poketcgS9a-069.png,보유중,TRUE,포켓몬
I8EdtzmN6yRbhrGbmsSY,,,0,CSR,,S8b-249,s8b -「VMAX 클라이맥스」,한국,아머까오 Vmax,https://mtg-kr.com/cardimage/poketcgS8b-249.png,보유중,TRUE,포켓몬
I9bp7pcr5BA5r789rRPb,,,0,SR,,SV2P-089,sv2P -「스노해저드」,,,https://mtg-kr.com/cardimage/poketcgSV2P-089.png,미보유,TRUE,
IA2PVU6a5SwuhCyp1IpF,,,0,SR,,SV4K-082,sv4K -「고대의 포효」,,,https://mtg-kr.com/cardimage/poketcgSV4K-082.png,미보유,TRUE,
IB8nTq7ciY40YckigTgI,,,0,SAR,,SV1S-104,sv1S -「스칼렛 ex」,,모란,https://mtg-kr.com/cardimage/poketcgSV1S-104.png,미보유,TRUE,
IDvxtU2BLZSnqv8QQRAL,,,0,SR,,SV8-124,sv8 -「초전브레이커」,,,https://mtg-kr.com/cardimage/poketcgSV8-124.png,미보유,TRUE,
IEZ8UiitPWw3Oo6oVAQR,,,0,CSR,,S8b-214,s8b -「VMAX 클라이맥스」,한국,이올브 V,https://mtg-kr.com/cardimage/poketcgS8b-214.png,보유중,TRUE,포켓몬
IEtPpLo6Ytm54qel0U9c,,16,0,AR,,SV3-118,sv3 - 「흑염의 지배자」,,구구,https://mtg-kr.com/cardimage/poketcgSV3-118.png,보유중,,포켓몬
IFEAyCbi8MoKflSlXMvz,,,0,S,,SM8b-190,sm8b -「울트라샤이니」,,,https://mtg-kr.com/cardimage/poketcgSM8b-190.png,미보유,TRUE,
IKIY7RALZiG6kKcmgrQP,,,0,AR,,SV4K-068,sv4K -「고대의 포효」,,,https://mtg-kr.com/cardimage/poketcgSV4K-068.png,보유중,TRUE,포켓몬
IPT7yYgLyLeRKlVcDuHG,,,0,없음,,MC-760,MC - MEGA「스타트 덱 100 배틀컬렉션」,,보스의 지령,https://mtg-kr.com/cardimage/poketcgMC-760.png,미보유,TRUE,
IPghHFsmAYwydpeoFLb0,,145,0,CSR,,S8b-237,s8b -「VMAX 클라이맥스」,한국,가라르 썬더 V,https://mtg-kr.com/cardimage/poketcgS8b-237.png,보유중,,포켓몬
IQUxRzzoZ53JhDAzgMHM,,,0,SSR,,SM8b-241,sm8b -「울트라샤이니」,,,https://mtg-kr.com/cardimage/poketcgSM8b-241.png,미보유,TRUE,
IQdIQkQNJeJ8kgVeGcqz,,,0,AR,,SV7-108,sv7 -「스텔라미라클」,,파쪼옥,https://mtg-kr.com/cardimage/poketcgSV7-108.png,보유중,TRUE,포켓몬
IRsmQWTLtc4hrTxkYlqy,,,0,SR,,SM9b-060,sm9b -「풀메탈월」,,철화구야 GX,https://mtg-kr.com/cardimage/poketcgSM9b-060.png,,,
IT2B2gNgDnoSkSBvsfBF,,,0,SR,,SM12a-200,sm12a -「TAG TEAM GX 태그올스타즈」,,주즈베&담죽맨,https://mtg-kr.com/cardimage/poketcgSM12a-200.png,,,
IUgNO8WC7JwVdJDL6dRR,,,0,SR,,S9-109,s9 -「스타버스」,,돈크로우 V,https://mtg-kr.com/cardimage/poketcgS9-109.png,보유중,TRUE,
IW4WdaaJoWfciWoNcEwX,,,0,AR,,SV11W-142,sv11W -「화이트플레어」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_142.png,보유중,TRUE,포켓몬
IW8eWYRLpwPgfYipgjOi,,,0,AR,,SV7-105,sv7 -「스텔라미라클」,,,https://mtg-kr.com/cardimage/poketcgSV7-105.png,보유중,TRUE,포켓몬
IY3Q8ZnPSTDGY2QjSCGO,,,0,SR,,SV4K-084,sv4K -「고대의 포효」,,,https://mtg-kr.com/cardimage/poketcgSV4K-084.png,미보유,TRUE,
IaCVb2kBV5CiL9H2LVXH,,,0,SAR,,S12a-238,s12a -「VSTAR 유니버스」,,아크로마의 실험,https://mtg-kr.com/cardimage/poketcgS12a-238.png,보유중,TRUE,서포트
IbI6ufU3YaCetkK6MPo1,,,0,AR,,SV11B-099,sv11B -「블랙볼트」,,불비달마,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_099.png,보유중,TRUE,포켓몬
IcAzjf6G06S9S95wxHZe,,,0,,,SC-004,sc -「샤이니 컬렉션」,한국,,https://cards.image.pokemonkorea.co.kr/data/wmimages/BW/SC/sc_004.jpg,보유중,,포켓몬
Id6mYljK3MT5hFvkO03a,[object Object],,0,CHR,,SM11b-052,sm11b -「드림리그」,일본,팽도리,https://mtg-kr.com/cardimage/poketcgSM11b-052.png,보유중,TRUE,포켓몬
Id9g5HZFfkd02DHP04Vj,,,0,SAR,,SV3a-088,sv3a -「레이징서프」,,칠리,https://mtg-kr.com/cardimage/poketcgSV3a-088.png,미보유,TRUE,
IdE0HagoEJsR4Lw4ir9I,,,0,SR,,SV4a-342,sv4a -「샤이니트레저 ex」,,네르케,https://mtg-kr.com/cardimage/poketcgSV4a-342.png,보유중,TRUE,서포트
Ie6XSEZhdsGsH3DM0mDC,,,0,SR,,SV1a-088,sv1a -「트리플렛비트」,,,https://mtg-kr.com/cardimage/poketcgSV1a-088.png,미보유,TRUE,
IeKfWsrNWMEEqPh5K86y,,,0,SR,,SV4M-079,sv4M -「미래의 일섬」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_079.png,미보유,TRUE,
IewhjlSf64xfMEufqHjR,,,0,AR,,SV10-100,sv10 -「로켓단의 영광」,,,https://mtg-kr.com/cardimage/poketcgSV10-100.png,보유중,TRUE,포켓몬
IlFGQisxZVmCjY6GCNjR,,,0,SR,,M3-094,m3 -「니힐제로」,,염뉴트 ex,https://mtg-kr.com/cardimage/poketcgM3-094.png,미보유,,포켓몬
IlfWxcUYKQEFzsDocpzC,,,0,AR,,SV11B-152,sv11B -「블랙볼트」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_152.png,보유중,TRUE,포켓몬
In3ievSJB5uYOSfraQdS,,923,0,AR,,SV1V-085,sv1V -「바이올렛 ex」,,빠르모트,https://mtg-kr.com/cardimage/poketcgSV1V-085.png,보유중,TRUE,포켓몬
IoJJYF479vcH4HV7MFvj,,,0,SR,,M1L-080,m1L -「메가 브레이브」,,메가입치트 ex,https://mtg-kr.com/cardimage/poketcgM1L-080.png,미보유,TRUE,포켓몬
ItYRczgoRL3LbV569Dqv,,,0,SR,,SM10b-055,sm10b -「스카이레전드」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM10B/SM10B_055.png,미보유,,포켓몬
IuTWWw7rpqYItsAnMpCv,,,0,SR,,SV5a-084,sv5a -「크림슨헤이즈」,,,https://mtg-kr.com/cardimage/poketcgSV5a-084.png,미보유,TRUE,
IulsFPirEBmw9Tuz7ZhB,,,0,UR,,SV2a-209,sv2a -「포켓몬 카드 151」,,,https://mtg-kr.com/cardimage/poketcgSV2a-209.png,미보유,TRUE,
Iyx0AnWz4ymOSj9YDvBR,,,0,SSR,,SM8b-220,sm8b -「울트라샤이니」,,,https://mtg-kr.com/cardimage/poketcgSM8b-220.png,미보유,TRUE,
IzBtwN9rqgHoQIGAhPfM,,,0,,,S10a-098,s10a -「다크판타스마」,,,https://mtg-kr.com/cardimage/poketcgS10a-098.png,미보유,TRUE,
IzPjcDMAFn1baKR2RHb3,,,0,AR,,SV9-111,sv9 -「배틀파트너즈」,,음뱃,https://mtg-kr.com/cardimage/poketcgSV9-111.png,보유중,TRUE,포켓몬
J2ti7LYByv3lQI1Pbb4l,,,0,SAR,,SV7-127,sv7 -「스텔라미라클」,,과미드라 ex,https://mtg-kr.com/cardimage/poketcgSV7-127.png,미보유,,포켓몬
J33CIYLMhBlIlFiL9q9D,,,0,,,SC-010,sc -「샤이니 컬렉션」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/BW/SC/sc_010.jpg,,,포켓몬
J4FC4wHQYAjJAErjshlr,,,0,SR,,SV11W-165,sv11W -「화이트플레어」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_165.png,미보유,TRUE,
J9a04gMdM7f8J2dVbhbr,,,0,,,,,,,,,,
J9f2TpISl2QssMnXUeKz,,,0,AR,,SV2a-179,sv2a -「포켓몬 카드 151」,,마임맨,https://mtg-kr.com/cardimage/poketcgSV2a-179.png,보유중,TRUE,포켓몬
JCtz5SBU1LCSyVDCfxdp,,,0,CHR,,SM11b-051,sm11b -「드림리그」,,포푸니라,https://mtg-kr.com/cardimage/poketcgSM11b-051.png,미보유,TRUE,포켓몬
JEy3TMOuurpvwKvuzHOz,,,0,SSR,,SM8b-230,sm8b -「울트라샤이니」,,다크라이 GX,https://mtg-kr.com/cardimage/poketcgSM8b-230.png,미보유,TRUE,
JGg6do9r3DnGQFER7sId,,,0,,,SC-008,sc -「샤이니 컬렉션」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/BW/SC/sc_008.jpg,,,포켓몬
JIesNPgqL2l94orbJAql,,,0,SSR,,SM8b-242,sm8b -「울트라샤이니」,,,https://mtg-kr.com/cardimage/poketcgSM8b-242.png,미보유,TRUE,
JRIIn9MNxbQ9qr7ji3oB,,,0,UR,,S9a-093,s9a -「배틀리전」,,,https://mtg-kr.com/cardimage/poketcgS9a-093.png,미보유,TRUE,
JRoqfCdQjep8ifq9xDCr,,,0,CHR,,SM11b-053,sm11b -「드림리그」,,악어리,https://mtg-kr.com/cardimage/poketcgSM11b-053.png,미보유,TRUE,포켓몬
JRu04ruJcX364R33RGMZ,,6,0,SAR,,M2-110,m2 -「인페르노X」,한국,메가리자몽X ex,https://mtg-kr.com/cardimage/poketcgM2-110.png,미보유,TRUE,포켓몬
JTFjVzosQtZH8FXkEEf1,,,0,SSR,,SM8b-221,sm8b -「울트라샤이니」,,다크펫 GX,https://mtg-kr.com/cardimage/poketcgSM8b-221.png,미보유,TRUE,
JVOWccsIscqVbDU9kVw7,,,0,AR,,SV11W-146,sv11W -「화이트플레어」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_146.png,보유중,TRUE,포켓몬
JffH1qSl1FM1Nmm4jUtr,,,0,SR,,SV4a-343,sv4a -「샤이니트레저 ex」,,네모,https://mtg-kr.com/cardimage/poketcgSV4a-343.png,미보유,TRUE,서포트
JiDcWpUursNojKBhRvJw,,,0,SR,,S10P-077,s10P -「스페이스 저글러」,,,https://mtg-kr.com/cardimage/poketcgS10P-077.png,미보유,TRUE,서포트
JngqQ6nHyJWOHGiJ4y6t,,,0,SR,,SM8b-159,sm8b -「울트라샤이니」,,,https://mtg-kr.com/cardimage/poketcgSM8b-159.png,미보유,TRUE,
JwIN2xGWnYICehtPSO0E,,,0,SR,,M2-107,m2 -「인페르노X」,일본,빛나,https://mtg-kr.com/cardimage/poketcgM2-107.png,보유중,TRUE,서포트
K12GpxPfBy2EE6TO5BR3,,,0,SR,,S7D-077,s7D -「마천퍼펙트」,,,https://mtg-kr.com/cardimage/poketcgS7D-077.png,,,
K3Umcczwje4T9ShYDOTz,,700,0,SR,,S6a-083,s6a -「이브이 히어로즈」,,님피아 V,https://mtg-kr.com/cardimage/poketcgS6a-083.png,보유중,,포켓몬
K6DUWwaUNQRoAG3TjXaS,,,0,SR,,SV5K-089,sv5K -「와일드포스」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_089.png,미보유,TRUE,
K7q2L0EEvXKH70wVPrru,,,0,,,S10a-093,s10a -「다크판타스마」,,,https://mtg-kr.com/cardimage/poketcgS10a-093.png,미보유,TRUE,
K8dSKOlYSonk4OMiTqP1,,,0,SR,,M3-103,m3 -「니힐제로」,,,https://mtg-kr.com/cardimage/poketcgM3-103.png,미보유,,
K948JYszbiceBN53rEhE,,,0,AR,,SV8-116,sv8 -「초전브레이커」,,알로라 닥트리오,https://mtg-kr.com/cardimage/poketcgSV8-116.png,보유중,TRUE,포켓몬
K94OeXdomwb72Q0vQWPo,,,0,AR,,SV5K-079,sv5K -「와일드포스」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_079.png,보유중,TRUE,포켓몬
KCdXHC99ReSUVcI4J5T8,,,0,AR,,SV11B-094,sv11B -「블랙볼트」,,딱정곤,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_094.png,보유중,,포켓몬
KE3EIC0FB7eS2DI38lDI,,,0,SAR,,S12a-242,s12a -「VSTAR 유니버스」,,주혜,https://mtg-kr.com/cardimage/poketcgS12a-242.png,미보유,TRUE,서포트
KH9UsdVM1l5qcl0U1Kxh,,,0,SAR,,SV10-126,sv10 -「로켓단의 영광」,,로켓단의 니드킹 ex,https://mtg-kr.com/cardimage/poketcgSV10-126.png,미보유,TRUE,포켓몬
KKClCa374GWWN7NICyUX,,,0,SAR,,SV8a-216,sv8a -「테라스탈 페스타 ex」,,오거폰 주춧돌의 가면 ex,https://mtg-kr.com/cardimage/poketcgSV8a-216.png,미보유,,포켓몬
KKpBNyaqAOW2yxsXvcQa,,,0,SSR,,SM8b-227,sm8b -「울트라샤이니」,,,https://mtg-kr.com/cardimage/poketcgSM8b-227.png,미보유,TRUE,
KMr4coQHT4vnYDjHwvZM,,,0,SAR,,SV7a-088,sv7a -「낙원드래고나」,,브리두라스 ex,https://mtg-kr.com/cardimage/poketcgSV7a-088.png,미보유,,포켓몬
KNdy6uPpTH3edvkEkgXR,,,0,,,CP3-024,CP3 - 「XY BREAK 확장팩 포켓심쿵 컬렉션」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/XY/CP3/CP3_024.png,,,
KOAHZokISf3AKCkUWHnc,,,0,SAR,,SV5K-094,sv5K -「와일드포스」,,굽이치는물결 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_094.png,미보유,,포켓몬
KRQh8EBHDkVL9ZPljcNh,,,0,UR,,SV4K-095,sv4K -「고대의 포효」,,,https://mtg-kr.com/cardimage/poketcgSV4K-095.png,미보유,TRUE,
KRi3dEA88gYqYoAfLRDK,,,0,SR,,SV8a-192,sv8a -「테라스탈 페스타 ex」,,오르티가,https://mtg-kr.com/cardimage/poketcgSV8a-192.png,미보유,TRUE,
KTOY6UHE9WuePM72vCIT,,,0,SR,,SV6a-081,sv6a -「나이트원더러」,,,https://mtg-kr.com/cardimage/poketcgSV6a-081.png,미보유,TRUE,
KUQmawLxjLrl3OscCYho,,,0,SAR,,SV1V-103,sv1V -「바이올렛 ex」,,무쇠바퀴 ex,https://mtg-kr.com/cardimage/poketcgSV1V-103.png,미보유,TRUE,포켓몬
KUwFNHnClUp1jbuEcNAi,,,0,SR,,S10P-078,s10P -「스페이스 저글러」,,,https://mtg-kr.com/cardimage/poketcgS10P-078.png,미보유,TRUE,서포트
KZlYWAosqFsJJABnTgMv,,,0,SR,,S12-112,s12 -「패러다임트리거」,,,https://mtg-kr.com/cardimage/poketcgS12-112.png,,,서포트
KftFusvRDOHavssDJuc0,,,0,SAR,,M2-112,m2 -「인페르노X」,,로토무 ex,https://mtg-kr.com/cardimage/poketcgM2-112.png,미보유,TRUE,포켓몬
KgUvMN9OxW1DDi2jOuzI,,,0,AR,,SV5K-083,sv5K -「와일드포스」,한국,치라치노,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_083.png,보유중,TRUE,포켓몬
Kh5n0KZKPotKL7G9O0x4,,,0,AR,,SV11B-110,sv11B -「블랙볼트」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_110.png,보유중,TRUE,포켓몬
KiHFzG18jS1OJBBVNGw3,,25,0,SR,,107/100,XY BREAK 확장팩 BASE PACK 20th Anniversary,,피카츄 EX,https://cards.image.pokemonkorea.co.kr/data/wmimages/XY/CP6/CP6_107.jpg,보유중,,포켓몬
KidYwDI9ANbmJzKrGKb0,,,0,SR,,SV8a-195,sv8a -「테라스탈 페스타 ex」,,추명,https://mtg-kr.com/cardimage/poketcgSV8a-195.png,미보유,TRUE,
Kl6DKI4M8rvQlKnGsDhy,,,0,S,,SM8b-191,sm8b -「울트라샤이니」,,,https://mtg-kr.com/cardimage/poketcgSM8b-191.png,미보유,TRUE,
Km31cBX9Uvar7k8aohWN,,,0,UR,,S9-127,s9 -「스타버스」,,,https://mtg-kr.com/cardimage/poketcgS9-127.png,미보유,TRUE,
KnUlf4ja9au0sa5GJfKK,,,0,기타 AR,,SVOD-005,svOD -「성호의 메탕&메타그로스 ex」,,성호의 메탕,https://mtg-kr.com/cardimage/poketcgSVOD-019.png,보유중,TRUE,
KqbeHvT1OtXBENtxUXAF,,,0,AR,,SV2a-180,sv2a -「포켓몬 카드 151」,,암나이트,https://mtg-kr.com/cardimage/poketcgSV2a-180.png,보유중,TRUE,포켓몬
KriJBrt4ZMqAtrU9uc5z,,,0,AR,,SV11W-154,sv11W -「화이트플레어」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_154.png,보유중,TRUE,포켓몬
KtUCK4Lm2gtiNfzNeK5D,,,0,,,SC-005,sc -「샤이니 컬렉션」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/BW/SC/sc_005.jpg,,,포켓몬
KwHKDCKCs86n56dP2OTk,,,0,,,SC-018,sc -「샤이니 컬렉션」,한국,,https://cards.image.pokemonkorea.co.kr/data/wmimages/BW/SC/sc_018.jpg,보유중,,포켓몬
Ky3aNdkp4vnQXrjeID5H,,,0,AR,,SV1a-084,sv1a -「트리플렛비트」,,팔데아 켄타로스,https://mtg-kr.com/cardimage/poketcgSV1a-084.png,보유중,TRUE,포켓몬
KyZ6qT3u4nCRSqfSJH38,,,0,AR,,M2a-211,m2a -「메가드림」,,,https://mtg-kr.com/cardimage/poketcgM2a-211.png,보유중,TRUE,포켓몬
L38XBQGUfEBGdFGKj9Tx,,,0,UR,,SV4a-358,sv4a -「샤이니트레저 ex」,,,https://mtg-kr.com/cardimage/poketcgSV4a-358.png,미보유,TRUE,
L5BKkKw6qEULZpCG27w4,,,0,SR,,SV7-123,sv7 -「스텔라미라클」,,,https://mtg-kr.com/cardimage/poketcgSV7-123.png,미보유,TRUE,
L9DvmTqOacw5txKZynRB,,,0,CSR,,S8b-251,s8b -「VMAX 클라이맥스」,,자마젠타 V,https://mtg-kr.com/cardimage/poketcgS8b-251.png,미보유,TRUE,포켓몬
L9OoUNXC5XfmPA1TPbya,,,0,S,,SM8b-170,sm8b -「울트라샤이니」,,,https://mtg-kr.com/cardimage/poketcgSM8b-170.png,미보유,TRUE,
LB8UpOmxXmon7rDRUjcv,,,0,SR,,SM12a-186,sm12a -「TAG TEAM GX 태그올스타즈」,,토게피&삐&푸푸린 GX,https://mtg-kr.com/cardimage/poketcgSM12a-186.png,,,
LBIeBsD2vMixGyS7kjAe,,,0,SAR,,SV2P-092,sv2P -「스노해저드」,,총지엔 ex,https://mtg-kr.com/cardimage/poketcgSV2P-092.png,미보유,TRUE,
LIMheHF0Iq2vkR35qcL5,,25,0,SAR,,M2a-234,m2a -「메가드림」,,피카츄 ex,https://mtg-kr.com/cardimage/poketcgM2a-234.png,보유중,,포켓몬
LJgB3QYBAZmLJWKWb10L,,,0,SR,,S5R-071,s5R -「연격마스터」,,,https://mtg-kr.com/cardimage/poketcgS5R-071.png,,,포켓몬
LLYyKCUUdDIueqPr9qPY,,,0,SR,,SM8b-152,sm8b -「울트라샤이니」,,,https://mtg-kr.com/cardimage/poketcgSM8b-152.png,미보유,TRUE,
LOPl9zVErtC4NDFXTK8R,,,0,SR,,SV8-121,sv8 -「초전브레이커」,,밀로틱 ex,https://mtg-kr.com/cardimage/poketcgSV8-121.png,미보유,TRUE,포켓몬
LQVEKcImLXqKP1Z55wdI,,,0,SR,,SM12a-197,sm12a -「TAG TEAM GX 태그올스타즈」,,용접공,https://mtg-kr.com/cardimage/poketcgSM12a-197.png,,,
LRIyvOi0hHS4fvOpJocN,,,0,CHR,,S9a-068,s9a -「배틀리전」,,로즈레이드,https://mtg-kr.com/cardimage/poketcgS9a-068.png,보유중,TRUE,포켓몬
LZvuIIMsGvW0N1K7VOMY,,,0,,,CP3-012,CP3 - 「XY BREAK 확장팩 포켓심쿵 컬렉션」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/XY/CP3/CP3_012.png,,,
LcGc3LwvETum8H0uppA3,,,0,AR,,S12a-198,s12a -「VSTAR 유니버스」,,노고치,https://mtg-kr.com/cardimage/poketcgS12a-198.png,보유중,TRUE,포켓몬
Lg5doXlwp45aXTFIUSzg,,,0,HR,,S11-117,s11 -「로스트어비스」,,,https://mtg-kr.com/cardimage/poketcgS11-117.png,미보유,TRUE,
LiXUuyj3PdKaFgzFTjSI,,,0,UR,,S11a-093,s11a -「백열의 아르카나」,,,https://mtg-kr.com/cardimage/poketcgS11a-093.png,미보유,TRUE,
LkkSbbgW7t7w3bFwlPZv,,,0,UR,,SV8a-235,sv8a -「테라스탈 페스타 ex」,,,https://mtg-kr.com/cardimage/poketcgSV8a-235.png,미보유,TRUE,
